Item Index,Rank,Type,Code,Attribute,Quality,Job,Appraisal,Value,Weight,ReqLv,Price,Width,Height,Name,StackNumber,StackDrop_Min,StackDrop_Max,Wear : Range,Wear : Speed,Wear : CriticalRate,Wear : Drop LV,Wear : Drop Option Number,Wear : Drop Socket 1EA Rate,Wear : Drop Socket 2EA Rate,Wear : Drop Socket 3EA Rate,Wear : Drop Socket 4EA Rate,Wear : Small Monster Attack Addition,Wear : Middle Monster Attack Addition,Wear : Large Monster Attack Addition,Wear : Boss Monster Attack Addition,Wear : Undead Monster Attack Addition,Option Index 1,Option Value 1,Option Index 2,Option Value 2,Option Index 3,Option Value 3,Option Index 4,Option Value 4,Option Index 5,Option Value 5,Option Index 6,Option Value 6,Level 0 Item LV,Level 0 Melee Min Attack,Level 0 Melee Max Attack,Level 0 Magic Min Attack,Level 0 Magic Max Attack,Level 0 Defance Min,Level 0 Defance Max,Level 0 Blocking Rate,Level 0 Critical Bonus,Level 0 Str Request,Level 0 Dex Request,Level 0 Spr Request,Level 0 Appraisal Addition,Level 1 Item LV,Level 1 Melee Min Attack,Level 1 Melee Max Attack,Level 1 Magic Min Attack,Level 1 Magic Max Attack,Level 1 Defance Min,Level 1 Defance Max,Level 1 Blocking Rate,Level 1 Critical Bonus,Level 1 Str Request,Level 1 Dex Request,Level 1 Spr Request,Level 1 Appraisal Addition,Level 2 Item LV,Level 2 Melee Min Attack,Level 2 Melee Max Attack,Level 2 Magic Min Attack,Level 2 Magic Max Attack,Level 2 Defance Min,Level 2 Defance Max,Level 2 Blocking Rate,Level 2 Critical Bonus,Level 2 Str Request,Level 2 Dex Request,Level 2 Spr Request,Level 2 Appraisal Addition,Level 3 Item LV,Level 3 Melee Min Attack,Level 3 Melee Max Attack,Level 3 Magic Min Attack,Level 3 Magic Max Attack,Level 3 Defance Min,Level 3 Defance Max,Level 3 Blocking Rate,Level 3 Critical Bonus,Level 3 Str Request,Level 3 Dex Request,Level 3 Spr Request,Level 3 Appraisal Addition,Level 4 Item LV,Level 4 Melee Min Attack,Level 4 Melee Max Attack,Level 4 Magic Min Attack,Level 4 Magic Max Attack,Level 4 Defance Min,Level 4 Defance Max,Level 4 Blocking Rate,Level 4 Critical Bonus,Level 4 Str Request,Level 4 Dex Request,Level 4 Spr Request,Level 4 Appraisal Addition,Level 5 Item LV,Level 5 Melee Min Attack,Level 5 Melee Max Attack,Level 5 Magic Min Attack,Level 5 Magic Max Attack,Level 5 Defance Min,Level 5 Defance Max,Level 5 Blocking Rate,Level 5 Critical Bonus,Level 5 Str Request,Level 5 Dex Request,Level 5 Spr Request,Level 5 Appraisal Addition,Level 6 Item LV,Level 6 Melee Min Attack,Level 6 Melee Max Attack,Level 6 Magic Min Attack,Level 6 Magic Max Attack,Level 6 Defance Min,Level 6 Defance Max,Level 6 Blocking Rate,Level 6 Critical Bonus,Level 6 Str Request,Level 6 Dex Request,Level 6 Spr Request,Level 6 Appraisal Addition,Level 7 Item LV,Level 7 Melee Min Attack,Level 7 Melee Max Attack,Level 7 Magic Min Attack,Level 7 Magic Max Attack,Level 7 Defance Min,Level 7 Defance Max,Level 7 Blocking Rate,Level 7 Critical Bonus,Level 7 Str Request,Level 7 Dex Request,Level 7 Spr Request,Level 7 Appraisal Addition,Level 8 Item LV,Level 8 Melee Min Attack,Level 8 Melee Max Attack,Level 8 Magic Min Attack,Level 8 Magic Max Attack,Level 8 Defance Min,Level 8 Defance Max,Level 8 Blocking Rate,Level 8 Critical Bonus,Level 8 Str Request,Level 8 Dex Request,Level 8 Spr Request,Level 8 Appraisal Addition,Level 9 Item LV,Level 9 Melee Min Attack,Level 9 Melee Max Attack,Level 9 Magic Min Attack,Level 9 Magic Max Attack,Level 9 Defance Min,Level 9 Defance Max,Level 9 Blocking Rate,Level 9 Critical Bonus,Level 9 Str Request,Level 9 Dex Request,Level 9 Spr Request,Level 9 Appraisal Addition
680,0,5,3,0,27,0010-0000-0000-0000-0000-0000-0000-0000,1,0,1,53,4000,2,2,¹Ì¶óÁö ºÎÃ÷,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,49,0,132,0,1,0,0,0,0,0,17,0,0,49,0,132,0,2,0,0,0,0,0,17,0,0,49,0,132,0,3,0,0,0,0,0,17,0,0,49,0,132,0,4,0,0,0,0,0,17,0,0,49,0,132,0,5,0,0,0,0,0,17,0,0,49,0,132,0,6,0,0,0,0,0,17,0,0,49,0,132,0,7,0,0,0,0,0,17,0,0,49,0,132,0,8,0,0,0,0,0,17,0,0,49,0,132,0,9,0,0,0,0,0,17,0,0,49,0,132,0
681,0,5,3,0,27,0010-0000-0000-0000-0000-0000-0000-0000,1,0,1,65,4000,2,2,ÀÓÆä¸®¾î ºÎÃ÷,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,60,0,162,0,1,0,0,0,0,0,21,0,0,60,0,162,0,2,0,0,0,0,0,21,0,0,60,0,162,0,3,0,0,0,0,0,21,0,0,60,0,162,0,4,0,0,0,0,0,21,0,0,60,0,162,0,5,0,0,0,0,0,21,0,0,60,0,162,0,6,0,0,0,0,0,21,0,0,60,0,162,0,7,0,0,0,0,0,21,0,0,60,0,162,0,8,0,0,0,0,0,21,0,0,60,0,162,0,9,0,0,0,0,0,21,0,0,60,0,162,0
682,0,5,3,0,27,0010-0000-0000-0000-0000-0000-0000-0000,1,0,1,63,4400,2,2,ÇÃ¶ó¸¶ ºÎÃ÷,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,58,0,157,0,1,0,0,0,0,0,19,0,0,58,0,157,0,2,0,0,0,0,0,19,0,0,58,0,157,0,3,0,0,0,0,0,19,0,0,58,0,157,0,4,0,0,0,0,0,19,0,0,58,0,157,0,5,0,0,0,0,0,19,0,0,58,0,157,0,6,0,0,0,0,0,19,0,0,58,0,157,0,7,0,0,0,0,0,19,0,0,58,0,157,0,8,0,0,0,0,0,19,0,0,58,0,157,0,9,0,0,0,0,0,19,0,0,58,0,157,0
683,0,5,3,0,27,0010-0000-0000-0000-0000-0000-0000-0000,1,0,1,50,4034,2,2,³ª¸£½Ã½º ºÎÃ÷,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,47,0,125,0,1,0,0,0,0,0,15,0,0,47,0,125,0,2,0,0,0,0,0,15,0,0,47,0,125,0,3,0,0,0,0,0,15,0,0,47,0,125,0,4,0,0,0,0,0,15,0,0,47,0,125,0,5,0,0,0,0,0,15,0,0,47,0,125,0,6,0,0,0,0,0,15,0,0,47,0,125,0,7,0,0,0,0,0,15,0,0,47,0,125,0,8,0,0,0,0,0,15,0,0,47,0,125,0,9,0,0,0,0,0,15,0,0,47,0,125,0
684,0,5,3,0,27,0010-0000-0000-0000-0000-0000-0000-0000,1,0,1,38,1454,2,2,Æ÷½ºÆÛ ºÎÃ÷,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,36,0,95,0,1,0,0,0,0,0,11,0,0,36,0,95,0,2,0,0,0,0,0,11,0,0,36,0,95,0,3,0,0,0,0,0,11,0,0,36,0,95,0,4,0,0,0,0,0,11,0,0,36,0,95,0,5,0,0,0,0,0,11,0,0,36,0,95,0,6,0,0,0,0,0,11,0,0,36,0,95,0,7,0,0,0,0,0,11,0,0,36,0,95,0,8,0,0,0,0,0,11,0,0,36,0,95,0,9,0,0,0,0,0,11,0,0,36,0,95,0
685,0,5,3,0,27,0010-0000-0000-0000-0000-0000-0000-0000,1,0,1,63,4400,2,2,ÇÃ¶ó¸¶ ºÎÃ÷,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,58,0,157,0,1,0,0,0,0,0,19,0,0,58,0,157,0,2,0,0,0,0,0,19,0,0,58,0,157,0,3,0,0,0,0,0,19,0,0,58,0,157,0,4,0,0,0,0,0,19,0,0,58,0,157,0,5,0,0,0,0,0,19,0,0,58,0,157,0,6,0,0,0,0,0,19,0,0,58,0,157,0,7,0,0,0,0,0,19,0,0,58,0,157,0,8,0,0,0,0,0,19,0,0,58,0,157,0,9,0,0,0,0,0,19,0,0,58,0,157,0
686,0,5,3,0,27,0010-0000-0000-0000-0000-0000-0000-0000,1,0,1,50,4034,2,2,³ª¸£½Ã½º ºÎÃ÷,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,47,0,125,0,1,0,0,0,0,0,15,0,0,47,0,125,0,2,0,0,0,0,0,15,0,0,47,0,125,0,3,0,0,0,0,0,15,0,0,47,0,125,0,4,0,0,0,0,0,15,0,0,47,0,125,0,5,0,0,0,0,0,15,0,0,47,0,125,0,6,0,0,0,0,0,15,0,0,47,0,125,0,7,0,0,0,0,0,15,0,0,47,0,125,0,8,0,0,0,0,0,15,0,0,47,0,125,0,9,0,0,0,0,0,15,0,0,47,0,125,0
687,0,5,3,0,27,0010-0000-0000-0000-0000-0000-0000-0000,1,0,1,38,1454,2,2,Æ÷½ºÆÛ ºÎÃ÷,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,36,0,95,0,1,0,0,0,0,0,11,0,0,36,0,95,0,2,0,0,0,0,0,11,0,0,36,0,95,0,3,0,0,0,0,0,11,0,0,36,0,95,0,4,0,0,0,0,0,11,0,0,36,0,95,0,5,0,0,0,0,0,11,0,0,36,0,95,0,6,0,0,0,0,0,11,0,0,36,0,95,0,7,0,0,0,0,0,11,0,0,36,0,95,0,8,0,0,0,0,0,11,0,0,36,0,95,0,9,0,0,0,0,0,11,0,0,36,0,95,0
698,0,5,3,0,27,0010-0000-0000-0000-0000-0000-0000-0000,1,0,1,63,4400,2,2,ÇÃ¶ó¸¶ ºÎÃ÷,0,1,1,1,1,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,58,0,157,0,1,0,0,0,0,0,19,0,0,58,0,157,0,2,0,0,0,0,0,19,0,0,58,0,157,0,3,0,0,0,0,0,19,0,0,58,0,157,0,4,0,0,0,0,0,19,0,0,58,0,157,0,5,0,0,0,0,0,19,0,0,58,0,157,0,6,0,0,0,0,0,19,0,0,58,0,157,0,7,0,0,0,0,0,19,0,0,58,0,157,0,8,0,0,0,0,0,19,0,0,58,0,157,0,9,0,0,0,0,0,19,0,0,58,0,157,0
699,0,5,3,0,27,0010-0000-0000-0000-0000-0000-0000-0000,1,0,1,50,4034,2,2,³ª¸£½Ã½º ºÎÃ÷,0,1,1,1,1,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,47,0,125,0,1,0,0,0,0,0,15,0,0,47,0,125,0,2,0,0,0,0,0,15,0,0,47,0,125,0,3,0,0,0,0,0,15,0,0,47,0,125,0,4,0,0,0,0,0,15,0,0,47,0,125,0,5,0,0,0,0,0,15,0,0,47,0,125,0,6,0,0,0,0,0,15,0,0,47,0,125,0,7,0,0,0,0,0,15,0,0,47,0,125,0,8,0,0,0,0,0,15,0,0,47,0,125,0,9,0,0,0,0,0,15,0,0,47,0,125,0
700,0,5,3,0,27,0010-0000-0000-0000-0000-0000-0000-0000,1,0,1,38,1454,2,2,Æ÷½ºÆÛ ºÎÃ÷,0,1,1,1,1,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,36,0,95,0,1,0,0,0,0,0,11,0,0,36,0,95,0,2,0,0,0,0,0,11,0,0,36,0,95,0,3,0,0,0,0,0,11,0,0,36,0,95,0,4,0,0,0,0,0,11,0,0,36,0,95,0,5,0,0,0,0,0,11,0,0,36,0,95,0,6,0,0,0,0,0,11,0,0,36,0,95,0,7,0,0,0,0,0,11,0,0,36,0,95,0,8,0,0,0,0,0,11,0,0,36,0,95,0,9,0,0,0,0,0,11,0,0,36,0,95,0
701,0,5,1,0,27,0010-0000-0000-0000-0000-0000-0000-0000,1,0,1,5,23,2,2,ºê·¹½º ¾Æ¸Ó,0,1,1,1,1,0,0,0,20,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,12,0,1,0,0,0,0,0,7,0,0,6,0,12,0,2,0,0,0,0,0,7,0,0,6,0,12,0,3,0,0,0,0,0,7,0,0,6,0,12,0,4,0,0,0,0,0,7,0,0,6,0,12,0,5,0,0,0,0,0,7,0,0,6,0,12,0,6,0,0,0,0,0,7,0,0,6,0,12,0,7,0,0,0,0,0,7,0,0,6,0,12,0,8,0,0,0,0,0,7,0,0,6,0,12,0,9,0,0,0,0,0,7,0,0,6,0,12,0
702,0,5,1,0,27,0010-0000-0000-0000-0000-0000-0000-0000,1,0,1,17,166,2,2,¹ÂÁî ¾Æ¸Ó,0,1,1,1,1,0,0,0,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,17,0,42,0,1,0,0,0,0,0,19,0,0,17,0,42,0,2,0,0,0,0,0,19,0,0,17,0,42,0,3,0,0,0,0,0,19,0,0,17,0,42,0,4,0,0,0,0,0,19,0,0,17,0,42,0,5,0,0,0,0,0,19,0,0,17,0,42,0,6,0,0,0,0,0,19,0,0,17,0,42,0,7,0,0,0,0,0,19,0,0,17,0,42,0,8,0,0,0,0,0,19,0,0,17,0,42,0,9,0,0,0,0,0,19,0,0,17,0,42,0
703,0,5,1,0,27,0010-0000-0000-0000-0000-0000-0000-0000,1,0,1,30,1137,2,2,¹Ì³×¸£¹Ù ¾Æ¸Ó,0,1,1,1,1,0,0,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,29,0,75,0,1,0,0,0,0,0,33,0,0,29,0,75,0,2,0,0,0,0,0,33,0,0,29,0,75,0,3,0,0,0,0,0,33,0,0,29,0,75,0,4,0,0,0,0,0,33,0,0,29,0,75,0,5,0,0,0,0,0,33,0,0,29,0,75,0,6,0,0,0,0,0,33,0,0,29,0,75,0,7,0,0,0,0,0,33,0,0,29,0,75,0,8,0,0,0,0,0,33,0,0,29,0,75,0,9,0,0,0,0,0,33,0,0,29,0,75,0
704,0,5,1,0,27,0010-0000-0000-0000-0000-0000-0000-0000,1,0,1,43,4167,2,2,¼öÇÇ¾Æ ¾Æ¸Ó,0,1,1,1,1,0,0,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,40,0,107,0,1,0,0,0,0,0,46,0,0,40,0,107,0,2,0,0,0,0,0,46,0,0,40,0,107,0,3,0,0,0,0,0,46,0,0,40,0,107,0,4,0,0,0,0,0,46,0,0,40,0,107,0,5,0,0,0,0,0,46,0,0,40,0,107,0,6,0,0,0,0,0,46,0,0,40,0,107,0,7,0,0,0,0,0,46,0,0,40,0,107,0,8,0,0,0,0,0,46,0,0,40,0,107,0,9,0,0,0,0,0,46,0,0,40,0,107,0
705,0,5,1,0,27,0010-0000-0000-0000-0000-0000-0000-0000,1,0,1,55,10000,2,2,¹Ì¶óÁö ¾Æ¸Ó,0,1,1,1,1,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,51,0,137,0,1,0,0,0,0,0,58,0,0,51,0,137,0,2,0,0,0,0,0,58,0,0,51,0,137,0,3,0,0,0,0,0,58,0,0,51,0,137,0,4,0,0,0,0,0,58,0,0,51,0,137,0,5,0,0,0,0,0,58,0,0,51,0,137,0,6,0,0,0,0,0,58,0,0,51,0,137,0,7,0,0,0,0,0,58,0,0,51,0,137,0,8,0,0,0,0,0,58,0,0,51,0,137,0,9,0,0,0,0,0,58,0,0,51,0,137,0
706,0,5,1,0,27,0010-0000-0000-0000-0000-0000-0000-0000,1,0,1,67,10000,2,2,ÀÓÆä¸®¾î ¾Æ¸Ó,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,62,0,167,0,1,0,0,0,0,0,71,0,0,62,0,167,0,2,0,0,0,0,0,71,0,0,62,0,167,0,3,0,0,0,0,0,71,0,0,62,0,167,0,4,0,0,0,0,0,71,0,0,62,0,167,0,5,0,0,0,0,0,71,0,0,62,0,167,0,6,0,0,0,0,0,71,0,0,62,0,167,0,7,0,0,0,0,0,71,0,0,62,0,167,0,8,0,0,0,0,0,71,0,0,62,0,167,0,9,0,0,0,0,0,71,0,0,62,0,167,0
720,0,5,1,0,27,0010-0000-0000-0000-0000-0000-0000-0000,1,0,1,5,23,2,2,ºê·¹½º ¾Æ¸Ó,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,12,0,1,0,0,0,0,0,7,0,0,6,0,12,0,2,0,0,0,0,0,7,0,0,6,0,12,0,3,0,0,0,0,0,7,0,0,6,0,12,0,4,0,0,0,0,0,7,0,0,6,0,12,0,5,0,0,0,0,0,7,0,0,6,0,12,0,6,0,0,0,0,0,7,0,0,6,0,12,0,7,0,0,0,0,0,7,0,0,6,0,12,0,8,0,0,0,0,0,7,0,0,6,0,12,0,9,0,0,0,0,0,7,0,0,6,0,12,0
721,0,5,1,0,27,0010-0000-0000-0000-0000-0000-0000-0000,1,0,1,17,166,2,2,¹ÂÁî ¾Æ¸Ó,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,17,0,42,0,1,0,0,0,0,0,19,0,0,17,0,42,0,2,0,0,0,0,0,19,0,0,17,0,42,0,3,0,0,0,0,0,19,0,0,17,0,42,0,4,0,0,0,0,0,19,0,0,17,0,42,0,5,0,0,0,0,0,19,0,0,17,0,42,0,6,0,0,0,0,0,19,0,0,17,0,42,0,7,0,0,0,0,0,19,0,0,17,0,42,0,8,0,0,0,0,0,19,0,0,17,0,42,0,9,0,0,0,0,0,19,0,0,17,0,42,0
722,0,5,1,0,27,0010-0000-0000-0000-0000-0000-0000-0000,1,0,1,30,1137,2,2,¹Ì³×¸£¹Ù ¾Æ¸Ó,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,29,0,75,0,1,0,0,0,0,0,33,0,0,29,0,75,0,2,0,0,0,0,0,33,0,0,29,0,75,0,3,0,0,0,0,0,33,0,0,29,0,75,0,4,0,0,0,0,0,33,0,0,29,0,75,0,5,0,0,0,0,0,33,0,0,29,0,75,0,6,0,0,0,0,0,33,0,0,29,0,75,0,7,0,0,0,0,0,33,0,0,29,0,75,0,8,0,0,0,0,0,33,0,0,29,0,75,0,9,0,0,0,0,0,33,0,0,29,0,75,0
723,0,5,1,0,27,0010-0000-0000-0000-0000-0000-0000-0000,1,0,1,43,4167,2,2,¼öÇÇ¾Æ ¾Æ¸Ó,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,40,0,107,0,1,0,0,0,0,0,46,0,0,40,0,107,0,2,0,0,0,0,0,46,0,0,40,0,107,0,3,0,0,0,0,0,46,0,0,40,0,107,0,4,0,0,0,0,0,46,0,0,40,0,107,0,5,0,0,0,0,0,46,0,0,40,0,107,0,6,0,0,0,0,0,46,0,0,40,0,107,0,7,0,0,0,0,0,46,0,0,40,0,107,0,8,0,0,0,0,0,46,0,0,40,0,107,0,9,0,0,0,0,0,46,0,0,40,0,107,0
724,0,5,1,0,27,0010-0000-0000-0000-0000-0000-0000-0000,1,0,1,55,10000,2,2,¹Ì¶óÁö ¾Æ¸Ó,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,51,0,137,0,1,0,0,0,0,0,58,0,0,51,0,137,0,2,0,0,0,0,0,58,0,0,51,0,137,0,3,0,0,0,0,0,58,0,0,51,0,137,0,4,0,0,0,0,0,58,0,0,51,0,137,0,5,0,0,0,0,0,58,0,0,51,0,137,0,6,0,0,0,0,0,58,0,0,51,0,137,0,7,0,0,0,0,0,58,0,0,51,0,137,0,8,0,0,0,0,0,58,0,0,51,0,137,0,9,0,0,0,0,0,58,0,0,51,0,137,0
725,0,5,1,0,27,0010-0000-0000-0000-0000-0000-0000-0000,1,0,1,67,10000,2,2,ÀÓÆä¸®¾î ¾Æ¸Ó,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,62,0,167,0,1,0,0,0,0,0,71,0,0,62,0,167,0,2,0,0,0,0,0,71,0,0,62,0,167,0,3,0,0,0,0,0,71,0,0,62,0,167,0,4,0,0,0,0,0,71,0,0,62,0,167,0,5,0,0,0,0,0,71,0,0,62,0,167,0,6,0,0,0,0,0,71,0,0,62,0,167,0,7,0,0,0,0,0,71,0,0,62,0,167,0,8,0,0,0,0,0,71,0,0,62,0,167,0,9,0,0,0,0,0,71,0,0,62,0,167,0
726,0,5,1,0,27,0010-0000-0000-0000-0000-0000-0000-0000,1,0,1,5,23,2,2,ºê·¹½º ¾Æ¸Ó,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,12,0,1,0,0,0,0,0,7,0,0,6,0,12,0,2,0,0,0,0,0,7,0,0,6,0,12,0,3,0,0,0,0,0,7,0,0,6,0,12,0,4,0,0,0,0,0,7,0,0,6,0,12,0,5,0,0,0,0,0,7,0,0,6,0,12,0,6,0,0,0,0,0,7,0,0,6,0,12,0,7,0,0,0,0,0,7,0,0,6,0,12,0,8,0,0,0,0,0,7,0,0,6,0,12,0,9,0,0,0,0,0,7,0,0,6,0,12,0
727,0,5,1,0,27,0010-0000-0000-0000-0000-0000-0000-0000,1,0,1,17,166,2,2,¹ÂÁî ¾Æ¸Ó,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,17,0,42,0,1,0,0,0,0,0,19,0,0,17,0,42,0,2,0,0,0,0,0,19,0,0,17,0,42,0,3,0,0,0,0,0,19,0,0,17,0,42,0,4,0,0,0,0,0,19,0,0,17,0,42,0,5,0,0,0,0,0,19,0,0,17,0,42,0,6,0,0,0,0,0,19,0,0,17,0,42,0,7,0,0,0,0,0,19,0,0,17,0,42,0,8,0,0,0,0,0,19,0,0,17,0,42,0,9,0,0,0,0,0,19,0,0,17,0,42,0
728,0,5,1,0,27,0010-0000-0000-0000-0000-0000-0000-0000,1,0,1,30,1137,2,2,¹Ì³×¸£¹Ù ¾Æ¸Ó,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,29,0,75,0,1,0,0,0,0,0,33,0,0,29,0,75,0,2,0,0,0,0,0,33,0,0,29,0,75,0,3,0,0,0,0,0,33,0,0,29,0,75,0,4,0,0,0,0,0,33,0,0,29,0,75,0,5,0,0,0,0,0,33,0,0,29,0,75,0,6,0,0,0,0,0,33,0,0,29,0,75,0,7,0,0,0,0,0,33,0,0,29,0,75,0,8,0,0,0,0,0,33,0,0,29,0,75,0,9,0,0,0,0,0,33,0,0,29,0,75,0
729,0,5,1,0,27,0010-0000-0000-0000-0000-0000-0000-0000,1,0,1,43,4167,2,2,¼öÇÇ¾Æ ¾Æ¸Ó,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,40,0,107,0,1,0,0,0,0,0,46,0,0,40,0,107,0,2,0,0,0,0,0,46,0,0,40,0,107,0,3,0,0,0,0,0,46,0,0,40,0,107,0,4,0,0,0,0,0,46,0,0,40,0,107,0,5,0,0,0,0,0,46,0,0,40,0,107,0,6,0,0,0,0,0,46,0,0,40,0,107,0,7,0,0,0,0,0,46,0,0,40,0,107,0,8,0,0,0,0,0,46,0,0,40,0,107,0,9,0,0,0,0,0,46,0,0,40,0,107,0
730,0,5,1,0,27,0010-0000-0000-0000-0000-0000-0000-0000,1,0,1,55,10000,2,2,¹Ì¶óÁö ¾Æ¸Ó,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,51,0,137,0,1,0,0,0,0,0,58,0,0,51,0,137,0,2,0,0,0,0,0,58,0,0,51,0,137,0,3,0,0,0,0,0,58,0,0,51,0,137,0,4,0,0,0,0,0,58,0,0,51,0,137,0,5,0,0,0,0,0,58,0,0,51,0,137,0,6,0,0,0,0,0,58,0,0,51,0,137,0,7,0,0,0,0,0,58,0,0,51,0,137,0,8,0,0,0,0,0,58,0,0,51,0,137,0,9,0,0,0,0,0,58,0,0,51,0,137,0
731,0,5,1,0,27,0010-0000-0000-0000-0000-0000-0000-0000,1,0,1,67,10000,2,2,ÀÓÆä¸®¾î ¾Æ¸Ó,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,62,0,167,0,1,0,0,0,0,0,71,0,0,62,0,167,0,2,0,0,0,0,0,71,0,0,62,0,167,0,3,0,0,0,0,0,71,0,0,62,0,167,0,4,0,0,0,0,0,71,0,0,62,0,167,0,5,0,0,0,0,0,71,0,0,62,0,167,0,6,0,0,0,0,0,71,0,0,62,0,167,0,7,0,0,0,0,0,71,0,0,62,0,167,0,8,0,0,0,0,0,71,0,0,62,0,167,0,9,0,0,0,0,0,71,0,0,62,0,167,0
751,0,5,2,0,27,0001-0000-0000-0000-0000-0000-0000-0000,1,0,1,2,16,2,2,¾ÆÄÉÀÎ ÆÒÃ÷,0,1,1,1,1,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,5,0,1,0,0,0,0,0,5,0,0,4,0,5,0,2,0,0,0,0,0,5,0,0,4,0,5,0,3,0,0,0,0,0,5,0,0,4,0,5,0,4,0,0,0,0,0,5,0,0,4,0,5,0,5,0,0,0,0,0,5,0,0,4,0,5,0,6,0,0,0,0,0,5,0,0,4,0,5,0,7,0,0,0,0,0,5,0,0,4,0,5,0,8,0,0,0,0,0,5,0,0,4,0,5,0,9,0,0,0,0,0,5,0,0,4,0,5,0
