Index,Name,MapFile,MapObject,MapEffect,MapAttribute,PosFile,Camera_Near_Distance,Camera_Far_Distance,Camera_Height,Camera_MinAngle,Camera_MaxAngle,DefaultZoom,Default_H_Angle,Default_V_Angle,Reflect_Height,Roof_Height,OnedayTime(Min),EnvironmentFile,EnvironmentMap,Clip_Far,Preloading,Cull_Base,Cull_Plant,Cull_Tree,Cull_Rock,Cull_Building,Cull_BuildingExtra,Cull_Effect,MipMapEnable,MipMapBias,PcStore,PeaceZone,wChaoticDecrease,dwChaoticDecreasePeriod,Map_Type,IsPortal,IsPvP,IsSiege,IsReturnScroll,IsWarFog,MoveSpeedFactor,IS_DUNGEON,LoadatServer,MapPath,MonsterLocatePath,NPCLocatePath,BrickLocatePath,StartX,StartY,StartDirection,RetMapIndex,RetX,RetY,RetDirection,IsReturn,IsNotIncreaseChao,MonsterRespawnFactor,ScriptName,PARTYDUNGEON,SOLODUNGEON,DUNGEONSCRIPTNAME,LIMITLEVELMIN,LIMITLEVELMAX,DESTORYTIME,REQUETADVPOINT,REQUETDIL,KickTo_Map,KickTo_X,KickTo_Y,KickTo_DIR,IsSiegeSeal,IsVehicle,IsFindAuto,IsOrnament,IsGuildObserver,MonsterLimit,StrLevelCapPath,FOV,IsPet
34,Magic Field of Crevice:Depth,indun_01-s.map,indun_01-s.mol,indun_01-s.mel,indun_01-s.mac,,2,18,1.7,-70,80,12,50,50,-0.9,0,90,light_indun_01-s.txt,water/skyCube_dri=.dds,75,Infinite Hunt.pre,60,17,10,15,0,20,10,0,0,0,0,3,60000,0,0,0,0,0,1,1,1,1,..\Share\Map\24_Infinitehunt\m024.mal,..\Share\Map\34_Infinitehunt_S\MON_34_Infinitehunt.csv,..\Share\Map\34_Infinitehunt_S\NPC_34_Infinitehunt.csv,..\Share\Map\34_Infinitehunt_S\BRICK_34_Infinitehunt.csv,255,319,0,0,0,0,0,0,0,100,Infinite Hunt_S,1,0,,90,170,0,0,1000000,19,363,256,0,0,0,0,1,0,200,PC\LevelCap\LevelCap_Infinitehunt_S.csv,0.65,1
35,The Temple of Nunvice,Nunvice.map,Nunvice.mol,Nunvice.mel,Nunvice.mac,,3.5,20,1,10,63,12,50,50,-0.7,0,90,light_python_below.txt,water/skyCube=.dds,75,nunvice_01.pre,68,17,10,15,0,20,15,0,0,0,0,3,60000,0,0,0,0,0,1,1,1,1,..\Share\Map\29_Seal\m027.mal,..\Share\Map\35_NunviceTemple\MON_35_NunviceTemple.csv,..\Share\Map\35_NunviceTemple\NPC_35_NunviceTemple.csv,..\Share\Map\35_NunviceTemple\BRICK_35_NunviceTemple.csv,475,208,0,0,0,0,0,0,0,100,A Secret of Nunbais Shrine,0,1,,34,170,0,0,10000,17,314,366,0,0,0,0,1,0,200,PC\LevelCap\Default.csv,0.65,1
36,The Temple of Nunvice,Nunvice_02.map,Nunvice_02.mol,Nunvice_02.mel,Nunvice_02.mac,,3.5,20,1,10,63,12,50,50,-0.7,0,90,light_python_below.txt,water/skyCube=.dds,75,nunvice_02.pre,68,17,10,15,0,20,15,0,0,0,0,3,60000,0,0,0,0,0,1,1,1,1,..\Share\Map\29_Seal\m027.mal,..\Share\Map\36_NunviceTemple_02\MON_36_NunviceTemple_02.csv,..\Share\Map\36_NunviceTemple_02\NPC_36_NunviceTemple_02.csv,..\Share\Map\36_NunviceTemple_02\BRICK_36_NunviceTemple_02.csv,475,208,0,0,0,0,0,0,0,100,A Secret of Nunbais Shrine_02,0,1,,34,170,0,0,10000,17,314,366,0,0,0,0,1,0,200,PC\LevelCap\Default.csv,0.65,1
37,The Temple of Nunvice,Nunvice_03.map,Nunvice_03.mol,Nunvice_03.mel,Nunvice_03.mac,,3.5,20,1,10,63,12,50,50,-0.7,0,90,light_python_below.txt,water/skyCube=.dds,75,nunvice_03.pre,68,17,10,15,0,20,15,0,0,0,0,3,60000,0,0,0,0,0,1,1,1,1,..\Share\Map\29_Seal\m027.mal,..\Share\Map\37_NunviceTemple_03\MON_37_NunviceTemple_03.csv,..\Share\Map\37_NunviceTemple_03\NPC_37_NunviceTemple_03.csv,..\Share\Map\37_NunviceTemple_03\BRICK_37_NunviceTemple_03.csv,475,208,0,0,0,0,0,0,0,100,A Secret of Nunbais Shrine_03,0,1,,34,170,0,0,10000,17,314,366,0,0,0,0,1,0,200,PC\LevelCap\Default.csv,0.65,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Dead Front [Rabble],dead_front_rabble.map,dead_front_rabble.mol,dead_front_rabble.mel,dead_front_rabble.mac,Map\39_Dead_Front_Rabble\NPC_39_Dead_Front_Rabble.csv,2,18,1.7,-70,80,12,50,50,-1.5,0,90,light_deadfront.txt,water/skyCube_de=.dds,75,Dead_Front.pre,60,17,10,15,0,20,10,1,-0.5,0,1,3,60000,0,1,1,0,1,0,1,0,1,..\Share\Map\39_Dead_Front_Rabble\m039.mal,..\Share\Map\39_Dead_Front_Rabble\MON_39_Dead_Front_Rabble.csv,..\Share\Map\39_Dead_Front_Rabble\NPC_39_Dead_Front_Rabble.csv,..\Share\Map\39_Dead_Front_Rabble\BRICK_39_Dead_Front_Rabble.csv,0,0,0,0,0,0,0,1,1,100,Dead_Front_Rabble,0,0,,21,170,0,0,0,0,100,100,0,0,0,0,1,0,500,PC\LevelCap\LevelCap_DeadFront_Rabble.csv,0.65,0
40,Dead Front [Common],dead_front_peer.map,dead_front_peer.mol,dead_front_peer.mel,dead_front_peer.mac,Map\40_Dead_Front_Peer\NPC_40_Dead_Front_Peer.csv,2,18,1.7,-70,80,12,50,50,-1.5,0,90,light_deadfront.txt,water/skyCube_de=.dds,75,Dead_Front.pre,60,17,10,15,0,20,10,1,-0.5,0,1,3,60000,0,1,1,0,1,0,1,0,1,..\Share\Map\40_Dead_Front_Peer\m040.mal,..\Share\Map\40_Dead_Front_Peer\MON_40_Dead_Front_Peer.csv,..\Share\Map\40_Dead_Front_Peer\NPC_40_Dead_Front_Peer.csv,..\Share\Map\40_Dead_Front_Peer\BRICK_40_Dead_Front_Peer.csv,0,0,0,0,0,0,0,1,1,100,Dead_Front_Peer,0,0,,46,170,0,0,0,0,100,100,0,0,0,0,1,0,500,PC\LevelCap\LevelCap_DeadFront_Pear.csv,0.65,0
41,Dead Front [Baron],dead_front_baron.map,dead_front_baron.mol,dead_front_baron.mel,dead_front_baron.mac,Map\41_Dead_Front_Baron\NPC_41_Dead_Front_Baron.csv,2,18,1.7,-70,80,12,50,50,-1.5,0,90,light_deadfront.txt,water/skyCube_de=.dds,75,Dead_Front.pre,60,17,10,15,0,20,10,1,-0.5,0,1,3,60000,0,1,1,0,1,0,1,0,1,..\Share\Map\41_Dead_Front_Baron\m041.mal,..\Share\Map\41_Dead_Front_Baron\MON_41_Dead_Front_Baron.csv,..\Share\Map\41_Dead_Front_Baron\NPC_41_Dead_Front_Baron.csv,..\Share\Map\41_Dead_Front_Baron\BRICK_41_Dead_Front_Baron.csv,0,0,0,0,0,0,0,1,1,100,Dead_Front_Baron,0,0,,71,170,0,0,0,0,100,100,0,0,0,0,1,0,500,PC\LevelCap\LevelCap_DeadFront_Baron.csv,0.65,0
42,Dead Front [Earl],dead_front_earl.map,dead_front_earl.mol,dead_front_earl.mel,dead_front_earl.mac,Map\42_Dead_Front_Earl\NPC_42_Dead_Front_Earl.csv,2,18,1.7,-70,80,12,50,50,-1.5,0,90,light_deadfront.txt,water/skyCube_de=.dds,75,Dead_Front.pre,60,17,10,15,0,20,10,1,-0.5,0,1,3,60000,0,1,1,0,1,0,1,0,1,..\Share\Map\42_Dead_Front_Earl\m042.mal,..\Share\Map\42_Dead_Front_Earl\MON_42_Dead_Front_Earl.csv,..\Share\Map\42_Dead_Front_Earl\NPC_42_Dead_Front_Earl.csv,..\Share\Map\42_Dead_Front_Earl\BRICK_42_Dead_Front_Earl.csv,0,0,0,0,0,0,0,1,1,100,Dead_Front_Earl,0,0,,91,170,0,0,0,0,100,100,0,0,0,0,1,0,500,PC\LevelCap\LevelCap_DeadFront_Earl.csv,0.65,0
43,Dead Front [Duke],dead_front_duke.map,dead_front_duke.mol,dead_front_duke.mel,dead_front_duke.mac,Map\43_Dead_Front_Duke\NPC_43_Dead_Front_Duke.csv,2,18,1.7,-70,80,12,50,50,-1.5,0,90,light_deadfront.txt,water/skyCube_de=.dds,75,Dead_Front.pre,60,17,10,15,0,20,10,1,-0.5,0,1,3,60000,0,1,1,0,1,0,1,0,1,..\Share\Map\43_Dead_Front_Duke\m043.mal,..\Share\Map\43_Dead_Front_Duke\MON_43_Dead_Front_Duke.csv,..\Share\Map\43_Dead_Front_Duke\NPC_43_Dead_Front_Duke.csv,..\Share\Map\43_Dead_Front_Duke\BRICK_43_Dead_Front_Duke.csv,0,0,0,0,0,0,0,1,1,100,Dead_Front_Duke,0,0,,111,170,0,0,0,0,100,100,0,0,0,0,1,0,500,PC\LevelCap\LevelCap_DeadFront_Duke.csv,0.65,0
44,Dead Front [Arc],dead_front_arch.map,dead_front_arch.mol,dead_front_arch.mel,dead_front_arch.mac,Map\44_Dead_Front_Arch\NPC_44_Dead_Front_Arch.csv,2,18,1.7,-70,80,12,50,50,-1.5,0,90,light_deadfront.txt,water/skyCube_de=.dds,75,Dead_Front.pre,60,17,10,15,0,20,10,1,-0.5,0,1,3,60000,0,1,1,0,1,0,1,0,1,..\Share\Map\44_Dead_Front_Arch\m044.mal,..\Share\Map\44_Dead_Front_Arch\MON_44_Dead_Front_Arch.csv,..\Share\Map\44_Dead_Front_Arch\NPC_44_Dead_Front_Arch.csv,..\Share\Map\44_Dead_Front_Arch\BRICK_44_Dead_Front_Arch.csv,0,0,0,0,0,0,0,1,1,100,Dead_Front_Arch,0,0,,131,170,0,0,0,0,100,100,0,0,0,0,1,0,500,PC\LevelCap\LevelCap_DeadFront_Arch.csv,0.65,0
45,Chain of Fire,Chain_of_fire.map,Chain_of_fire.mol,Chain_of_fire.mel,Chain_of_fire.mac,Map\45_Chain_of_Fire\NPC_45_Chain_of_Fire.csv,2,18,1.7,-70,80,12,50,50,-1.5,0,90,light_deadfront.txt,water/skyCube_de=.dds,75,,60,17,10,15,0,20,10,1,-0.5,0,1,3,60000,0,1,1,0,1,0,1,0,1,..\Share\Map\45_Chain_of_Fire\m045.mal,..\Share\Map\45_Chain_of_Fire\MON_45_Chain_of_Fire.csv,..\Share\Map\45_Chain_of_Fire\NPC_45_Chain_of_Fire.csv,..\Share\Map\45_Chain_of_Fire\BRICK_45_Chain_of_Fire.csv,0,0,0,0,0,0,0,0,0,100,,0,0,,1,170,0,0,0,0,100,100,0,0,0,0,1,0,200,PC\LevelCap\Default.csv,0.65,0
46,Acquirai Ruins,highland.map,highland.mol,highland.mel,highland.mac,Map\46_Aquirai_Ruins\NPC_46_Aquirai_Ruins.csv,2,18,1.7,-70,80,12,50,50,-1000,0,90,light_highland.txt,water/skyCube_dri=.dds,150,aquirai.pre,60,17,10,15,0,20,10,0,0,0,0,3,60000,0,1,1,0,1,0,0.8,0,1,..\Share\Map\46_Aquirai_Ruins\m046.mal,..\Share\Map\46_Aquirai_Ruins\MON_46_Aquirai_Ruins.csv,..\Share\Map\46_Aquirai_Ruins\NPC_46_Aquirai_Ruins.csv,,0,0,0,0,0,0,0,0,0,100,Map46_Aquirai,0,0,,130,170,0,0,0,0,100,100,0,0,1,1,1,0,200,PC\LevelCap\LevelCap_AquiraiRuins.csv,0.65,1
47,Space of Pilgrimage,plane_of_pilgrimage.map,plane_of_pilgrimage.mol,plane_of_pilgrimage.mel,plane_of_pilgrimage.mac,Map\47_plane_of_pilgrimage\NPC_47_plane_of_pilgrimage.csv,2,18,1.7,-70,80,12,50,50,89.8,0,90,light_plane_of_pilgrimage.txt,water/skyCube_dri=.dds,150,plane_of_pilgrimage.pre,60,17,10,15,0,20,10,0,0,0,0,3,60000,0,1,1,0,1,0,0.8,0,1,..\Share\Map\47_plane_of_pilgrimage\m047.mal,..\Share\Map\47_plane_of_pilgrimage\MON_47_plane_of_pilgrimage.csv,..\Share\Map\47_plane_of_pilgrimage\NPC_47_plane_of_pilgrimage.csv,,0,0,0,0,0,0,0,0,0,100,Map47_Plane Of Pilgrimage,0,0,,1,170,0,0,0,0,100,100,0,0,1,1,1,0,200,PC\LevelCap\LevelCap_AquiraiRuins.csv,0.65,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65535,Settings for Map Tool,<< Emtpy >>,<< Emtpy >>,<< Emtpy >>,<< Emtpy >>,<< Emtpy >>,1,1000,1,-70,90,25,160,50,-1000,0,90,light_default.txt,water/skyCube=.dds,1000,,1000,0,0,0,0,0,0,1,-0.5,0,1,0,60000,0,1,1,0,1,0,1,0,0,,,,,0,0,0,0,0,0,0,0,0,100,,0,0,,0,0,0,0,0,0,100,100,0,0,1,1,1,0,200,PC\LevelCap\Default.csv,0.65,1
