39338.58,Name,Rank,Material,Level,MaxHP,HPRecovery,Defence_Min,Defence_Max,GuardRate,GuardEfficiency,BlockRate,PhysicalResist,LightResist,FireResist,IceResist,PoisonResist,CurseResist,WalkSpeed,RunSpeed,BloodInfo,CuttingInfo,ShapeInfo,DescriptionInfo,Exp,Money_Min,Money_Max,Money_Rate,AIKey,ChaoticLevel,MaxItemSet,DefeatLength_Upper,DefeatLength_Lower,DefeatLength_Left,DefeatLength_Right,DefeatDamage_Min,DefeatDamage_Max,AttackMaterial_Melee,AttackDamage_Min_Melee,AttackDamage_Max_Melee,AbsoluteDamage_Min_Melee,AbsoluteDamage_Max_Melee,CellRange_Melee,AttackDelay_Melee,ResultCode_Melee,ResultValue_Melee_1,ResultValue_Melee_2,ResultValue_Melee_3,ResultValue_Melee_4,ResultValue_Melee_5,ResultValue_Melee_6,ResultValue_Melee_7,AttackMaterial_Power_Melee,AttackDamage_Min_Power_Melee,AttackDamage_Max_Power_Melee,AbsoluteDamage_Min_Power_Melee,AbsoluteDamage_Max_Power_Melee,CellRange_Power_Melee,AttackDelay_Power_Melee,ResultCode_Power_Melee,ResultValue_Power_Melee_1,ResultValue_Power_Melee_2,ResultValue_Power_Melee_3,ResultValue_Power_Melee_4,ResultValue_Power_Melee_5,ResultValue_Power_Melee_6,ResultValue_Power_Melee_7,AttackMaterial_Special_Melee,AttackDamage_Min_Special_Melee,AttackDamage_Max_Special_Melee,AbsoluteDamage_Min_Special_Melee,AbsoluteDamage_Max_Special_Melee,CellRange_Special_Melee,AttackDelay_Special_Melee,ResultCode_Special_Melee,ResultValue_Special_Melee_1,ResultValue_Special_Melee_2,ResultValue_Special_Melee_3,ResultValue_Special_Melee_4,ResultValue_Special_Melee_5,ResultValue_Special_Melee_6,ResultValue_Special_Melee_7,AttackMaterial_Range,AttackDamage_Min_Range,AttackDamage_Max_Range,AbsoluteDamage_Min_Range,AbsoluteDamage_Max_Range,CellRange_Range,AttackDelay_Range,ResultCode_Range,ResultValue_Range_1,ResultValue_Range_2,ResultValue_Range_3,ResultValue_Range_4,ResultValue_Range_5,ResultValue_Range_6,ResultValue_Range_7,AttackMaterial_Power_Range,AttackDamage_Min_Power_Range,AttackDamage_Max_Power_Range,AbsoluteDamage_Min_Power_Range,AbsoluteDamage_Max_Power_Range,CellRange_Power_Range,AttackDelay_Power_Range,ResultCode_Power_Range,ResultValue_Power_Range_1,ResultValue_Power_Range_2,ResultValue_Power_Range_3,ResultValue_Power_Range_4,ResultValue_Power_Range_5,ResultValue_Power_Range_6,ResultValue_Power_Range_7,AttackMaterial_Special__Range,AttackDamage_Min_Special__Range,AttackDamage_Max_Special__Range,AbsoluteDamage_Min_Special__Range,AbsoluteDamage_Max_Special__Range,CellRange_Special__Range,AttackDelay_Special__Range,ResultCode_Special__Range,ResultValue_Special__Range_1,ResultValue_Special__Range_2,ResultValue_Special__Range_3,ResultValue_Special__Range_4,ResultValue_Special__Range_5,ResultValue_Special__Range_6,ResultValue_Special__Range_7,AttackMaterial_Heal,AttackDamage_Min_Heal,AttackDamage_Max_Heal,AbsoluteDamage_Min_Heal,AbsoluteDamage_Max_Heal,CellRange_Heal,AttackDelay_Heal,ResultCode_Heal,ResultValue_Heal_1,ResultValue_Heal_2,ResultValue_Heal_3,ResultValue_Heal_4,ResultValue_Heal_5,ResultValue_Heal_6,ResultValue_Heal_7,AttackMaterial_Revive,AttackDamage_Min_Revive,AttackDamage_Max_Revive,AbsoluteDamage_Min_Revive,AbsoluteDamage_Max_Revive,CellRange_Revive,AttackDelay_Revive,ResultCode_Revive,ResultValue_Revive_1,ResultValue_Revive_2,ResultValue_Revive_3,ResultValue_Revive_4,ResultValue_Revive_5,ResultValue_Revive_6,ResultValue_Revive_7,ItemSetIndex_1,ItemSetDropRatio_1,ItemSetIndex_2,ItemSetDropRatio_2,ItemSetIndex_3,ItemSetDropRatio_3,ItemSetIndex_4,ItemSetDropRatio_4,ItemSetIndex_5,ItemSetDropRatio_5,ItemSetIndex_6,ItemSetDropRatio_6,ItemSetIndex_7,ItemSetDropRatio_7,ItemSetIndex_8,ItemSetDropRatio_8,ItemSetIndex_9,ItemSetDropRatio_9,ItemSetIndex_10,ItemSetDropRatio_10,ItemSetIndex_11,ItemSetDropRatio_11,ItemSetIndex_12,ItemSetDropRatio_12,ItemSetIndex_13,ItemSetDropRatio_13,ItemSetIndex_14,ItemSetDropRatio_14,ItemSetIndex_15,ItemSetDropRatio_15,Width
1931,Ð°Áé ÃÄÄ§,0,19,50,11388,0,265,379,10,70,1,0,0,0,5,0,35,2.3,3.9,5,1,deathsuccubus,??????,0,21500,28000,50000,3,1,0,86,86,76,76,9,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,498,21,48,14,2930,3000001,210,0,60,0,50,6003,5000,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1932,¶ñÀ×½£Ñý,0,19,56,14056,0,302,432,12,70,2,0,0,0,5,0,0,2.6,3.2,1,1,fraus,??????,34740,11750,15900,35000,1,1,3,85,85,75,75,5,22,0,647,809,23,54,3,1800,1000101,0,0,0,0,0,0,0,5,0,0,23,54,0,0,0,0,0,0,0,0,0,0,5,647,809,23,54,8,3000,1100307,512,100,0,0,6010,1,0,0,647,809,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4087,200,460,10,0,0,23,421,24,351,25,211,0,0,109,374,110,312,111,187,502,8,403,47,209,673,452,109,302,22,0
1933,ÊÈÉ±ÓÄÄ§,0,27,57,14533,0,309,442,10,70,1,0,0,0,5,0,0,2.5,4,1,1,carcer,??????,36960,12150,16450,35000,1,1,3,86,86,76,76,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,579,24,55,14,2900,3000001,213,0,60,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4087,200,460,10,0,0,23,417,24,347,25,209,0,0,109,371,110,309,111,186,502,8,403,47,209,667,452,108,303,22,0
2000,µØÓüÊØÎÀÊ×Áì,0,27,45,9412,0,233,334,15,70,2,0,0,0,5,0,0,1.4,3.7,1,1,freezekhan,??????,22320,7650,10350,35000,1,1,3,86,86,76,76,3,22,0,504,631,19,44,3,2358,1000101,0,0,0,0,0,0,0,6,0,0,19,44,0,0,0,0,0,0,0,0,0,0,6,0,0,19,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4087,200,460,5,20,462,20,462,20,385,21,231,0,0,109,411,109,342,109,206,502,5,402,52,206,739,450,120,0,0,0
2001,¼ÄÉúÄ§Å¼Ê×Áì,0,27,50,11388,0,264,378,15,70,2,0,0,0,5,0,0,1,4.2,1,1,captain_parasite,??????,32580,9400,12750,35000,1,1,3,86,86,76,76,3,22,0,568,711,21,48,3,1960,1000101,0,0,0,0,0,0,0,6,0,0,21,48,0,0,0,0,0,0,0,0,0,0,6,0,0,21,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4087,200,460,10,21,443,21,443,22,369,23,222,0,0,109,394,109,328,110,197,502,5,403,50,207,709,451,115,0,0,0
2002,¾ÞÑÒÄ§ÊÞÊ×Áì,0,21,55,13588,0,296,423,15,70,2,0,0,0,5,0,0,1.1,3.7,1,1,captain_rockpressure,??????,43740,11350,15350,35000,1,1,3,86,86,76,76,3,22,0,634,793,23,53,3,2119,1000101,0,0,0,0,0,0,0,6,0,0,23,53,0,0,0,0,0,0,0,0,0,0,6,0,0,23,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4087,200,460,10,23,424,24,424,24,354,25,212,0,0,110,377,110,314,111,189,502,5,403,48,208,679,451,110,0,0,0
2003,±ùËª¾ÞÈËÊ×Áì,0,22,60,16023,0,329,470,15,70,2,0,0,0,5,0,0,1,3.8,1,1,captain_frozengiant,??????,55980,12150,16400,31500,1,1,3,86,86,76,76,3,22,0,701,877,25,58,3,2014,1000101,0,0,0,0,0,0,0,6,0,0,25,58,0,0,0,0,0,0,0,0,0,0,6,0,0,25,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4087,200,460,10,24,405,25,405,25,338,26,203,0,0,111,360,111,300,112,180,502,5,404,45,209,648,450,105,0,0,0
2004,»ÙÃðÕßÊ×Áì,0,27,65,18703,0,362,518,15,70,2,0,0,0,5,0,0,1.4,3.5,1,1,captain_catastrophe,??????,69480,14200,19200,31500,1,1,3,86,86,76,76,3,22,0,771,964,27,62,3,2120,1000101,0,0,0,0,0,0,0,6,0,0,27,62,0,0,0,0,0,0,0,0,0,0,6,0,0,27,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4087,200,460,10,26,387,27,387,28,322,29,194,0,0,112,344,112,286,113,172,502,5,404,43,210,618,450,101,303,9,0
2005,°µÐ°ÆïÊ¿,3,28,60,48070,0,394,564,20,70,3,0,0,0,5,0,0,3.5,3.5,1,1,ruinnel,??????,115170,12150,16400,31500,1,1,3,86,86,76,76,5,81,0,842,1053,25,58,3,2800,1000101,0,0,0,0,0,0,0,6,0,0,25,58,0,0,0,0,0,0,0,0,0,0,6,842,1053,25,58,7,2800,1100307,900,100,0,0,6015,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,6000001,2000,0,0,0,0,0,0,4087,200,460,20,27,405,28,405,29,338,30,203,111,360,111,360,112,300,112,180,502,35,405,100,211,648,450,200,0,0,2
2006,µØÓüÃÍáï,3,19,65,56111,0,435,622,20,70,3,0,0,0,40,0,0,3.5,3.5,1,1,coriger,??????,132690,14200,19200,31500,1,1,3,86,86,76,76,5,81,0,925,1157,27,62,3,2270,1000101,0,0,0,0,0,0,0,6,925,1157,27,62,5,2500,1100323,640,13,0,0,0,0,0,6,925,1157,27,62,8,2270,1100307,1024,0,0,100,6020,5000,0,0,925,1157,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,6000001,2001,0,0,0,0,0,0,4087,200,460,20,29,387,30,387,31,322,32,194,112,344,112,344,113,286,113,172,502,35,405,100,0,0,451,200,0,0,3
2007,¸¯ÍÁ¾ÞÈË,3,28,70,64918,0,397,568,20,70,3,0,0,0,5,0,0,3.5,3.5,1,1,clay,??????,170790,16500,22250,31500,1,1,3,86,86,76,76,5,81,0,1010,1263,29,67,4,2800,1000101,0,0,0,0,0,0,0,6,1010,1263,29,67,5,2500,1100307,512,0,0,0,0,0,0,6,1010,1263,29,67,7,2800,1100307,900,0,0,100,6021,5000,0,0,1010,1263,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,6000001,2002,0,0,0,0,0,0,4087,200,460,20,31,368,32,368,33,306,34,184,113,327,113,327,114,272,114,164,502,35,406,100,0,0,451,200,0,0,2
2008,ÇÖÊ´Õß,3,28,75,74524,0,434,620,20,70,3,0,0,0,5,0,0,3.5,3.5,1,1,elipse,??????,204240,18900,25500,31500,1,1,3,86,86,76,76,5,81,0,1098,1373,31,72,3,2100,1000101,0,0,0,0,0,0,0,6,1098,1373,31,72,7,2100,1100307,640,0,0,0,0,0,0,6,1098,1373,31,72,7,2100,1100307,1024,0,0,0,6015,5000,0,0,1098,1373,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,6000001,2003,0,0,0,0,0,0,4087,200,460,20,32,295,33,295,34,246,35,148,114,262,114,262,114,218,114,131,502,35,406,100,0,0,451,200,0,0,2
2009,Â·Î÷·¨,3,28,80,84959,0,471,673,20,70,2,0,0,0,5,0,35,4,4,1,1,elliaden,??????,221910,21000,28350,30800,1,1,3,86,86,76,76,6,81,0,1188,1485,33,76,4,2300,1000101,0,0,0,0,0,0,0,6,1188,1485,33,76,6,3200,1100329,768,16,0,100,6022,5000,0,6,1188,1485,33,76,9,3800,1100329,1152,16,0,100,6023,5000,0,0,1188,1485,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,6000001,2004,0,0,0,0,0,0,4087,200,460,20,33,276,34,276,34,230,35,138,114,245,114,245,114,204,114,123,502,35,406,100,0,0,451,200,0,0,2
2020,Ä§·ä,0,28,84,31309,0,501,717,20,50,2,0,7,0,0,50,0,3.5,4,1,1,giantbee,??????,167700,23100,31200,30800,1,1,3,86,86,76,76,3,20,0,1156,1445,34,80,3,1800,1000414,0,0,0,50,6024,5000,0,6,0,0,34,80,0,0,0,0,0,0,0,0,0,0,6,0,0,34,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4088,200,460,10,36,261,37,261,38,217,39,131,114,232,115,232,115,193,115,116,503,12,405,40,0,0,462,73,0,0,2
2021,·üµØÄ§»¢,0,28,82,29791,0,486,695,20,50,2,0,7,0,0,0,0,2.2,5,1,2,raker,??????,157800,22050,29750,30800,1,1,3,86,86,76,76,3,20,0,1122,1403,33,78,3,1800,1000101,0,0,0,0,0,0,0,6,1122,1403,33,78,3,1800,1000101,0,0,0,0,0,0,0,6,0,0,33,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4088,200,460,10,36,268,37,268,38,224,39,134,114,239,115,239,115,199,115,120,503,12,406,40,0,0,462,72,0,0,2
2022,Ôó¸ñ¹­¼ýÊÖ,0,28,86,32874,0,518,740,10,70,1,0,57,0,0,0,0,3,4.7,1,1,zieloganarcher,??????,177870,24200,32700,30800,3,1,3,86,86,76,76,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728,1041,35,82,14,3100,3000001,214,256,60,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4088,200,460,10,37,253,38,253,39,211,40,127,114,225,115,225,115,188,115,113,503,12,407,40,0,0,462,71,0,0,2
2023,Ôó¸ñÓÂÊ¿,3,28,88,34487,0,533,762,20,70,2,0,7,0,0,0,0,3,4.7,1,1,zieloganwarrior,??????,188310,24800,33450,30800,1,1,3,86,86,76,76,3,20,0,1224,1530,36,84,3,1800,1000101,0,0,0,0,0,0,0,0,1224,1530,36,84,3,1800,1100307,320,0,0,40,6026,3000,0,0,0,0,36,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4088,200,460,10,37,249,38,249,39,208,40,125,114,222,115,222,115,185,115,111,507,12,407,40,0,0,462,70,0,0,2
2024,Ð°Áé Ôó¸ñÓÂÊ¿,3,28,87,33675,0,525,750,20,70,2,0,7,0,0,0,0,3,4.7,1,1,zieloganwarrior,??????,90000,0,0,0,1,1,0,86,86,76,76,3,20,0,1207,1509,35,83,3,1800,1000101,0,0,0,0,0,0,0,0,1207,1509,35,83,3,1800,1100307,320,0,0,40,6026,3000,0,0,0,0,35,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4088,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2025,µØÄ§,3,28,91,628996,0,835,1194,20,70,2,0,57,0,0,0,0,3,5.5,1,1,fogery,??????,300000,150000,250000,30800,1,1,3,86,86,76,76,50,81,0,1392,1741,37,87,4,2160,1000101,0,0,0,0,0,0,0,0,1392,1741,37,87,5,2800,1100307,700,0,0,50,6025,5000,0,0,1392,1741,37,87,6,2130,1100325,800,27,0,80,6027,5000,0,0,1392,1741,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6000001,2024,0,0,0,0,0,0,4088,200,460,120,38,234,39,234,40,195,40,117,115,208,115,208,115,174,115,104,507,60,407,150,0,0,462,250,0,0,2
2026,¹íÑÛ ¾Þ±Û¹Ö,3,28,92,643652,0,848,1212,20,70,2,0,57,0,0,0,0,2.7,6,1,1,demonsaiph,??????,360000,150000,250000,30800,1,1,3,86,86,76,76,50,81,0,1412,1765,37,88,4,2100,1000101,0,0,0,0,0,0,0,0,1412,1765,37,88,4,2800,1100307,700,0,0,100,6026,5000,0,0,1412,1765,37,88,6,2400,1100305,750,29,0,0,0,0,0,0,1412,1765,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6000001,2024,0,0,0,0,0,0,4088,200,460,120,38,231,39,231,40,192,40,116,115,205,115,205,115,171,115,103,507,60,407,150,0,0,462,250,0,0,2
2027,·çÉñµÄÆÍÈË--°¢¿ËÐ¤,3,28,100,45218124,0,954,1364,30,80,2,0,87,90,90,0,80,6,6,1,1,agathion,??????,900000,2500000,8500000,100000,1,1,15,86,86,76,76,50,81,0,1698,2123,50,200,10,3500,1100303,768,33,0,0,0,0,0,0,1698,2123,50,200,10,3500,1100301,768,33,0,0,0,0,0,0,1698,2123,50,200,13,3800,1100329,1280,40,0,70,6028,10000,0,0,1698,2123,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4088,200,464,4000,38,3000,39,3000,40,3000,40,3000,115,3000,115,3000,115,3000,115,3000,503,5000,407,5000,0,0,463,5000,314,5000,4
2030,´ÔÁÖòáòæ,1,23,30,4737,0,149,213,10,50,2,0,0,0,0,35,0,1.6,5,1,1,hailom,??????,10590,3500,4750,35000,4,1,2,86,86,76,76,3,81,0,323,404,13,30,2,2000,1000414,0,0,0,50,6029,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4086,200,0,0,0,0,12,546,13,455,14,400,0,0,105,485,106,404,106,243,502,8,401,61,202,873,451,142,0,0,0
2031,¶¾òüÐ·,1,23,32,5258,0,159,228,10,50,2,0,0,0,0,0,0,2,4,1,2,sylvan,??????,11370,3950,5350,35000,4,1,2,86,86,76,76,3,81,0,346,433,14,32,3,2300,1000101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4086,200,0,0,0,0,14,538,15,449,15,269,0,0,105,479,106,399,107,240,502,8,401,60,203,861,451,140,0,0,0
2032,¾ÞòáÊØÎÀ,1,28,34,5810,0,170,244,10,50,2,0,0,0,0,0,0,2.4,6,1,1,nihillis,??????,12150,4400,6000,35000,1,1,2,86,86,76,76,3,81,0,370,463,14,34,3,2000,1000101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,463,14,34,3,2000,1000101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4086,200,0,0,0,0,15,266,16,531,17,442,0,0,107,236,108,472,109,393,502,8,401,59,203,849,450,138,0,0,0
2033,ÄÇçìº£Ñý,1,18,36,6392,0,182,260,15,50,2,0,0,0,0,0,35,2,4,1,1,echidna,??????,12930,4950,6700,35000,1,1,3,86,86,76,76,3,81,0,393,492,15,35,6,1800,1000413,0,16,0,60,6030,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,35,0,0,0,0,0,0,0,0,0,0,0,393,492,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4086,200,0,0,0,0,14,262,15,523,16,436,0,0,106,233,107,465,108,388,502,8,401,59,204,837,451,136,0,0,0
2034,¿ÝÖ¦Ä§³æ,1,19,38,7006,0,193,276,10,50,2,0,0,0,0,0,35,2.5,4.6,1,1,athron,??????,13710,5500,7450,35000,1,1,2,86,86,76,76,3,81,0,418,523,16,37,6,2000,1000413,0,18,0,70,6031,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,523,16,37,6,2100,1000413,0,18,0,70,6031,10000,0,0,418,523,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4086,200,0,0,0,0,14,516,17,430,18,258,0,0,108,458,109,382,110,229,502,8,401,58,207,825,450,134,0,0,0
2036,¿Ö²À ¶ñÄ§ÆÍÈËÖ®Íõ,0,18,17,10240,0,83,119,10,50,2,0,0,0,0,0,0,2.3,4.6,1,1,devilworkerboss,??????,11040,0,0,0,1,1,0,86,86,76,76,3,20,0,208,261,8,18,3,1780,1000101,0,0,0,0,0,0,0,0,0,0,8,18,0,0,0,0,0,0,0,0,0,0,0,208,261,8,18,3,1780,1000101,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2037,¿Ö²À Ä§¶êÖ®Íõ,0,23,15,7809,0,69,99,10,50,2,0,0,0,0,0,0,3,5.3,1,3,molochboss,??????,9480,0,0,0,1,1,0,82,82,72,72,3,81,0,171,214,7,16,3,1640,1000101,0,0,0,70,6062,2000,0,0,0,0,7,16,0,0,0,0,0,0,0,0,0,0,0,171,214,7,16,3,1640,1000101,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
