39497.52729,Name,Rank,Material,Level,MaxHP,HPRecovery,Defence_Min,Defence_Max,GuardRate,GuardEfficiency,BlockRate,PhysicalResist,LightResist,FireResist,IceResist,PoisonResist,CurseResist,WalkSpeed,RunSpeed,BloodInfo,CuttingInfo,ShapeInfo,DescriptionInfo,Exp,Money_Min,Money_Max,Money_Rate,AIKey,ChaoticLevel,MaxItemSet,DefeatLength_Upper,DefeatLength_Lower,DefeatLength_Left,DefeatLength_Right,DefeatDamage_Min,DefeatDamage_Max,AttackMaterial_Melee,AttackDamage_Min_Melee,AttackDamage_Max_Melee,AbsoluteDamage_Min_Melee,AbsoluteDamage_Max_Melee,CellRange_Melee,AttackDelay_Melee,ResultCode_Melee,ResultValue_Melee_1,ResultValue_Melee_2,ResultValue_Melee_3,ResultValue_Melee_4,ResultValue_Melee_5,ResultValue_Melee_6,ResultValue_Melee_7,AttackMaterial_Power_Melee,AttackDamage_Min_Power_Melee,AttackDamage_Max_Power_Melee,AbsoluteDamage_Min_Power_Melee,AbsoluteDamage_Max_Power_Melee,CellRange_Power_Melee,AttackDelay_Power_Melee,ResultCode_Power_Melee,ResultValue_Power_Melee_1,ResultValue_Power_Melee_2,ResultValue_Power_Melee_3,ResultValue_Power_Melee_4,ResultValue_Power_Melee_5,ResultValue_Power_Melee_6,ResultValue_Power_Melee_7,AttackMaterial_Special_Melee,AttackDamage_Min_Special_Melee,AttackDamage_Max_Special_Melee,AbsoluteDamage_Min_Special_Melee,AbsoluteDamage_Max_Special_Melee,CellRange_Special_Melee,AttackDelay_Special_Melee,ResultCode_Special_Melee,ResultValue_Special_Melee_1,ResultValue_Special_Melee_2,ResultValue_Special_Melee_3,ResultValue_Special_Melee_4,ResultValue_Special_Melee_5,ResultValue_Special_Melee_6,ResultValue_Special_Melee_7,AttackMaterial_Range,AttackDamage_Min_Range,AttackDamage_Max_Range,AbsoluteDamage_Min_Range,AbsoluteDamage_Max_Range,CellRange_Range,AttackDelay_Range,ResultCode_Range,ResultValue_Range_1,ResultValue_Range_2,ResultValue_Range_3,ResultValue_Range_4,ResultValue_Range_5,ResultValue_Range_6,ResultValue_Range_7,AttackMaterial_Power_Range,AttackDamage_Min_Power_Range,AttackDamage_Max_Power_Range,AbsoluteDamage_Min_Power_Range,AbsoluteDamage_Max_Power_Range,CellRange_Power_Range,AttackDelay_Power_Range,ResultCode_Power_Range,ResultValue_Power_Range_1,ResultValue_Power_Range_2,ResultValue_Power_Range_3,ResultValue_Power_Range_4,ResultValue_Power_Range_5,ResultValue_Power_Range_6,ResultValue_Power_Range_7,AttackMaterial_Special__Range,AttackDamage_Min_Special__Range,AttackDamage_Max_Special__Range,AbsoluteDamage_Min_Special__Range,AbsoluteDamage_Max_Special__Range,CellRange_Special__Range,AttackDelay_Special__Range,ResultCode_Special__Range,ResultValue_Special__Range_1,ResultValue_Special__Range_2,ResultValue_Special__Range_3,ResultValue_Special__Range_4,ResultValue_Special__Range_5,ResultValue_Special__Range_6,ResultValue_Special__Range_7,AttackMaterial_Heal,AttackDamage_Min_Heal,AttackDamage_Max_Heal,AbsoluteDamage_Min_Heal,AbsoluteDamage_Max_Heal,CellRange_Heal,AttackDelay_Heal,ResultCode_Heal,ResultValue_Heal_1,ResultValue_Heal_2,ResultValue_Heal_3,ResultValue_Heal_4,ResultValue_Heal_5,ResultValue_Heal_6,ResultValue_Heal_7,AttackMaterial_Revive,AttackDamage_Min_Revive,AttackDamage_Max_Revive,AbsoluteDamage_Min_Revive,AbsoluteDamage_Max_Revive,CellRange_Revive,AttackDelay_Revive,ResultCode_Revive,ResultValue_Revive_1,ResultValue_Revive_2,ResultValue_Revive_3,ResultValue_Revive_4,ResultValue_Revive_5,ResultValue_Revive_6,ResultValue_Revive_7,ItemSetIndex_1,ItemSetDropRatio_1,ItemSetIndex_2,ItemSetDropRatio_2,ItemSetIndex_3,ItemSetDropRatio_3,ItemSetIndex_4,ItemSetDropRatio_4,ItemSetIndex_5,ItemSetDropRatio_5,ItemSetIndex_6,ItemSetDropRatio_6,ItemSetIndex_7,ItemSetDropRatio_7,ItemSetIndex_8,ItemSetDropRatio_8,ItemSetIndex_9,ItemSetDropRatio_9,ItemSetIndex_10,ItemSetDropRatio_10,ItemSetIndex_11,ItemSetDropRatio_11,ItemSetIndex_12,ItemSetDropRatio_12,ItemSetIndex_13,ItemSetDropRatio_13,ItemSetIndex_14,ItemSetDropRatio_14,ItemSetIndex_15,ItemSetDropRatio_15,Width
2020,Giant Bee,0,28,84,31309,0,501,717,20,50,2,0,7,0,0,50,0,3.5,4,1,1,giantbee,작성중,391300,13860,18720,30800,1,1,3,86,86,76,76,3,20,0,1156,1445,34,80,3,1800,1000414,0,0,0,50,6024,5000,0,6,0,0,34,80,0,0,0,0,0,0,0,0,0,0,6,0,0,34,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,100,515,160,36,2610,37,2610,38,2170,39,1310,114,2320,115,2320,115,1930,115,1160,503,140,405,400,416,150,462,730,738,750,2
2021,Laker,0,28,82,29791,0,486,695,20,50,2,0,7,0,0,0,0,2.2,5,1,2,raker,작성중,368200,13230,17850,30800,1,1,3,86,86,76,76,3,20,0,1122,1403,33,78,3,1800,1000101,0,0,0,0,0,0,0,6,1122,1403,33,78,3,1800,1000101,0,0,0,0,0,0,0,6,0,0,33,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,100,515,160,36,2680,37,2680,38,2240,39,1340,114,2390,115,2390,115,1990,115,1200,503,140,406,400,416,150,462,720,738,750,2
2022,Gielogun Archer,0,28,86,32874,0,517,739,10,70,1,0,57,0,0,0,0,3,4.7,1,1,zieloganarcher,작성중,415030,14520,19620,30800,3,1,3,86,86,76,76,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728,1041,35,82,14,3100,3000001,214,256,60,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,100,515,160,37,2530,38,2530,39,2110,40,1270,114,2250,115,2250,115,1880,115,1130,503,140,407,400,416,150,462,710,738,750,2
2023,Gielogun Warrior,3,28,88,34487,0,533,762,20,70,2,0,7,0,0,0,0,3,4.7,1,1,zieloganwarrior,작성중,439390,14880,20070,30800,1,1,3,86,86,76,76,3,20,0,1224,1530,36,84,3,1800,1000101,0,0,0,0,0,0,0,0,1224,1530,36,84,3,1800,1100307,320,0,0,40,6026,3000,0,0,0,0,36,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,100,515,160,37,2490,38,2490,39,2080,40,1250,114,2220,115,2220,115,1850,115,1110,507,140,407,400,416,150,462,700,738,750,2
2024,Death Gielogun Warrior,3,28,87,33675,0,525,750,20,70,2,0,7,0,0,0,0,3,4.7,1,1,zieloganwarrior,작성중,284830,0,0,0,1,1,0,86,86,76,76,3,20,0,1207,1509,35,83,3,1800,1000101,0,0,0,0,0,0,0,0,1207,1509,35,83,3,1800,1100307,320,0,0,40,6026,3000,0,0,0,0,35,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,150,0,0,738,750,2
2025,Forgery,3,28,91,628996,0,835,1194,20,70,2,0,57,0,0,0,0,3,5.5,1,1,fogery,작성중,1590050,90000,150000,30800,1,1,3,86,86,76,76,50,81,0,1392,1741,37,87,4,2160,1000101,0,0,0,0,0,0,0,0,1392,1741,37,87,5,2800,1100307,700,0,0,50,6025,5000,0,0,1392,1741,37,87,6,2130,1100325,800,27,0,80,6027,5000,0,0,1392,1741,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6000001,2024,0,0,0,0,0,0,460,1200,515,1500,38,2340,39,2340,40,1950,40,1170,115,2080,115,2080,115,1740,115,1040,507,600,407,1500,416,1000,462,2500,0,0,2
2026,Demon Syph,3,28,92,643652,0,848,1212,20,70,2,0,57,0,0,0,0,2.7,6,1,1,demonsaiph,작성중,1632400,90000,150000,30800,1,1,3,86,86,76,76,50,81,0,1412,1765,37,88,4,2100,1000101,0,0,0,0,0,0,0,0,1412,1765,37,88,4,2800,1100307,700,0,0,100,6026,5000,0,0,1412,1765,37,88,6,2400,1100305,750,29,0,0,0,0,0,0,1412,1765,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6000001,2024,0,0,0,0,0,0,460,1200,515,1500,38,2310,39,2310,40,1920,40,1160,115,2050,115,2050,115,1710,115,1030,507,600,407,1500,416,1000,462,2500,0,0,2
2027,Agacion,3,28,100,45218124,0,954,1364,30,80,2,0,87,90,90,0,80,6,6,1,1,agathion,작성중,39851000,1500000,5100000,100000,1,1,15,86,86,76,76,50,81,0,1698,2123,50,200,10,3500,1100303,768,33,0,0,0,0,0,0,1698,2123,50,200,10,3500,1100301,768,33,0,0,0,0,0,0,1698,2123,50,200,13,3800,1100329,1280,40,0,70,6028,10000,0,0,1698,2123,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464,40000,515,50000,38,30000,39,30000,40,30000,40,30000,115,30000,115,30000,115,30000,115,30000,503,50000,407,50000,416,25000,463,50000,314,50000,4
2030,Heilom,1,23,30,4737,0,149,213,10,50,2,0,0,0,0,35,0,1.6,5,1,1,hailom,작성중,24710,2100,2850,35000,4,1,2,86,86,76,76,3,81,0,323,404,13,30,2,2000,1000414,0,0,0,50,6029,6000,0,0,0,0,13,30,0,0,0,0,0,0,0,0,0,0,0,0,0,13,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513,140,0,0,12,5460,13,4550,14,4000,0,0,105,4850,106,4040,106,2430,502,140,401,610,202,8730,451,1420,0,0,0
2031,Sylvan,1,23,32,5258,0,159,228,10,50,2,0,0,0,0,0,0,2,4,1,2,sylvan,작성중,26530,2370,3210,35000,4,1,2,86,86,76,76,3,81,0,346,433,14,32,3,2300,1000101,0,0,0,0,0,0,0,0,0,0,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513,140,0,0,14,5380,15,4490,15,2690,0,0,105,4790,106,3990,107,2400,502,140,401,600,203,8610,451,1400,0,0,0
2032,Nihilis,1,28,34,5810,0,170,244,10,50,2,0,0,0,0,0,0,2.4,6,1,1,nihillis,작성중,28350,2640,3600,35000,1,1,2,86,86,76,76,3,81,0,370,463,14,34,3,2000,1000101,0,0,0,0,0,0,0,0,0,0,14,34,0,0,0,0,0,0,0,0,0,0,0,370,463,14,34,3,2000,1000101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513,140,0,0,15,2660,16,5310,17,4420,0,0,107,2360,108,4720,109,3930,502,140,401,590,203,8490,450,1380,0,0,0
2033,Echidna,1,18,36,6392,0,182,260,15,50,2,0,0,0,0,0,35,2,4,1,1,echidna,작성중,30170,2970,4020,35000,1,1,3,86,86,76,76,3,81,0,393,492,15,35,6,1800,1000413,0,16,0,60,6030,7000,0,0,0,0,15,35,0,0,0,0,0,0,0,0,0,0,0,0,0,15,35,0,0,0,0,0,0,0,0,0,0,0,393,492,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513,140,0,0,14,2620,15,5230,16,4360,0,0,106,2330,107,4650,108,3880,502,140,401,590,204,8370,451,1360,0,0,0
2034,Asron,1,19,38,7006,0,193,276,10,50,2,0,0,0,0,0,35,2.5,4.6,1,1,athron,작성중,31990,3300,4470,35000,1,1,2,86,86,76,76,3,81,0,418,523,16,37,6,2000,1000413,0,18,0,70,6031,10000,0,0,0,0,16,37,0,0,0,0,0,0,0,0,0,0,0,418,523,16,37,6,2100,1000413,0,18,0,70,6031,10000,0,0,418,523,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513,140,0,0,14,5160,17,4300,18,2580,0,0,108,4580,109,3820,110,2290,502,140,401,580,207,8250,450,1340,0,0,0
2036,Fear Devil Worker Boss,0,18,17,10240,0,83,119,10,50,2,0,0,0,0,0,0,2.3,4.6,1,1,devilworkerboss,작성중,25760,0,0,0,1,1,0,86,86,76,76,3,20,0,208,261,8,18,3,1780,1000101,0,0,0,0,0,0,0,0,0,0,8,18,0,0,0,0,0,0,0,0,0,0,0,208,261,8,18,3,1780,1000101,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2037,Fear Mollusk Boss,0,23,15,7809,0,69,99,10,50,2,0,0,0,0,0,0,3,5.3,1,3,molochboss,작성중,22120,0,0,0,1,1,0,82,82,72,72,3,81,0,171,214,7,16,3,1640,1000101,0,0,0,70,6062,2000,0,0,0,0,7,16,0,0,0,0,0,0,0,0,0,0,0,171,214,7,16,3,1640,1000101,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2045,Fear Dark Zombie Boss,0,18,14,3971,0,62,89,10,50,2,0,0,0,0,0,0,2.5,4.5,1,1,darkzombieboss,작성중,20300,0,0,0,1,1,0,90,90,80,80,3,81,0,148,185,7,15,3,1950,1000101,0,0,0,0,0,0,0,0,0,0,7,15,0,0,0,0,0,0,0,0,0,0,0,148,185,7,15,3,1950,1000101,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2046,Fear Cerberus Boss,0,18,16,5665,0,70,101,10,50,2,0,0,0,0,0,0,2.5,4.5,1,2,kerberosboss,작성중,23940,0,0,0,1,1,0,85,85,75,75,3,18,0,169,212,7,17,3,1803,1000101,0,0,0,0,0,0,0,0,0,0,7,17,0,0,0,0,0,0,0,0,0,0,0,169,212,7,17,3,1803,1000101,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2047,Fear Argama,0,18,12,998,0,45,65,5,50,1,0,0,0,0,0,0,0.5,2.4,2,2,agama,작성중,8400,0,0,0,1,1,0,90,75,70,70,2,18,1,96,121,6,13,3,1816,1000101,0,0,0,0,0,0,0,0,0,0,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2048,Fear Devil Worker,0,18,16,1850,0,65,94,5,50,2,0,0,0,0,0,0,1.5,4.3,1,1,devilworker,작성중,11970,0,0,0,1,1,0,124,100,105,105,3,20,1,145,182,7,17,3,1780,1000101,0,0,0,0,0,0,0,0,0,0,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2049,Fear Mollusk,0,23,13,1129,0,50,72,5,50,2,0,0,0,0,0,0,2.5,3.6,1,3,morlock,작성중,9240,0,0,0,1,1,0,140,100,110,110,3,20,1,107,134,6,14,3,1640,1000101,0,0,0,0,0,0,0,0,0,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,Fear Dark Zombie,0,18,14,1239,0,53,77,5,50,2,0,0,0,0,0,0,0.9,3,1,1,darkzombie,작성중,10150,0,0,0,1,1,0,130,95,90,90,2,18,1,116,145,7,15,3,1950,1000101,0,0,0,0,0,0,0,0,0,0,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2051,Fear Cerberus,0,18,15,1596,0,60,86,5,50,2,0,0,0,0,0,0,1.1,3.8,1,2,kerberos,작성중,11060,0,0,0,1,1,0,92,92,75,75,2,18,1,133,167,7,16,3,1803,1000101,0,0,0,0,0,0,0,0,0,0,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2052,Mammoth Bee,0,28,84,31309,0,501,717,20,50,2,0,0,5,0,50,0,3.5,4,1,1,mammothbee,작성중,391300,13860,18720,30800,1,1,3,86,86,76,76,3,20,0,1156,1445,34,80,3,1800,1000414,0,0,0,50,6024,5000,0,6,0,0,34,80,0,0,0,0,0,0,0,0,0,0,6,0,0,34,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,100,515,160,37,2610,38,2610,39,2170,40,1310,114,2320,115,2320,115,1930,115,1160,507,140,405,400,737,350,462,730,0,0,2
2053,Echidna Queen,1,18,88,34487,0,533,762,15,50,2,0,0,5,0,0,50,2,4,1,1,echidnaqueen,작성중,439390,15210,20550,30800,1,1,3,86,86,76,76,3,81,0,1224,1530,36,84,6,1800,1000413,0,13,0,60,6030,7000,0,0,0,0,36,84,0,0,0,0,0,0,0,0,0,0,0,0,0,36,84,0,0,0,0,0,0,0,0,0,0,0,1224,1530,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,100,515,160,38,2460,39,2460,40,2050,40,1230,114,2180,115,2180,115,1820,115,1090,507,160,407,400,737,350,462,700,310,40,0
2054,Devil Asron,1,19,90,36150,0,549,785,10,50,2,0,0,5,0,0,50,2.5,4.6,1,1,devilathron,작성중,464380,15930,21510,30800,1,1,3,86,86,76,76,3,81,0,1259,1574,36,86,6,2000,1000413,0,15,0,70,6031,10000,0,0,0,0,36,86,0,0,0,0,0,0,0,0,0,0,0,1259,1574,36,86,6,2100,1000413,0,15,0,70,6031,10000,0,0,1259,1574,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,100,515,160,38,2380,39,2380,40,1980,40,1190,114,2120,115,2120,115,1760,115,1060,507,160,407,400,737,350,462,700,311,40,0
2055,Gielogun Lord,1,28,92,37861,0,565,808,20,70,2,0,0,55,0,0,0,3,4.7,1,1,ziologanlord,작성중,489720,16620,22440,30800,1,1,3,86,86,76,76,3,20,0,1294,1618,37,88,3,1800,1000101,0,0,0,0,0,0,0,0,1294,1618,37,88,3,1800,1100307,320,0,0,40,6026,3000,0,0,0,0,37,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,100,515,160,38,2310,39,2310,40,1920,40,1160,114,2050,115,2050,115,1710,115,1030,507,160,407,400,737,350,462,700,312,40,2
2056,Drake,1,18,82,29791,0,486,695,10,70,1,0,0,55,0,0,0,3,5,1,3,vulcan,작성중,368200,13230,17850,30800,3,1,3,86,86,76,76,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,687,982,33,78,14,3400,3000001,215,0,50,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,100,515,160,37,2680,38,2680,39,2240,40,1340,114,2390,115,2390,115,1990,115,1200,507,160,407,400,737,350,462,700,0,0,2
2057,Thunderbulls,1,20,86,32874,0,517,739,10,70,1,0,50,5,0,0,0,3,5,1,3,silpede,작성중,415030,14520,19620,30800,3,1,3,86,86,76,76,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728,1041,35,82,14,3400,3000001,216,256,50,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,100,515,160,37,2530,38,2530,39,2110,40,1270,114,2250,115,2250,115,1880,115,1130,507,160,407,400,737,350,462,710,0,0,2
