2007-01-04 17:45,Name,Rank,Type,Code,Attribute,Description,Quality,Job,Appraisal,Value,Weight,ReqLv,Price,Width,Height,StackNumber,AutoStack,StackDrop_Min,StackDrop_Max,Has_Durability,Can_Repair,Durability_Low,Durability_Normal,Durability_High,DropRate_LowQuality,DropRate_NormalQuality,DropRate_HighQuality,5229,Wear : Range,Wear : Speed,Wear : CriticalRate,Wear : Drop LV,Wear : Drop Option Number,Wear : Drop Socket 1EA Rate,Wear : Drop Socket 2EA Rate,Wear : Drop Socket 3EA Rate,Wear : Drop Socket 4EA Rate,Wear : Small Monster Attack Addition,Wear : Middle Monster Attack Addition,Wear : Large Monster Attack Addition,Wear : Boss Monster Attack Addition,Wear : Undead Monster Attack Addition,Option Index 1,Option Value 1,Option Index 2,Option Value 2,Option Index 3,Option Value 3,Option Index 4,Option Value 4,Option Index 5,Option Value 5,Option Index 6,Option Value 6,MinOption1,MaxOption1,MinOption2,MaxOption2,MinOption3,MaxOption3,Level 0 Item LV,Level 0 Melee Min Attack,Level 0 Melee Max Attack,Level 0 Magic Min Attack,Level 0 Magic Max Attack,Level 0 Defance Min,Level 0 Defance Max,Level 0 Blocking Rate,Level 0 Critical Bonus,Level 0 Str Request,Level 0 Dex Request,Level 0 Spr Request,Level 0 Appraisal Addition,BeforeLevelIndex,NextLevelIndex,Period,IsLimit
5526,狂暴之击,0,3,2,0,770,40,0000-0100-0000-0000-0000-0000-0000-0000,1500,1006,1,50,16382,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5527,格斗掌握,0,3,2,0,770,40,0000-0100-0000-0000-0000-0000-0000-0000,1500,1007,1,67,48903,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5528,双击,0,3,2,0,770,40,0000-0100-0000-0000-0000-0000-0000-0000,1500,1008,1,82,105091,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5529,组合拳,0,3,2,0,770,40,0000-0100-0000-0000-0000-0000-0000-0000,1500,1021,1,10,188,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5530,风暴之拳,0,3,2,0,770,40,0000-0100-0000-0000-0000-0000-0000-0000,1500,1022,1,30,2582,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5531,雷电之拳,0,3,2,0,770,40,0000-0100-0000-0000-0000-0000-0000-0000,1500,1023,1,60,32303,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5532,猛兽之拳,0,3,2,0,770,40,0000-0100-0000-0000-0000-0000-0000-0000,1500,1101,1,25,1566,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5533,霸者之拳,0,3,2,0,770,40,0000-0100-0000-0000-0000-0000-0000-0000,1500,1102,1,26,1710,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5534,战斗精神,0,3,2,0,770,40,0000-0100-0000-0000-0000-0000-0000-0000,1500,1103,1,56,24891,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5535,战斗意志,0,3,2,0,770,40,0000-0100-0000-0000-0000-0000-0000-0000,1500,1104,1,74,71211,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5536,决死命令,0,3,2,0,770,40,0000-0100-0000-0000-0000-0000-0000-0000,1500,1105,1,82,105091,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5537,魂之净化,0,3,2,0,770,40,0000-0100-0000-0000-0000-0000-0000-0000,1500,1121,1,45,11111,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5538,魂之打击,0,3,2,0,770,40,0000-0100-0000-0000-0000-0000-0000-0000,1500,1122,1,70,57713,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5539,魂之震撼,0,3,2,0,770,40,0000-0100-0000-0000-0000-0000-0000-0000,1500,1123,1,85,120704,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5540,魂之怒风,0,3,2,0,770,40,0000-0100-0000-0000-0000-0000-0000-0000,1500,1124,1,90,150184,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5541,魂之暴虐,0,3,2,0,770,40,0000-0100-0000-0000-0000-0000-0000-0000,1500,1141,1,55,23337,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5542,魂之守护,0,3,2,0,770,40,0000-0100-0000-0000-0000-0000-0000-0000,1500,1142,1,55,23337,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5543,魂之抵抗,0,3,2,0,770,40,0000-0100-0000-0000-0000-0000-0000-0000,1500,1143,1,55,23337,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5544,魂之坚固,0,3,2,0,770,40,0000-0100-0000-0000-0000-0000-0000-0000,1500,1181,1,7,250,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6001,魂之蔑视,2,0,4,0,4,40,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,5466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6002,魂之火焰,2,0,4,0,4,40,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6003,魂之霜恸,2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,5468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6004,魂之闪电,2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6005,钓鱼掌握,2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6006,爆裂之拳,2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6007,神圣旋风,2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6008,烈电火焰,2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,5473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6009,秘密文件,2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6010,秘密指令,2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,4,0,0,1,1,0,0,0,0,0,0,0,0,5475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6011,尼克的信,2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6012,伯力顿的信,2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6013,费得罗的信,2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6014,伊斯登的信,2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6015,尤奇的信,2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6016,亚奇的酒瓶,2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6017,亚奇的项链,2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6018,马瑞儿的长矛,2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6019,吉拉德的旧项链,2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,5,0,1,1,0,0,0,0,0,0,0,0,5484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6020,海里昂的戒指,2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,5,0,1,1,0,0,0,0,0,0,0,0,5485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6021,勇士的戒指,2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6022,永恒之心,2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,5487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6023,尤奇的胸针,2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6024,永不凋零的花,2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6025,尤奇的戒指,2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6026,仓库钥匙,2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,5491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6027,爬行蜥蜴之尾,2,0,4,0,4,40,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,5492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6028,魔化蜘蛛的牙齿,2,0,4,0,4,33,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,2,2,0,0,1,1,0,0,0,0,0,0,0,0,5493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6029,伯利顿的信,2,0,4,0,4,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6030,因巴库的酒瓶,2,0,4,0,4,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6031,魔界之血,2,0,4,0,4,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6032,阿尔龙的信,2,0,4,0,4,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6033,旧书,2,0,4,0,4,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6034,断剑,2,0,4,0,4,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6035,安德鲁的信,2,0,4,0,4,21,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,250,1,1,1,0,0,0,0,0,0,0,0,5500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6036,皮衣,2,0,4,0,4,21,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,250,1,1,1,0,0,0,0,0,0,0,0,5501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6037,寒冰钥匙,2,0,4,0,4,21,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,250,1,1,1,0,0,0,0,0,0,0,0,5502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6038,火焰钥匙,2,0,4,0,4,21,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,250,1,1,1,0,0,0,0,0,0,0,0,5503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6039,闪电钥匙,2,0,4,0,4,21,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,250,1,1,1,0,0,0,0,0,0,0,0,5504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6040,钢铁钥匙,2,0,4,0,4,21,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,250,1,1,1,0,0,0,0,0,0,0,0,5505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6041,猛毒钥匙,2,0,4,0,4,21,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,250,1,1,1,0,0,0,0,0,0,0,0,5506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6042,梦幻钥匙,2,0,4,0,4,40,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,5507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6043,幸运之石 [D],2,0,4,0,4,40,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,5508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6044,幸运之石 [E],2,0,4,0,4,17,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,50,1,1,1,0,0,0,0,0,0,0,0,5509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6045,幸运之石 [K],2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6046,幸运之石 [A],2,0,4,0,4,40,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,5511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6047,幸运之石 [R],2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,5512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6048,幸运之石 [O],2,0,4,0,4,40,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,5513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6049,幸运之石 [N],2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6050,佐迪阿克的指令,2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6051,哈姆的日记,2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6052,巨臂怪之眼,2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
