Set Index,Name,Total Drop Ratio,Set Count,Set0_ItemIndex,Set0_DropRatio,Set0_MagicRatio,Set0_NobleRatio,Set0_DivineNobleRatio,Set1_ItemIndex,Set1_DropRatio,Set1_MagicRatio,Set1_NobleRatio,Set1_DivineNobleRatio,Set2_ItemIndex,Set2_DropRatio,Set2_MagicRatio,Set2_NobleRatio,Set2_DivineNobleRatio,Set3_ItemIndex,Set3_DropRatio,Set3_MagicRatio,Set3_NobleRatio,Set3_DivineNobleRatio,Set4_ItemIndex,Set4_DropRatio,Set4_MagicRatio,Set4_NobleRatio,Set4_DivineNobleRatio,Set5_ItemIndex,Set5_DropRatio,Set5_MagicRatio,Set5_NobleRatio,Set5_DivineNobleRatio,Set6_ItemIndex,Set6_DropRatio,Set6_MagicRatio,Set6_NobleRatio,Set6_DivineNobleRatio,Set7_ItemIndex,Set7_DropRatio,Set7_MagicRatio,Set7_NobleRatio,Set7_DivineNobleRatio,Set8_ItemIndex,Set8_DropRatio,Set8_MagicRatio,Set8_NobleRatio,Set8_DivineNobleRatio,Set9_ItemIndex,Set9_DropRatio,Set9_MagicRatio,Set9_NobleRatio,Set9_DivineNobleRatio,Set10_ItemIndex,Set10_DropRatio,Set10_MagicRatio,Set10_NobleRatio,Set10_DivineNobleRatio,Set11_ItemIndex,Set11_DropRatio,Set11_MagicRatio,Set11_NobleRatio,Set11_DivineNobleRatio,Set12_ItemIndex,Set12_DropRatio,Set12_MagicRatio,Set12_NobleRatio,Set12_DivineNobleRatio,Set13_ItemIndex,Set13_DropRatio,Set13_MagicRatio,Set13_NobleRatio,Set13_DivineNobleRatio,Set14_ItemIndex,Set14_DropRatio,Set14_MagicRatio,Set14_NobleRatio,Set14_DivineNobleRatio,Set15_ItemIndex,Set15_DropRatio,Set15_MagicRatio,Set15_NobleRatio,Set15_DivineNobleRatio,Set16_ItemIndex,Set16_DropRatio,Set16_MagicRatio,Set16_NobleRatio,Set16_DivineNobleRatio,Set17_ItemIndex,Set17_DropRatio,Set17_MagicRatio,Set17_NobleRatio,Set17_DivineNobleRatio,Set18_ItemIndex,Set18_DropRatio,Set18_MagicRatio,Set18_NobleRatio,Set18_DivineNobleRatio,Set19_ItemIndex,Set19_DropRatio,Set19_MagicRatio,Set19_NobleRatio,Set19_DivineNobleRatio,Set20_ItemIndex,Set20_DropRatio,Set20_MagicRatio,Set20_NobleRatio,Set20_DivineNobleRatio,Set21_ItemIndex,Set21_DropRatio,Set21_MagicRatio,Set21_NobleRatio,Set21_DivineNobleRatio,Set22_ItemIndex,Set22_DropRatio,Set22_MagicRatio,Set22_NobleRatio,Set22_DivineNobleRatio,Set23_ItemIndex,Set23_DropRatio,Set23_MagicRatio,Set23_NobleRatio,Set23_DivineNobleRatio,Set24_ItemIndex,Set24_DropRatio,Set24_MagicRatio,Set24_NobleRatio,Set24_DivineNobleRatio,Set25_ItemIndex,Set25_DropRatio,Set25_MagicRatio,Set25_NobleRatio,Set25_DivineNobleRatio,Set26_ItemIndex,Set26_DropRatio,Set26_MagicRatio,Set26_NobleRatio,Set26_DivineNobleRatio,Set27_ItemIndex,Set27_DropRatio,Set27_MagicRatio,Set27_NobleRatio,Set27_DivineNobleRatio,Set28_ItemIndex,Set28_DropRatio,Set28_MagicRatio,Set28_NobleRatio,Set28_DivineNobleRatio,Set29_ItemIndex,Set29_DropRatio,Set29_MagicRatio,Set29_NobleRatio,Set29_DivineNobleRatio,Set30_ItemIndex,Set30_DropRatio,Set30_MagicRatio,Set30_NobleRatio,Set30_DivineNobleRatio,Set31_ItemIndex,Set31_DropRatio,Set31_MagicRatio,Set31_NobleRatio,Set31_DivineNobleRatio,Set32_ItemIndex,Set32_DropRatio,Set32_MagicRatio,Set32_NobleRatio,Set32_DivineNobleRatio,Set33_ItemIndex,Set33_DropRatio,Set33_MagicRatio,Set33_NobleRatio,Set33_DivineNobleRatio,Set34_ItemIndex,Set34_DropRatio,Set34_MagicRatio,Set34_NobleRatio,Set34_DivineNobleRatio,Set35_ItemIndex,Set35_DropRatio,Set35_MagicRatio,Set35_NobleRatio,Set35_DivineNobleRatio,Set36_ItemIndex,Set36_DropRatio,Set36_MagicRatio,Set36_NobleRatio,Set36_DivineNobleRatio,Set37_ItemIndex,Set37_DropRatio,Set37_MagicRatio,Set37_NobleRatio,Set37_DivineNobleRatio,Set38_ItemIndex,Set38_DropRatio,Set38_MagicRatio,Set38_NobleRatio,Set38_DivineNobleRatio,Set39_ItemIndex,Set39_DropRatio,Set39_MagicRatio,Set39_NobleRatio,Set39_DivineNobleRatio,Set40_ItemIndex,Set40_DropRatio,Set40_MagicRatio,Set40_NobleRatio,Set40_DivineNobleRatio,Set41_ItemIndex,Set41_DropRatio,Set41_MagicRatio,Set41_NobleRatio,Set41_DivineNobleRatio,Set42_ItemIndex,Set42_DropRatio,Set42_MagicRatio,Set42_NobleRatio,Set42_DivineNobleRatio,Set43_ItemIndex,Set43_DropRatio,Set43_MagicRatio,Set43_NobleRatio,Set43_DivineNobleRatio,Set44_ItemIndex,Set44_DropRatio,Set44_MagicRatio,Set44_NobleRatio,Set44_DivineNobleRatio,Set45_ItemIndex,Set45_DropRatio,Set45_MagicRatio,Set45_NobleRatio,Set45_DivineNobleRatio,Set46_ItemIndex,Set46_DropRatio,Set46_MagicRatio,Set46_NobleRatio,Set46_DivineNobleRatio,Set47_ItemIndex,Set47_DropRatio,Set47_MagicRatio,Set47_NobleRatio,Set47_DivineNobleRatio,Set48_ItemIndex,Set48_DropRatio,Set48_MagicRatio,Set48_NobleRatio,Set48_DivineNobleRatio,Set49_ItemIndex,Set49_DropRatio,Set49_MagicRatio,Set49_NobleRatio,Set49_DivineNobleRatio
722,1 레벨 아이템,100000,8,64065,10000,19960,10004,5001,64066,12000,19960,10004,5001,64067,12000,19960,10004,5001,64068,12000,19960,10004,5001,64069,12000,19960,10004,5001,64070,12000,19960,10004,5001,64578,15000,19960,10004,5001,64579,15000,19960,10004,5001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723,1 레벨 아이템,100000,7,6427,20000,19960,10004,5001,6413,20000,19960,10004,5001,6430,12000,19960,10004,5001,6431,12000,19960,10004,5001,6432,12000,19960,10004,5001,6433,12000,19960,10004,5001,6434,12000,19960,10004,5001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,1 레벨 아이템,100000,5,6313,20000,19960,10004,5001,6315,20000,19960,10004,5001,6317,20000,19960,10004,5001,6319,20000,19960,10004,5001,6321,20000,19960,10004,5001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725,1 레벨 아이템,100000,2,6444,15000,19960,10004,5001,6429,85000,19960,10004,5001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726,1 레벨 아이템,100000,15,2419,7000,100000,40000,20000,2440,7000,100000,40000,20000,2486,7000,100000,40000,20000,2589,7000,100000,40000,20000,2636,6000,100000,40000,20000,2689,7000,100000,40000,20000,2736,7000,100000,40000,20000,2539,7000,100000,40000,20000,2889,6000,100000,40000,20000,2940,7000,100000,40000,20000,2989,6000,100000,40000,20000,3039,7000,100000,40000,20000,3141,6000,100000,40000,20000,3219,7000,100000,40000,20000,3087,6000,100000,40000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727,1 레벨 아이템,100000,1,64613,100000,19960,10004,5001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
728,1 레벨 아이템,100000,30,10,3000,100000,15000,8000,260,4000,100000,15000,8000,510,3000,100000,15000,8000,760,4000,100000,15000,8000,1010,3000,100000,15000,8000,1260,4000,100000,15000,8000,160,3000,100000,15000,8000,410,4000,100000,15000,8000,660,3000,100000,15000,8000,910,4000,100000,15000,8000,1160,3000,100000,15000,8000,1410,4000,100000,15000,8000,60,3000,100000,15000,8000,310,4000,100000,15000,8000,560,3000,100000,15000,8000,810,4000,100000,15000,8000,1060,3000,100000,15000,8000,1310,4000,100000,15000,8000,210,3000,100000,15000,8000,460,4000,100000,15000,8000,710,3000,100000,15000,8000,960,3000,100000,15000,8000,1210,3000,100000,15000,8000,1460,3000,100000,15000,8000,110,3000,100000,15000,8000,360,3000,100000,15000,8000,610,3000,100000,15000,8000,860,3000,100000,15000,8000,1110,3000,100000,15000,8000,1360,3000,100000,15000,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729,1 레벨 아이템,100000,3,9901,35000,100000,45000,25000,9903,45000,100000,45000,25000,9902,20000,100000,45000,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730,1 레벨 아이템,100000,1,6142,100000,100000,45000,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731,1 레벨 아이템,100000,1,6144,100000,100000,45000,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
732,1 레벨 아이템,10000,3,3862,3500,100000,45000,25000,3863,3500,100000,45000,25000,3864,3000,100000,45000,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,150 레벨 아이템,100000,20,64000,2000,14000,4342,2021,64501,2000,14000,4342,2021,64502,2000,14000,4342,2021,150,6000,100000,80000,5000,400,5000,100000,80000,5000,650,6000,100000,80000,5000,900,5000,100000,80000,5000,1150,6000,100000,80000,5000,1400,5000,100000,80000,5000,2403,6000,100000,80000,5000,2423,5000,100000,80000,5000,2523,6000,100000,80000,5000,2573,5000,100000,80000,5000,2673,6000,100000,80000,5000,2873,6000,100000,80000,5000,2923,6000,100000,80000,5000,2973,5000,100000,80000,5000,3023,6000,100000,80000,5000,3123,5000,100000,80000,5000,3203,5000,100000,80000,5000,0,0,80000,15000,5000,0,0,80000,15000,5000,0,0,80000,15000,5000,0,0,80000,15000,5000,0,0,80000,15000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,150 레벨 아이템,100000,23,64006,1000,14000,4342,2021,6307,1000,14000,4342,2021,6309,1000,14000,4342,2021,2,4000,100000,80000,5000,252,4000,100000,80000,5000,502,4000,100000,80000,5000,752,5000,100000,80000,5000,1002,5000,100000,80000,5000,1252,5000,100000,80000,5000,2404,5000,100000,80000,5000,2424,5000,100000,80000,5000,2471,5000,100000,80000,5000,2524,5000,100000,80000,5000,2574,5000,100000,80000,5000,2621,5000,100000,80000,5000,2674,5000,100000,80000,5000,2721,5000,100000,80000,5000,2874,5000,100000,80000,5000,2924,5000,100000,80000,5000,2974,5000,100000,80000,5000,3024,5000,100000,80000,5000,3124,5000,100000,80000,5000,3204,5000,100000,80000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1002,150 레벨 아이템,100000,22,64508,1000,14000,4342,2021,64509,1000,14000,4342,2021,149,4000,100000,80000,5000,399,4000,100000,80000,5000,649,5000,100000,80000,5000,899,5000,100000,80000,5000,1149,5000,100000,80000,5000,1399,5000,100000,80000,5000,2405,5000,100000,80000,5000,2425,5000,100000,80000,5000,2472,5000,100000,80000,5000,2525,5000,100000,80000,5000,2575,5000,100000,80000,5000,2622,5000,100000,80000,5000,2675,5000,100000,80000,5000,2722,5000,100000,80000,5000,2875,5000,100000,80000,5000,2925,5000,100000,80000,5000,2975,5000,100000,80000,5000,3025,5000,100000,80000,5000,3125,5000,100000,80000,5000,3205,5000,100000,80000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1003,150 레벨 아이템,100000,20,3,5000,100000,80000,5000,253,5000,100000,80000,5000,503,5000,100000,80000,5000,753,5000,100000,80000,5000,1003,5000,100000,80000,5000,1253,5000,100000,80000,5000,2406,5000,100000,80000,5000,2426,5000,100000,80000,5000,2473,5000,100000,80000,5000,2526,5000,100000,80000,5000,2576,5000,100000,80000,5000,2623,5000,100000,80000,5000,2676,5000,100000,80000,5000,2723,5000,100000,80000,5000,2876,5000,100000,80000,5000,2926,5000,100000,80000,5000,2976,5000,100000,80000,5000,3026,5000,100000,80000,5000,3126,5000,100000,80000,5000,3206,5000,100000,80000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1004,150 레벨 아이템,100000,21,64012,4000,100000,80000,5000,147,4000,100000,80000,5000,397,5000,100000,80000,5000,647,4000,100000,80000,5000,897,5000,100000,80000,5000,1147,4000,100000,80000,5000,1397,5000,100000,80000,5000,2409,4000,100000,80000,5000,2429,5000,100000,80000,5000,2476,5000,100000,80000,5000,2529,5000,100000,80000,5000,2579,5000,100000,80000,5000,2626,5000,100000,80000,5000,2679,5000,100000,80000,5000,2726,5000,100000,80000,5000,2879,5000,100000,80000,5000,2929,5000,100000,80000,5000,2979,5000,100000,80000,5000,3029,5000,100000,80000,5000,3129,5000,100000,80000,5000,3209,5000,100000,80000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1005,150 레벨 아이템,100000,21,64515,4000,100000,80000,5000,5,4000,100000,80000,5000,255,5000,100000,80000,5000,505,4000,100000,80000,5000,755,5000,100000,80000,5000,1005,4000,100000,80000,5000,1255,5000,100000,80000,5000,2410,4000,100000,80000,5000,2430,5000,100000,80000,5000,2477,5000,100000,80000,5000,2530,5000,100000,80000,5000,2580,5000,100000,80000,5000,2627,5000,100000,80000,5000,2680,5000,100000,80000,5000,2727,5000,100000,80000,5000,2880,5000,100000,80000,5000,2930,5000,100000,80000,5000,2980,5000,100000,80000,5000,3030,5000,100000,80000,5000,3130,5000,100000,80000,5000,3210,5000,100000,80000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1006,150 레벨 아이템,100000,21,64516,4000,100000,80000,5000,105,4000,100000,80000,5000,355,5000,100000,80000,5000,605,4000,100000,80000,5000,855,5000,100000,80000,5000,1105,4000,100000,80000,5000,1355,5000,100000,80000,5000,2411,4000,100000,80000,5000,2431,5000,100000,80000,5000,2478,5000,100000,80000,5000,2531,5000,100000,80000,5000,2581,5000,100000,80000,5000,2628,5000,100000,80000,5000,2681,5000,100000,80000,5000,2728,5000,100000,80000,5000,2881,5000,100000,80000,5000,2931,5000,100000,80000,5000,2981,5000,100000,80000,5000,3031,5000,100000,80000,5000,3131,5000,100000,80000,5000,3211,5000,100000,80000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1007,150 레벨 아이템,100000,23,6307,4000,100000,80000,5000,6309,4000,100000,80000,5000,6311,4000,100000,80000,5000,97,4000,100000,80000,5000,347,4000,100000,80000,5000,597,4000,100000,80000,5000,847,4000,100000,80000,5000,1097,4000,100000,80000,5000,1396,4000,100000,80000,5000,2412,4000,100000,80000,5000,2432,4000,100000,80000,5000,2479,4000,100000,80000,5000,2532,4000,100000,80000,5000,2582,4000,100000,80000,5000,2629,5000,100000,80000,5000,2682,5000,100000,80000,5000,2729,4000,100000,80000,5000,2882,5000,100000,80000,5000,2932,5000,100000,80000,5000,2982,5000,100000,80000,5000,3032,5000,100000,80000,5000,3132,5000,100000,80000,5000,3212,5000,100000,80000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
