39475.57708,Name,Rank,Type,Code,Attribute,Description,Quality,Job,Appraisal,Value,Weight,ReqLv,Price,Width,Height,StackNumber,AutoStack,StackDrop_Min,StackDrop_Max,Has_Durability,Can_Repair,Durability_Low,Durability_Normal,Durability_High,DropRate_LowQuality,DropRate_NormalQuality,DropRate_HighQuality,5229,Wear : Range,Wear : Speed,Wear : CriticalRate,Wear : Drop LV,Wear : Drop Option Number,Wear : Drop Socket 1EA Rate,Wear : Drop Socket 2EA Rate,Wear : Drop Socket 3EA Rate,Wear : Drop Socket 4EA Rate,Wear : Small Monster Attack Addition,Wear : Middle Monster Attack Addition,Wear : Large Monster Attack Addition,Wear : Boss Monster Attack Addition,Wear : Undead Monster Attack Addition,Option Index 1,Option Value 1,Option Index 2,Option Value 2,Option Index 3,Option Value 3,Option Index 4,Option Value 4,Option Index 5,Option Value 5,Option Index 6,Option Value 6,MinOption1,MaxOption1,MinOption2,MaxOption2,MinOption3,MaxOption3,Level 0 Item LV,Level 0 Melee Min Attack,Level 0 Melee Max Attack,Level 0 Magic Min Attack,Level 0 Magic Max Attack,Level 0 Defance Min,Level 0 Defance Max,Level 0 Blocking Rate,Level 0 Critical Bonus,Level 0 Str Request,Level 0 Dex Request,Level 0 Spr Request,Level 0 Appraisal Addition,BeforeLevelIndex,NextLevelIndex,Period,IsLimit,PeriodBreak,Belong,NextShape
5544,Fishing Mastery,0,3,2,0,770,40,0000-0100-0000-0000-0000-0000-0000-0000,1500,1181,1,7,250,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5545,Carnage,0,3,2,0,770,40,0000-0100-0000-0000-0000-0000-0000-0000,1500,1009,1,92,163354,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5546,Tornado,0,3,2,0,770,40,0000-0100-0000-0000-0000-0000-0000-0000,1500,1106,1,63,38742,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5547,Dead Spark,0,3,2,0,770,40,0000-0100-0000-0000-0000-0000-0000-0000,1500,1107,1,96,192279,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6001,Secret Letter,2,0,4,0,4,40,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,5501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6002,Secret Instruction,2,0,4,0,4,40,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6003,Nicole's Letter,2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,5503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6004,Britten's Ring,2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6005,Fidelio's Letter,2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6006,Easton's Letter,2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6007,Yuki's Letter,2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6008,Yachi's Bottle,2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,5508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6009,Yachi's Necklace,2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6010,Merielle's Spear,2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,4,0,0,1,1,0,0,0,0,0,0,0,0,5510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6011,Gerrard's Old Necklace,2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6012,Ring of Helio,2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6013,Ring of Warrior,2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6014,Heart of Eternity,2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6015,Yuki's Brooch,2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6016,Flower that Withers Not,2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6017,Yuki's Ring,2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6018,Stash Key,2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6019,Tail of Argama,2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,5,0,1,1,0,0,0,0,0,0,0,0,5519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6020,Teeth of Spider Larvae,2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,5,0,1,1,0,0,0,0,0,0,0,0,5520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6021,Britten's Letter,2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6022,Embarco's Bottle,2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,5522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6023,Leter,2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6024,Aaron's Letter,2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6025,Old Book,2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6026,Broken Sword,2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,5526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6027,Andrew's Letter,2,0,4,0,4,40,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,5527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6028,Furcoat,2,0,4,0,4,33,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,2,2,0,0,1,1,0,0,0,0,0,0,0,0,5528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6029,Key of Ice,2,0,4,0,4,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6030,Key of Flame,2,0,4,0,4,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6031,Key of Thunder,2,0,4,0,4,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6032,Key of Iron,2,0,4,0,4,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6033,Key of Venom,2,0,4,0,4,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6034,Key of Dreams,2,0,4,0,4,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6035,Lucky Charm [D],2,0,4,0,4,21,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,250,1,1,1,0,0,0,0,0,0,0,0,5535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6036,Lucky Charm [E],2,0,4,0,4,21,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,250,1,1,1,0,0,0,0,0,0,0,0,5536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6037,Lucky Charm [K],2,0,4,0,4,21,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,250,1,1,1,0,0,0,0,0,0,0,0,5537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6038,Lucky Charm [A],2,0,4,0,4,21,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,250,1,1,1,0,0,0,0,0,0,0,0,5538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6039,Lucky Charm [R],2,0,4,0,4,21,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,250,1,1,1,0,0,0,0,0,0,0,0,5539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6040,Lucky Charm [O],2,0,4,0,4,21,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,250,1,1,1,0,0,0,0,0,0,0,0,5540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6041,Lucky Charm [N],2,0,4,0,4,21,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,250,1,1,1,0,0,0,0,0,0,0,0,5541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6042,Zodiac's Instruction,2,0,4,0,4,40,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,5542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6043,Hamon's Journal,2,0,4,0,4,40,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,5543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6044,Syph's Eye,2,0,4,0,4,17,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,50,1,1,1,0,0,0,0,0,0,0,0,5544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6045,Assam's Sheepskin,2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6046,Cooper's Letter,2,0,4,0,4,40,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,5546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6047,Bottle that Contains Souls,2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,5547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6048,Bottle with Mysterious Fluid,2,0,4,0,4,40,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,5548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6049,Fang of a Wolf (1),2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6050,Blood-stained Fang of a Wolf (1),2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6051,Fang of a Wolf (2),2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6052,Blood-stained Fang of a Wolf (2),2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6053,Fang of a Wolf,2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6054,Invitation for Movie,2,0,4,0,4,40,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6055,Necklace of Soul,2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6056,Bottle,2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,5556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6057,Book of Magic,2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6058,Journal,2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6059,Carvin's Knife,2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,5559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6060,Baron's Letter,2,0,4,0,4,40,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,5560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6061,Feather of Eliaden,2,0,4,0,4,40,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,2,50,1,1,1,0,0,0,0,0,0,0,0,5561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6062,Light Dust of Thunderbulls,2,0,4,0,4,40,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,50,1,1,1,0,0,0,0,0,0,0,0,5562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6063,Bone of Aeries,2,0,4,0,4,40,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,2,50,1,1,1,0,0,0,0,0,0,0,0,5563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6064,Karon's Contract Fragment 1,2,0,4,0,4,40,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,2,50,1,1,1,0,0,0,0,0,0,0,0,5564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
