옵션레벨오,옵션 인덱스,타입,타입 설명,최소값,최대값
2058,389,DAMAGE_MINPHYSICAL_ADD,공격력 증가,62,67
2058,390,DAMAGE_MINPHYSICAL_ADD,공격력 증가,62,67
2058,391,DAMAGE_MINPHYSICAL_ADD,공격력 증가,62,67
2058,392,DAMAGE_MINPHYSICAL_ADD,공격력 증가,62,67
2058,393,DAMAGE_MINPHYSICAL_ADD,공격력 증가,62,67
2058,394,DAMAGE_MINPHYSICAL_ADD,공격력 증가,62,67
2058,395,DAMAGE_MINPHYSICAL_ADD,공격력 증가,62,67
2058,396,SPEED_ATTACK_MUL,공격속도 증가,1,1
2058,397,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2058,398,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2059,399,DAMAGE_MINPHYSICAL_ADD,공격력 증가,67,72
2059,400,DAMAGE_MINPHYSICAL_ADD,공격력 증가,67,72
2059,401,DAMAGE_MINPHYSICAL_ADD,공격력 증가,67,72
2059,402,DAMAGE_MINPHYSICAL_ADD,공격력 증가,67,72
2059,403,DAMAGE_MINPHYSICAL_ADD,공격력 증가,67,72
2059,404,DAMAGE_MINPHYSICAL_ADD,공격력 증가,67,72
2059,405,DAMAGE_MINPHYSICAL_ADD,공격력 증가,67,72
2059,406,SPEED_ATTACK_MUL,공격속도 증가,1,1
2059,407,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2059,408,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2060,409,DAMAGE_MINPHYSICAL_ADD,공격력 증가,72,77
2060,410,DAMAGE_MINPHYSICAL_ADD,공격력 증가,72,77
2060,411,DAMAGE_MINPHYSICAL_ADD,공격력 증가,72,77
2060,412,DAMAGE_MINPHYSICAL_ADD,공격력 증가,72,77
2060,413,DAMAGE_MINPHYSICAL_ADD,공격력 증가,72,77
2060,414,DAMAGE_MINPHYSICAL_ADD,공격력 증가,72,77
2060,415,DAMAGE_MINPHYSICAL_ADD,공격력 증가,72,77
2060,416,SPEED_ATTACK_MUL,공격속도 증가,1,1
2060,417,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2060,418,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2061,419,DAMAGE_MINPHYSICAL_ADD,공격력 증가,77,82
2061,420,DAMAGE_MINPHYSICAL_ADD,공격력 증가,77,82
2061,421,DAMAGE_MINPHYSICAL_ADD,공격력 증가,77,82
2061,422,DAMAGE_MINPHYSICAL_ADD,공격력 증가,77,82
2061,423,DAMAGE_MINPHYSICAL_ADD,공격력 증가,77,82
2061,424,DAMAGE_MINPHYSICAL_ADD,공격력 증가,77,82
2061,425,DAMAGE_MINPHYSICAL_ADD,공격력 증가,77,82
2061,426,SPEED_ATTACK_MUL,공격속도 증가,1,1
2061,427,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2061,428,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2062,429,DAMAGE_MINPHYSICAL_ADD,공격력 증가,2,11
2062,430,DAMAGE_MINPHYSICAL_ADD,공격력 증가,2,11
2062,431,DAMAGE_MINPHYSICAL_ADD,공격력 증가,2,11
2062,432,DAMAGE_MINPHYSICAL_ADD,공격력 증가,2,11
2062,433,DAMAGE_MINPHYSICAL_ADD,공격력 증가,2,11
2062,434,DAMAGE_MINPHYSICAL_ADD,공격력 증가,2,11
2062,435,DAMAGE_MINPHYSICAL_ADD,공격력 증가,2,11
2062,436,SPEED_ATTACK_MUL,공격속도 증가,1,1
2062,437,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2062,438,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2063,439,DAMAGE_MINPHYSICAL_ADD,공격력 증가,11,25
2063,440,DAMAGE_MINPHYSICAL_ADD,공격력 증가,11,25
2063,441,DAMAGE_MINPHYSICAL_ADD,공격력 증가,11,25
2063,442,DAMAGE_MINPHYSICAL_ADD,공격력 증가,11,25
2063,443,DAMAGE_MINPHYSICAL_ADD,공격력 증가,11,25
2063,444,DAMAGE_MINPHYSICAL_ADD,공격력 증가,11,25
2063,445,DAMAGE_MINPHYSICAL_ADD,공격력 증가,11,25
2063,446,SPEED_ATTACK_MUL,공격속도 증가,1,1
2063,447,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2063,448,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2064,449,DAMAGE_MINPHYSICAL_ADD,공격력 증가,25,35
2064,450,DAMAGE_MINPHYSICAL_ADD,공격력 증가,25,35
2064,451,DAMAGE_MINPHYSICAL_ADD,공격력 증가,25,35
2064,452,DAMAGE_MINPHYSICAL_ADD,공격력 증가,25,35
2064,453,DAMAGE_MINPHYSICAL_ADD,공격력 증가,25,35
2064,454,DAMAGE_MINPHYSICAL_ADD,공격력 증가,25,35
2064,455,DAMAGE_MINPHYSICAL_ADD,공격력 증가,25,35
2064,456,SPEED_ATTACK_MUL,공격속도 증가,1,1
2064,457,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2064,458,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2065,459,DAMAGE_MINPHYSICAL_ADD,공격력 증가,36,49
2065,460,DAMAGE_MINPHYSICAL_ADD,공격력 증가,36,49
2065,461,DAMAGE_MINPHYSICAL_ADD,공격력 증가,36,49
2065,462,DAMAGE_MINPHYSICAL_ADD,공격력 증가,36,49
2065,463,DAMAGE_MINPHYSICAL_ADD,공격력 증가,36,49
2065,464,DAMAGE_MINPHYSICAL_ADD,공격력 증가,36,49
2065,465,DAMAGE_MINPHYSICAL_ADD,공격력 증가,36,49
2065,466,SPEED_ATTACK_MUL,공격속도 증가,1,1
2065,467,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2065,468,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2066,469,DAMAGE_MINPHYSICAL_ADD,공격력 증가,49,57
2066,470,DAMAGE_MINPHYSICAL_ADD,공격력 증가,49,57
2066,471,DAMAGE_MINPHYSICAL_ADD,공격력 증가,49,57
2066,472,DAMAGE_MINPHYSICAL_ADD,공격력 증가,49,57
2066,473,DAMAGE_MINPHYSICAL_ADD,공격력 증가,49,57
2066,474,DAMAGE_MINPHYSICAL_ADD,공격력 증가,49,57
2066,475,DAMAGE_MINPHYSICAL_ADD,공격력 증가,49,57
2066,476,SPEED_ATTACK_MUL,공격속도 증가,1,1
2066,477,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2066,478,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2067,479,DAMAGE_MINPHYSICAL_ADD,공격력 증가,57,62
2067,480,DAMAGE_MINPHYSICAL_ADD,공격력 증가,57,62
2067,481,DAMAGE_MINPHYSICAL_ADD,공격력 증가,57,62
2067,482,DAMAGE_MINPHYSICAL_ADD,공격력 증가,57,62
2067,483,DAMAGE_MINPHYSICAL_ADD,공격력 증가,57,62
2067,484,DAMAGE_MINPHYSICAL_ADD,공격력 증가,57,62
2067,485,DAMAGE_MINPHYSICAL_ADD,공격력 증가,57,62
2067,486,SPEED_ATTACK_MUL,공격속도 증가,1,1
2067,487,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2067,488,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2068,489,DAMAGE_MINPHYSICAL_ADD,공격력 증가,62,67
2068,490,DAMAGE_MINPHYSICAL_ADD,공격력 증가,62,67
2068,491,DAMAGE_MINPHYSICAL_ADD,공격력 증가,62,67
2068,492,DAMAGE_MINPHYSICAL_ADD,공격력 증가,62,67
2068,493,DAMAGE_MINPHYSICAL_ADD,공격력 증가,62,67
2068,494,DAMAGE_MINPHYSICAL_ADD,공격력 증가,62,67
2068,495,DAMAGE_MINPHYSICAL_ADD,공격력 증가,62,67
2068,496,SPEED_ATTACK_MUL,공격속도 증가,1,1
2068,497,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2068,498,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2069,499,DAMAGE_MINPHYSICAL_ADD,공격력 증가,67,72
2069,500,DAMAGE_MINPHYSICAL_ADD,공격력 증가,67,72
2069,501,DAMAGE_MINPHYSICAL_ADD,공격력 증가,67,72
2069,502,DAMAGE_MINPHYSICAL_ADD,공격력 증가,67,72
2069,503,DAMAGE_MINPHYSICAL_ADD,공격력 증가,67,72
2069,504,DAMAGE_MINPHYSICAL_ADD,공격력 증가,67,72
2069,505,DAMAGE_MINPHYSICAL_ADD,공격력 증가,67,72
2069,506,SPEED_ATTACK_MUL,공격속도 증가,1,1
2069,507,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2069,508,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2070,509,DAMAGE_MINPHYSICAL_ADD,공격력 증가,72,77
2070,510,DAMAGE_MINPHYSICAL_ADD,공격력 증가,72,77
2070,511,DAMAGE_MINPHYSICAL_ADD,공격력 증가,72,77
2070,512,DAMAGE_MINPHYSICAL_ADD,공격력 증가,72,77
2070,513,DAMAGE_MINPHYSICAL_ADD,공격력 증가,72,77
2070,514,DAMAGE_MINPHYSICAL_ADD,공격력 증가,72,77
2070,515,DAMAGE_MINPHYSICAL_ADD,공격력 증가,72,77
2070,516,SPEED_ATTACK_MUL,공격속도 증가,1,1
2070,517,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2070,518,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2071,519,DAMAGE_MINPHYSICAL_ADD,공격력 증가,77,82
2071,520,DAMAGE_MINPHYSICAL_ADD,공격력 증가,77,82
2071,521,DAMAGE_MINPHYSICAL_ADD,공격력 증가,77,82
2071,522,DAMAGE_MINPHYSICAL_ADD,공격력 증가,77,82
2071,523,DAMAGE_MINPHYSICAL_ADD,공격력 증가,77,82
2071,524,DAMAGE_MINPHYSICAL_ADD,공격력 증가,77,82
2071,525,DAMAGE_MINPHYSICAL_ADD,공격력 증가,77,82
2071,526,SPEED_ATTACK_MUL,공격속도 증가,1,1
2071,527,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2071,528,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2072,529,DAMAGE_MINPHYSICAL_ADD,공격력 증가,2,11
2072,530,DAMAGE_MINPHYSICAL_ADD,공격력 증가,2,11
2072,531,DAMAGE_MINPHYSICAL_ADD,공격력 증가,2,11
2072,532,DAMAGE_MINPHYSICAL_ADD,공격력 증가,2,11
2072,533,DAMAGE_MINPHYSICAL_ADD,공격력 증가,2,11
2072,534,DAMAGE_MINPHYSICAL_ADD,공격력 증가,2,11
2072,535,DAMAGE_MINPHYSICAL_ADD,공격력 증가,2,11
2072,536,SPEED_ATTACK_MUL,공격속도 증가,1,1
2072,537,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2072,538,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2073,539,DAMAGE_MINPHYSICAL_ADD,공격력 증가,11,25
2073,540,DAMAGE_MINPHYSICAL_ADD,공격력 증가,11,25
2073,541,DAMAGE_MINPHYSICAL_ADD,공격력 증가,11,25
2073,542,DAMAGE_MINPHYSICAL_ADD,공격력 증가,11,25
2073,543,DAMAGE_MINPHYSICAL_ADD,공격력 증가,11,25
2073,544,DAMAGE_MINPHYSICAL_ADD,공격력 증가,11,25
2073,545,DAMAGE_MINPHYSICAL_ADD,공격력 증가,11,25
2073,546,SPEED_ATTACK_MUL,공격속도 증가,1,1
2073,547,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2073,548,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2074,549,DAMAGE_MINPHYSICAL_ADD,공격력 증가,25,35
2074,550,DAMAGE_MINPHYSICAL_ADD,공격력 증가,25,35
2074,551,DAMAGE_MINPHYSICAL_ADD,공격력 증가,25,35
2074,552,DAMAGE_MINPHYSICAL_ADD,공격력 증가,25,35
2074,553,DAMAGE_MINPHYSICAL_ADD,공격력 증가,25,35
2074,554,DAMAGE_MINPHYSICAL_ADD,공격력 증가,25,35
2074,555,DAMAGE_MINPHYSICAL_ADD,공격력 증가,25,35
2074,556,SPEED_ATTACK_MUL,공격속도 증가,1,1
2074,557,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2074,558,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2075,559,DAMAGE_MINPHYSICAL_ADD,공격력 증가,36,49
2075,560,DAMAGE_MINPHYSICAL_ADD,공격력 증가,36,49
2075,561,DAMAGE_MINPHYSICAL_ADD,공격력 증가,36,49
2075,562,DAMAGE_MINPHYSICAL_ADD,공격력 증가,36,49
2075,563,DAMAGE_MINPHYSICAL_ADD,공격력 증가,36,49
2075,564,DAMAGE_MINPHYSICAL_ADD,공격력 증가,36,49
2075,565,DAMAGE_MINPHYSICAL_ADD,공격력 증가,36,49
2075,566,SPEED_ATTACK_MUL,공격속도 증가,1,1
2075,567,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2075,568,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2076,569,DAMAGE_MINPHYSICAL_ADD,공격력 증가,49,57
2076,570,DAMAGE_MINPHYSICAL_ADD,공격력 증가,49,57
2076,571,DAMAGE_MINPHYSICAL_ADD,공격력 증가,49,57
2076,572,DAMAGE_MINPHYSICAL_ADD,공격력 증가,49,57
2076,573,DAMAGE_MINPHYSICAL_ADD,공격력 증가,49,57
2076,574,DAMAGE_MINPHYSICAL_ADD,공격력 증가,49,57
2076,575,DAMAGE_MINPHYSICAL_ADD,공격력 증가,49,57
2076,576,SPEED_ATTACK_MUL,공격속도 증가,1,1
2076,577,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2076,578,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2077,579,DAMAGE_MINPHYSICAL_ADD,공격력 증가,57,62
2077,580,DAMAGE_MINPHYSICAL_ADD,공격력 증가,57,62
2077,581,DAMAGE_MINPHYSICAL_ADD,공격력 증가,57,62
2077,582,DAMAGE_MINPHYSICAL_ADD,공격력 증가,57,62
2077,583,DAMAGE_MINPHYSICAL_ADD,공격력 증가,57,62
2077,584,DAMAGE_MINPHYSICAL_ADD,공격력 증가,57,62
2077,585,DAMAGE_MINPHYSICAL_ADD,공격력 증가,57,62
2077,586,SPEED_ATTACK_MUL,공격속도 증가,1,1
2077,587,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2077,588,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2078,589,DAMAGE_MINPHYSICAL_ADD,공격력 증가,62,67
2078,590,DAMAGE_MINPHYSICAL_ADD,공격력 증가,62,67
2078,591,DAMAGE_MINPHYSICAL_ADD,공격력 증가,62,67
2078,592,DAMAGE_MINPHYSICAL_ADD,공격력 증가,62,67
2078,593,DAMAGE_MINPHYSICAL_ADD,공격력 증가,62,67
2078,594,DAMAGE_MINPHYSICAL_ADD,공격력 증가,62,67
2078,595,DAMAGE_MINPHYSICAL_ADD,공격력 증가,62,67
2078,596,SPEED_ATTACK_MUL,공격속도 증가,1,1
2078,597,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2078,598,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2079,599,DAMAGE_MINPHYSICAL_ADD,공격력 증가,67,72
2079,600,DAMAGE_MINPHYSICAL_ADD,공격력 증가,67,72
2079,601,DAMAGE_MINPHYSICAL_ADD,공격력 증가,67,72
2079,602,DAMAGE_MINPHYSICAL_ADD,공격력 증가,67,72
2079,603,DAMAGE_MINPHYSICAL_ADD,공격력 증가,67,72
2079,604,DAMAGE_MINPHYSICAL_ADD,공격력 증가,67,72
2079,605,DAMAGE_MINPHYSICAL_ADD,공격력 증가,67,72
2079,606,SPEED_ATTACK_MUL,공격속도 증가,1,1
2079,607,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2079,608,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2080,609,DAMAGE_MINPHYSICAL_ADD,공격력 증가,72,77
2080,610,DAMAGE_MINPHYSICAL_ADD,공격력 증가,72,77
2080,611,DAMAGE_MINPHYSICAL_ADD,공격력 증가,72,77
2080,612,DAMAGE_MINPHYSICAL_ADD,공격력 증가,72,77
2080,613,DAMAGE_MINPHYSICAL_ADD,공격력 증가,72,77
2080,614,DAMAGE_MINPHYSICAL_ADD,공격력 증가,72,77
2080,615,DAMAGE_MINPHYSICAL_ADD,공격력 증가,72,77
2080,616,SPEED_ATTACK_MUL,공격속도 증가,1,1
2080,617,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2080,618,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2081,619,DAMAGE_MINPHYSICAL_ADD,공격력 증가,77,82
2081,620,DAMAGE_MINPHYSICAL_ADD,공격력 증가,77,82
2081,621,DAMAGE_MINPHYSICAL_ADD,공격력 증가,77,82
2081,622,DAMAGE_MINPHYSICAL_ADD,공격력 증가,77,82
2081,623,DAMAGE_MINPHYSICAL_ADD,공격력 증가,77,82
2081,624,DAMAGE_MINPHYSICAL_ADD,공격력 증가,77,82
2081,625,DAMAGE_MINPHYSICAL_ADD,공격력 증가,77,82
2081,626,SPEED_ATTACK_MUL,공격속도 증가,1,1
2081,627,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2081,628,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2082,629,DAMAGE_MINPHYSICAL_ADD,공격력 증가,2,11
2082,630,DAMAGE_MINPHYSICAL_ADD,공격력 증가,2,11
2082,631,DAMAGE_MINPHYSICAL_ADD,공격력 증가,2,11
2082,632,DAMAGE_MINPHYSICAL_ADD,공격력 증가,2,11
2082,633,DAMAGE_MINPHYSICAL_ADD,공격력 증가,2,11
2082,634,DAMAGE_MINPHYSICAL_ADD,공격력 증가,2,11
2082,635,DAMAGE_MINPHYSICAL_ADD,공격력 증가,2,11
2082,636,SPEED_ATTACK_MUL,공격속도 증가,1,1
2082,637,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2082,638,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2083,639,DAMAGE_MINPHYSICAL_ADD,공격력 증가,11,25
2083,640,DAMAGE_MINPHYSICAL_ADD,공격력 증가,11,25
2083,641,DAMAGE_MINPHYSICAL_ADD,공격력 증가,11,25
2083,642,DAMAGE_MINPHYSICAL_ADD,공격력 증가,11,25
2083,643,DAMAGE_MINPHYSICAL_ADD,공격력 증가,11,25
2083,644,DAMAGE_MINPHYSICAL_ADD,공격력 증가,11,25
2083,645,DAMAGE_MINPHYSICAL_ADD,공격력 증가,11,25
2083,646,SPEED_ATTACK_MUL,공격속도 증가,1,1
2083,647,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2083,648,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2084,649,DAMAGE_MINPHYSICAL_ADD,공격력 증가,25,35
2084,650,DAMAGE_MINPHYSICAL_ADD,공격력 증가,25,35
2084,651,DAMAGE_MINPHYSICAL_ADD,공격력 증가,25,35
2084,652,DAMAGE_MINPHYSICAL_ADD,공격력 증가,25,35
2084,653,DAMAGE_MINPHYSICAL_ADD,공격력 증가,25,35
2084,654,DAMAGE_MINPHYSICAL_ADD,공격력 증가,25,35
2084,655,DAMAGE_MINPHYSICAL_ADD,공격력 증가,25,35
2084,656,SPEED_ATTACK_MUL,공격속도 증가,1,1
2084,657,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2084,658,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2085,659,DAMAGE_MINPHYSICAL_ADD,공격력 증가,36,49
2085,660,DAMAGE_MINPHYSICAL_ADD,공격력 증가,36,49
2085,661,DAMAGE_MINPHYSICAL_ADD,공격력 증가,36,49
2085,662,DAMAGE_MINPHYSICAL_ADD,공격력 증가,36,49
2085,663,DAMAGE_MINPHYSICAL_ADD,공격력 증가,36,49
2085,664,DAMAGE_MINPHYSICAL_ADD,공격력 증가,36,49
2085,665,DAMAGE_MINPHYSICAL_ADD,공격력 증가,36,49
2085,666,SPEED_ATTACK_MUL,공격속도 증가,1,1
2085,667,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2085,668,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2086,669,DAMAGE_MINPHYSICAL_ADD,공격력 증가,49,57
2086,670,DAMAGE_MINPHYSICAL_ADD,공격력 증가,49,57
2086,671,DAMAGE_MINPHYSICAL_ADD,공격력 증가,49,57
2086,672,DAMAGE_MINPHYSICAL_ADD,공격력 증가,49,57
2086,673,DAMAGE_MINPHYSICAL_ADD,공격력 증가,49,57
2086,674,DAMAGE_MINPHYSICAL_ADD,공격력 증가,49,57
2086,675,DAMAGE_MINPHYSICAL_ADD,공격력 증가,49,57
2086,676,SPEED_ATTACK_MUL,공격속도 증가,1,1
2086,677,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2086,678,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2087,679,DAMAGE_MINPHYSICAL_ADD,공격력 증가,57,62
2087,680,DAMAGE_MINPHYSICAL_ADD,공격력 증가,57,62
2087,681,DAMAGE_MINPHYSICAL_ADD,공격력 증가,57,62
2087,682,DAMAGE_MINPHYSICAL_ADD,공격력 증가,57,62
2087,683,DAMAGE_MINPHYSICAL_ADD,공격력 증가,57,62
2087,684,DAMAGE_MINPHYSICAL_ADD,공격력 증가,57,62
2087,685,DAMAGE_MINPHYSICAL_ADD,공격력 증가,57,62
2087,686,SPEED_ATTACK_MUL,공격속도 증가,1,1
2087,687,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2087,688,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2088,689,DAMAGE_MINPHYSICAL_ADD,공격력 증가,62,67
2088,690,DAMAGE_MINPHYSICAL_ADD,공격력 증가,62,67
2088,691,DAMAGE_MINPHYSICAL_ADD,공격력 증가,62,67
2088,692,DAMAGE_MINPHYSICAL_ADD,공격력 증가,62,67
2088,693,DAMAGE_MINPHYSICAL_ADD,공격력 증가,62,67
2088,694,DAMAGE_MINPHYSICAL_ADD,공격력 증가,62,67
2088,695,DAMAGE_MINPHYSICAL_ADD,공격력 증가,62,67
2088,696,SPEED_ATTACK_MUL,공격속도 증가,1,1
2088,697,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2088,698,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2089,699,DAMAGE_MINPHYSICAL_ADD,공격력 증가,67,72
2089,700,DAMAGE_MINPHYSICAL_ADD,공격력 증가,67,72
2089,701,DAMAGE_MINPHYSICAL_ADD,공격력 증가,67,72
2089,702,DAMAGE_MINPHYSICAL_ADD,공격력 증가,67,72
2089,703,DAMAGE_MINPHYSICAL_ADD,공격력 증가,67,72
2089,704,DAMAGE_MINPHYSICAL_ADD,공격력 증가,67,72
2089,705,DAMAGE_MINPHYSICAL_ADD,공격력 증가,67,72
2089,706,SPEED_ATTACK_MUL,공격속도 증가,1,1
2089,707,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2089,708,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2090,709,DAMAGE_MINPHYSICAL_ADD,공격력 증가,72,77
2090,710,DAMAGE_MINPHYSICAL_ADD,공격력 증가,72,77
2090,711,DAMAGE_MINPHYSICAL_ADD,공격력 증가,72,77
2090,712,DAMAGE_MINPHYSICAL_ADD,공격력 증가,72,77
2090,713,DAMAGE_MINPHYSICAL_ADD,공격력 증가,72,77
2090,714,DAMAGE_MINPHYSICAL_ADD,공격력 증가,72,77
2090,715,DAMAGE_MINPHYSICAL_ADD,공격력 증가,72,77
2090,716,SPEED_ATTACK_MUL,공격속도 증가,1,1
2090,717,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2090,718,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2091,719,DAMAGE_MINPHYSICAL_ADD,공격력 증가,77,82
2091,720,DAMAGE_MINPHYSICAL_ADD,공격력 증가,77,82
2091,721,DAMAGE_MINPHYSICAL_ADD,공격력 증가,77,82
2091,722,DAMAGE_MINPHYSICAL_ADD,공격력 증가,77,82
2091,723,DAMAGE_MINPHYSICAL_ADD,공격력 증가,77,82
2091,724,DAMAGE_MINPHYSICAL_ADD,공격력 증가,77,82
2091,725,DAMAGE_MINPHYSICAL_ADD,공격력 증가,77,82
2091,726,SPEED_ATTACK_MUL,공격속도 증가,1,1
2091,727,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2091,728,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2092,729,DAMAGE_MINPHYSICAL_ADD,공격력 증가,2,11
2092,730,DAMAGE_MINPHYSICAL_ADD,공격력 증가,2,11
2092,731,DAMAGE_MINPHYSICAL_ADD,공격력 증가,2,11
2092,732,DAMAGE_MINPHYSICAL_ADD,공격력 증가,2,11
2092,733,DAMAGE_MINPHYSICAL_ADD,공격력 증가,2,11
2092,734,DAMAGE_MINPHYSICAL_ADD,공격력 증가,2,11
2092,735,DAMAGE_MINPHYSICAL_ADD,공격력 증가,2,11
2092,736,SPEED_ATTACK_MUL,공격속도 증가,1,1
2092,737,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2092,738,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2093,739,DAMAGE_MINPHYSICAL_ADD,공격력 증가,11,25
2093,740,DAMAGE_MINPHYSICAL_ADD,공격력 증가,11,25
2093,741,DAMAGE_MINPHYSICAL_ADD,공격력 증가,11,25
2093,742,DAMAGE_MINPHYSICAL_ADD,공격력 증가,11,25
2093,743,DAMAGE_MINPHYSICAL_ADD,공격력 증가,11,25
2093,744,DAMAGE_MINPHYSICAL_ADD,공격력 증가,11,25
2093,745,DAMAGE_MINPHYSICAL_ADD,공격력 증가,11,25
2093,746,SPEED_ATTACK_MUL,공격속도 증가,1,1
2093,747,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2093,748,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2094,749,DAMAGE_MINPHYSICAL_ADD,공격력 증가,25,35
2094,750,DAMAGE_MINPHYSICAL_ADD,공격력 증가,25,35
2094,751,DAMAGE_MINPHYSICAL_ADD,공격력 증가,25,35
2094,752,DAMAGE_MINPHYSICAL_ADD,공격력 증가,25,35
2094,753,DAMAGE_MINPHYSICAL_ADD,공격력 증가,25,35
2094,754,DAMAGE_MINPHYSICAL_ADD,공격력 증가,25,35
2094,755,DAMAGE_MINPHYSICAL_ADD,공격력 증가,25,35
2094,756,SPEED_ATTACK_MUL,공격속도 증가,1,1
2094,757,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2094,758,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2095,759,DAMAGE_MINPHYSICAL_ADD,공격력 증가,36,49
2095,760,DAMAGE_MINPHYSICAL_ADD,공격력 증가,36,49
2095,761,DAMAGE_MINPHYSICAL_ADD,공격력 증가,36,49
2095,762,DAMAGE_MINPHYSICAL_ADD,공격력 증가,36,49
2095,763,DAMAGE_MINPHYSICAL_ADD,공격력 증가,36,49
2095,764,DAMAGE_MINPHYSICAL_ADD,공격력 증가,36,49
2095,765,DAMAGE_MINPHYSICAL_ADD,공격력 증가,36,49
2095,766,SPEED_ATTACK_MUL,공격속도 증가,1,1
2095,767,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2095,768,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2096,769,DAMAGE_MINPHYSICAL_ADD,공격력 증가,49,57
2096,770,DAMAGE_MINPHYSICAL_ADD,공격력 증가,49,57
2096,771,DAMAGE_MINPHYSICAL_ADD,공격력 증가,49,57
