옵션레벨,옵션 인덱스,타입,타입 설명,최소값,최대
1362,37225,DAMAGE_MINPHYSICAL_ADD,Physical Attack +,43,59
1362,37226,DAMAGE_MINPHYSICAL_ADD,Physical Attack +,43,59
1362,37227,DAMAGE_MINPHYSICAL_ADD,Physical Attack +,43,59
1363,37241,RATING_CRITICAL_ADD,Critical Rate +%,1,1
1363,37242,DAMAGE_MINPHYSICAL_ADD,Physical Attack +,60,64
1363,37243,DAMAGE_MINPHYSICAL_ADD,Physical Attack +,60,64
1363,37244,DAMAGE_MINPHYSICAL_ADD,Physical Attack +,60,64
1363,37245,DAMAGE_MINPHYSICAL_ADD,Physical Attack +,60,64
1363,37246,DAMAGE_MINPHYSICAL_ADD,Physical Attack +,60,64
1363,37247,DAMAGE_MINPHYSICAL_ADD,Physical Attack +,60,64
1364,37261,RATING_CRITICAL_ADD,Critical Rate +%,1,1
1364,37262,DAMAGE_MINPHYSICAL_ADD,Physical Attack +,64,74
1364,37263,DAMAGE_MINPHYSICAL_ADD,Physical Attack +,64,74
1364,37264,DAMAGE_MINPHYSICAL_ADD,Physical Attack +,64,74
1364,37265,DAMAGE_MINPHYSICAL_ADD,Physical Attack +,64,74
1364,37266,DAMAGE_MINPHYSICAL_ADD,Physical Attack +,64,74
1364,37267,DAMAGE_MINPHYSICAL_ADD,Physical Attack +,64,74
1401,38001,DAMAGE_MINMAGICAL_ADD,Magic Attack +,22,31
1401,38002,DAMAGE_MINMAGICAL_ADD,Magic Attack +,22,31
1401,38003,DAMAGE_MINMAGICAL_ADD,Magic Attack +,22,31
1401,38004,DAMAGE_MINMAGICAL_ADD,Magic Attack +,22,31
1401,38005,DAMAGE_MINMAGICAL_ADD,Magic Attack +,22,31
1401,38006,DAMAGE_MINMAGICAL_ADD,Magic Attack +,22,31
1401,38007,DAMAGEADD_FIRE_ADD,Additional Elemental Damage FIRE +,31,44
1401,38008,DAMAGEADD_ICE_ADD,Additional Elemental Damage ICE +,31,44
1401,38009,DAMAGEADD_LIGHTNING_ADD,Additional Elemental Damage LIGHTNING +,31,44
1401,38010,RATING_CRITICAL_ADD,Critical Rate +%,1,1
1402,38021,DAMAGE_MINMAGICAL_ADD,Magic Attack +,31,52
1402,38022,DAMAGE_MINMAGICAL_ADD,Magic Attack +,31,52
1402,38023,DAMAGE_MINMAGICAL_ADD,Magic Attack +,31,52
1402,38024,DAMAGE_MINMAGICAL_ADD,Magic Attack +,31,52
1402,38025,DAMAGE_MINMAGICAL_ADD,Magic Attack +,31,52
1402,38026,DAMAGE_MINMAGICAL_ADD,Magic Attack +,31,52
1402,38027,DAMAGEADD_FIRE_ADD,Additional Elemental Damage FIRE +,45,71
1402,38028,DAMAGEADD_ICE_ADD,Additional Elemental Damage ICE +,45,71
1402,38029,DAMAGEADD_LIGHTNING_ADD,Additional Elemental Damage LIGHTNING +,45,71
1402,38030,RATING_CRITICAL_ADD,Critical Rate +%,1,1
1403,38041,DAMAGE_MINMAGICAL_ADD,Magic Attack +,51,56
1403,38042,DAMAGE_MINMAGICAL_ADD,Magic Attack +,51,56
1403,38043,DAMAGE_MINMAGICAL_ADD,Magic Attack +,51,56
1403,38044,DAMAGE_MINMAGICAL_ADD,Magic Attack +,51,56
1403,38045,DAMAGE_MINMAGICAL_ADD,Magic Attack +,51,56
1403,38046,DAMAGE_MINMAGICAL_ADD,Magic Attack +,51,56
1403,38047,DAMAGEADD_FIRE_ADD,Additional Elemental Damage FIRE +,72,79
1403,38048,DAMAGEADD_ICE_ADD,Additional Elemental Damage ICE +,72,79
1403,38049,DAMAGEADD_LIGHTNING_ADD,Additional Elemental Damage LIGHTNING +,72,79
1403,38050,RATING_CRITICAL_ADD,Critical Rate +%,1,1
1404,38061,DAMAGE_MINMAGICAL_ADD,Magic Attack +,57,62
1404,38062,DAMAGE_MINMAGICAL_ADD,Magic Attack +,57,62
1404,38063,DAMAGE_MINMAGICAL_ADD,Magic Attack +,57,62
1404,38064,DAMAGE_MINMAGICAL_ADD,Magic Attack +,57,62
1404,38065,DAMAGE_MINMAGICAL_ADD,Magic Attack +,57,62
1404,38066,DAMAGE_MINMAGICAL_ADD,Magic Attack +,57,62
1404,38067,DAMAGEADD_FIRE_ADD,Additional Elemental Damage FIRE +,80,87
1404,38068,DAMAGEADD_ICE_ADD,Additional Elemental Damage ICE +,80,87
1404,38069,DAMAGEADD_LIGHTNING_ADD,Additional Elemental Damage LIGHTNING +,80,87
1404,38070,RATING_CRITICAL_ADD,Critical Rate +%,1,2
1441,38801,DAMAGE_MINMAGICAL_ADD,Magic Attack +,22,31
1441,38802,DAMAGE_MINMAGICAL_ADD,Magic Attack +,22,31
1441,38803,DAMAGE_MINMAGICAL_ADD,Magic Attack +,22,31
1441,38804,DAMAGE_MINMAGICAL_ADD,Magic Attack +,22,31
1441,38805,DAMAGE_MINMAGICAL_ADD,Magic Attack +,22,31
1441,38806,DAMAGE_MINMAGICAL_ADD,Magic Attack +,22,31
1441,38807,DAMAGERATE_CRITICAL_ADD,Critical Attack +%,1,3
1441,38808,DAMAGERATE_CRITICAL_ADD,Critical Attack +%,1,3
1441,38809,DAMAGERATE_CRITICAL_ADD,Critical Attack +%,1,3
1441,38810,RATING_CRITICAL_ADD,Critical Rate +%,1,1
1442,38821,DAMAGE_MINMAGICAL_ADD,Magic Attack +,31,52
1442,38822,DAMAGE_MINMAGICAL_ADD,Magic Attack +,31,52
1442,38823,DAMAGE_MINMAGICAL_ADD,Magic Attack +,31,52
1442,38824,DAMAGE_MINMAGICAL_ADD,Magic Attack +,31,52
1442,38825,DAMAGE_MINMAGICAL_ADD,Magic Attack +,31,52
1442,38826,DAMAGE_MINMAGICAL_ADD,Magic Attack +,31,52
1442,38827,DAMAGERATE_CRITICAL_ADD,Critical Attack +%,4,6
1442,38828,DAMAGERATE_CRITICAL_ADD,Critical Attack +%,4,6
1442,38829,DAMAGERATE_CRITICAL_ADD,Critical Attack +%,4,6
1442,38830,RATING_CRITICAL_ADD,Critical Rate +%,1,1
1443,38841,DAMAGE_MINMAGICAL_ADD,Magic Attack +,51,56
1443,38842,DAMAGE_MINMAGICAL_ADD,Magic Attack +,51,56
1443,38843,DAMAGE_MINMAGICAL_ADD,Magic Attack +,51,56
1443,38844,DAMAGE_MINMAGICAL_ADD,Magic Attack +,51,56
1443,38845,DAMAGE_MINMAGICAL_ADD,Magic Attack +,51,56
1443,38846,DAMAGE_MINMAGICAL_ADD,Magic Attack +,51,56
1443,38847,DAMAGERATE_CRITICAL_ADD,Critical Attack +%,7,9
1443,38848,DAMAGERATE_CRITICAL_ADD,Critical Attack +%,7,9
1443,38849,DAMAGERATE_CRITICAL_ADD,Critical Attack +%,7,9
1443,38850,RATING_CRITICAL_ADD,Critical Rate +%,1,1
1444,38861,DAMAGE_MINMAGICAL_ADD,Magic Attack +,57,62
1444,38862,DAMAGE_MINMAGICAL_ADD,Magic Attack +,57,62
1444,38863,DAMAGE_MINMAGICAL_ADD,Magic Attack +,57,62
1444,38864,DAMAGE_MINMAGICAL_ADD,Magic Attack +,57,62
1444,38865,DAMAGE_MINMAGICAL_ADD,Magic Attack +,57,62
1444,38866,DAMAGE_MINMAGICAL_ADD,Magic Attack +,57,62
1444,38867,DAMAGERATE_CRITICAL_ADD,Critical Power +%,8,10
1444,38868,DAMAGERATE_CRITICAL_ADD,Critical Power +%,8,10
1444,38869,DAMAGERATE_CRITICAL_ADD,Critical Power +%,8,10
1444,38870,RATING_CRITICAL_ADD,Critical Rate +%,1,2
1481,39601,DAMAGE_MINPHYSICAL_ADD,Physical Attack +,25,35
1481,39602,DAMAGE_MINPHYSICAL_ADD,Physical Attack +,25,35
1481,39603,DAMAGE_MINPHYSICAL_ADD,Physical Attack +,25,35
1481,39604,DAMAGE_MINPHYSICAL_ADD,Physical Attack +,25,35
1481,39605,DAMAGEADD_POISON_ADD,Additional Elemental Damage POISON +,31,44
1481,39606,DAMAGEADD_POISON_ADD,Additional Elemental Damage POISON +,31,44
1481,39607,RATING_CRITICAL_ADD,Critical Rate +%,1,1
1481,39608,DAMAGERATE_CRITICAL_ADD,Critical Attack +%,1,2
1482,39621,DAMAGE_MINPHYSICAL_ADD,Physical Attack +,36,57
1482,39622,DAMAGE_MINPHYSICAL_ADD,Physical Attack +,36,57
1482,39623,DAMAGE_MINPHYSICAL_ADD,Physical Attack +,36,57
1482,39624,DAMAGE_MINPHYSICAL_ADD,Physical Attack +,36,57
1482,39625,DAMAGEADD_POISON_ADD,Additional Elemental Damage POISON +,45,71
1482,39626,DAMAGEADD_POISON_ADD,Additional Elemental Damage POISON +,45,71
1482,39627,RATING_CRITICAL_ADD,Critical Rate +%,1,1
1482,39628,DAMAGERATE_CRITICAL_ADD,Critical Attack +%,3,4
1483,39641,DAMAGE_MINPHYSICAL_ADD,Physical Attack +,57,62
1483,39642,DAMAGE_MINPHYSICAL_ADD,Physical Attack +,57,62
1483,39643,DAMAGE_MINPHYSICAL_ADD,Physical Attack +,57,62
1483,39644,DAMAGE_MINPHYSICAL_ADD,Physical Attack +,57,62
1483,39645,DAMAGEADD_POISON_ADD,Additional Elemental Damage POISON +,72,79
1483,39646,DAMAGEADD_POISON_ADD,Additional Elemental Damage POISON +,72,79
1483,39647,RATING_CRITICAL_ADD,Critical Rate +%,1,1
1483,39648,DAMAGERATE_CRITICAL_ADD,Critical Attack +%,5,6
1484,39661,DAMAGE_MINPHYSICAL_ADD,Physical Attack +,62,72
1484,39662,DAMAGE_MINPHYSICAL_ADD,Physical Attack +,62,72
1484,39663,DAMAGE_MINPHYSICAL_ADD,Physical Attack +,62,72
1484,39664,DAMAGE_MINPHYSICAL_ADD,Physical Attack +,62,72
1484,39665,DAMAGEADD_POISON_ADD,Additional Elemental Damage POISON +,80,87
1484,39666,DAMAGEADD_POISON_ADD,Additional Elemental Damage POISON +,80,87
1484,39667,RATING_CRITICAL_ADD,Critical Rate +%,1,1
1484,39668,DAMAGERATE_CRITICAL_ADD,Critical Power +%,6,7
1521,40401,DAMAGE_MINMAGICAL_ADD,Magic Attack +,22,31
1521,40402,DAMAGE_MINMAGICAL_ADD,Magic Attack +,22,31
1521,40403,DAMAGE_MINMAGICAL_ADD,Magic Attack +,22,31
1521,40404,DAMAGEADD_CURSE_ADD,Additional Elemental Damage CURSE +,31,44
1521,40405,DAMAGEADD_CURSE_ADD,Additional Elemental Damage CURSE +,31,44
1521,40406,DAMAGEADD_CURSE_ADD,Additional Elemental Damage CURSE +,31,44
1521,40407,RATING_CRITICAL_ADD,Critical Rate +%,1,1
1521,40408,DAMAGERATE_CRITICAL_ADD,Critical Attack +%,1,2
1522,40421,DAMAGE_MINMAGICAL_ADD,Magic Attack +,32,51
1522,40422,DAMAGE_MINMAGICAL_ADD,Magic Attack +,32,51
1522,40423,DAMAGE_MINMAGICAL_ADD,Magic Attack +,32,51
1522,40424,DAMAGEADD_CURSE_ADD,Additional Elemental Damage CURSE +,45,71
1522,40425,DAMAGEADD_CURSE_ADD,Additional Elemental Damage CURSE +,45,71
1522,40426,DAMAGEADD_CURSE_ADD,Additional Elemental Damage CURSE +,45,71
1522,40427,RATING_CRITICAL_ADD,Critical Rate +%,1,1
1522,40428,DAMAGERATE_CRITICAL_ADD,Critical Attack +%,2,3
1523,40441,DAMAGE_MINMAGICAL_ADD,Magic Attack +,51,56
1523,40442,DAMAGE_MINMAGICAL_ADD,Magic Attack +,51,56
1523,40443,DAMAGE_MINMAGICAL_ADD,Magic Attack +,51,56
1523,40444,DAMAGEADD_CURSE_ADD,Additional Elemental Damage CURSE +,72,79
1523,40445,DAMAGEADD_CURSE_ADD,Additional Elemental Damage CURSE +,72,79
1523,40446,DAMAGEADD_CURSE_ADD,Additional Elemental Damage CURSE +,72,79
1523,40447,RATING_CRITICAL_ADD,Critical Rate +%,1,1
1523,40448,DAMAGERATE_CRITICAL_ADD,Critical Attack +%,3,4
1524,40461,DAMAGE_MINMAGICAL_ADD,Magic Attack +,57,62
1524,40462,DAMAGE_MINMAGICAL_ADD,Magic Attack +,57,62
1524,40463,DAMAGE_MINMAGICAL_ADD,Magic Attack +,57,62
1524,40464,DAMAGEADD_CURSE_ADD,Additional Elemental Damage CURSE +,80,87
1524,40465,DAMAGEADD_CURSE_ADD,Additional Elemental Damage CURSE +,80,87
1524,40466,DAMAGEADD_CURSE_ADD,Additional Elemental Damage CURSE +,80,87
1524,40467,RATING_CRITICAL_ADD,Critical Rate +%,1,2
1524,40468,DAMAGERATE_CRITICAL_ADD,Critical Power +%,4,5
1561,41201,SPEED_ATTACK_MUL,Attack Speed +%,1,1
1561,41202,RATING_CRITICAL_ADD,Critical Rate +%,1,1
1561,41203,RATING_BLOCKING_ADD,Chance to Block +%,1,1
1561,41204,DAMAGE_MINPHYSICAL_ADD,Physical Attack +,36,49
1561,41205,DAMAGE_MINPHYSICAL_ADD,Physical Attack +,36,49
1561,41206,DAMAGE_MINPHYSICAL_ADD,Physical Attack +,36,49
1561,41207,DAMAGE_MINPHYSICAL_ADD,Physical Attack +,36,49
1561,41208,DAMAGE_MINPHYSICAL_ADD,Physical Attack +,36,49
1561,41209,DAMAGE_MINPHYSICAL_ADD,Physical Attack +,36,49
1561,41210,DAMAGE_MINPHYSICAL_ADD,Physical Attack +,36,49
1561,41211,DAMAGERATE_CRITICAL_ADD,Critical Attack +%,1,3
1562,41221,SPEED_ATTACK_MUL,Attack Speed +%,1,1
1562,41222,RATING_CRITICAL_ADD,Critical Rate +%,1,1
1562,41223,RATING_BLOCKING_ADD,Chance to Block +%,1,1
1562,41224,DAMAGE_MINPHYSICAL_ADD,Physical Attack +,49,62
1562,41225,DAMAGE_MINPHYSICAL_ADD,Physical Attack +,49,62
1562,41226,DAMAGE_MINPHYSICAL_ADD,Physical Attack +,49,62
1562,41227,DAMAGE_MINPHYSICAL_ADD,Physical Attack +,49,62
1562,41228,DAMAGE_MINPHYSICAL_ADD,Physical Attack +,49,62
1562,41229,DAMAGE_MINPHYSICAL_ADD,Physical Attack +,49,62
1562,41230,DAMAGE_MINPHYSICAL_ADD,Physical Attack +,49,62
1562,41231,DAMAGERATE_CRITICAL_ADD,Critical Attack +%,4,6
1563,41241,SPEED_ATTACK_MUL,Attack Speed +%,1,1
1563,41242,RATING_CRITICAL_ADD,Critical Rate +%,1,1
1563,41243,RATING_BLOCKING_ADD,Chance to Block +%,1,1
1563,41244,DAMAGE_MINPHYSICAL_ADD,Physical Attack +,62,67
1563,41245,DAMAGE_MINPHYSICAL_ADD,Physical Attack +,62,67
1563,41246,DAMAGE_MINPHYSICAL_ADD,Physical Attack +,62,67
1563,41247,DAMAGE_MINPHYSICAL_ADD,Physical Attack +,62,67
1563,41248,DAMAGE_MINPHYSICAL_ADD,Physical Attack +,62,67
1563,41249,DAMAGE_MINPHYSICAL_ADD,Physical Attack +,62,67
1563,41250,DAMAGE_MINPHYSICAL_ADD,Physical Attack +,62,67
1563,41251,DAMAGERATE_CRITICAL_ADD,Critical Attack +%,7,9
1564,41261,SPEED_ATTACK_MUL,Attack Speed +%,2,2
1564,41262,RATING_CRITICAL_ADD,Critical Rate +%,2,2
1564,41263,RATING_BLOCKING_ADD,Blocking Rate +%,2,2
1564,41264,DAMAGE_MINPHYSICAL_ADD,Physical Attack +,67,77
1564,41265,DAMAGE_MINPHYSICAL_ADD,Physical Attack +,67,77
1564,41266,DAMAGE_MINPHYSICAL_ADD,Physical Attack +,67,77
1564,41267,DAMAGE_MINPHYSICAL_ADD,Physical Attack +,67,77
1564,41268,DAMAGE_MINPHYSICAL_ADD,Physical Attack +,67,77
1564,41269,DAMAGE_MINPHYSICAL_ADD,Physical Attack +,67,77
1564,41270,DAMAGE_MINPHYSICAL_ADD,Physical Attack +,67,77
1564,41271,DAMAGERATE_CRITICAL_ADD,Critical Power +%,8,10
