2005-11-10 17:32,Name,Rank,Type,Code,Attribute,Quality,Job,Appraisal,Value,Weight,ReqLv,Price,Width,Height,StackNumber,AutoStack,StackDrop_Min,StackDrop_Max,Has_Durability,Can_Repair,Durability_Low,Durability_Normal,Durability_High,DropRate_LowQuality,DropRate_NormalQuality,DropRate_HighQuality,No Data,Wear : Range,Wear : Speed,Wear : CriticalRate,Wear : Drop LV,Wear : Drop Option Number,Wear : Drop Socket 1EA Rate,Wear : Drop Socket 2EA Rate,Wear : Drop Socket 3EA Rate,Wear : Drop Socket 4EA Rate,Wear : Small Monster Attack Addition,Wear : Middle Monster Attack Addition,Wear : Large Monster Attack Addition,Wear : Boss Monster Attack Addition,Wear : Undead Monster Attack Addition,Option Index 1,Option Value 1,Option Index 2,Option Value 2,Option Index 3,Option Value 3,Option Index 4,Option Value 4,Option Index 5,Option Value 5,Option Index 6,Option Value 6,MinOption1,MaxOption1,MinOption2,MaxOption2,MinOption3,MaxOption3,Level 0 Item LV,Level 0 Melee Min Attack,Level 0 Melee Max Attack,Level 0 Magic Min Attack,Level 0 Magic Max Attack,Level 0 Defance Min,Level 0 Defance Max,Level 0 Blocking Rate,Level 0 Critical Bonus,Level 0 Str Request,Level 0 Dex Request,Level 0 Spr Request,Level 0 Appraisal Addition,BeforeLevelIndex,NextLevelIndex
17087,Çª¸£Ã¼¸®¸¶ ¾Æ¸Ó +7,0,5,1,0,27,0010-0000-0000-0000-0000-0000-0000-0000,1500,0,1,79,54775,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1547,1,1,0,0,0,50,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,35,33,35,35,37,7,0,0,0,0,152,152,0,0,0,0,0,0,17086,17088
17088,Çª¸£Ã¼¸®¸¶ ¾Æ¸Ó +8,0,5,1,0,27,0010-0000-0000-0000-0000-0000-0000-0000,1500,0,1,79,54775,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1548,1,1,0,0,0,50,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,35,33,35,35,37,8,0,0,0,0,162,162,0,0,0,0,0,0,17087,17089
17089,Çª¸£Ã¼¸®¸¶ ¾Æ¸Ó +9,0,5,1,0,27,0010-0000-0000-0000-0000-0000-0000-0000,1500,0,1,79,54775,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1549,1,1,0,0,0,50,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,35,33,35,35,37,9,0,0,0,0,172,172,0,0,0,0,0,0,17088,0
708,¼Ö·Õ°í½º ¾Æ¸Ó,0,5,1,0,27,0010-0000-0000-0000-0000-0000-0000-0000,1500,0,1,91,93967,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1550,1,1,0,0,0,50,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,35,33,35,35,37,0,0,0,0,0,133,133,0,0,0,0,0,0,0,17091
17091,¼Ö·Õ°í½º ¾Æ¸Ó +1,0,5,1,0,27,0010-0000-0000-0000-0000-0000-0000-0000,1500,0,1,91,93967,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1551,1,1,0,0,0,50,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,35,33,35,35,37,1,0,0,0,0,135,135,0,0,0,0,0,0,708,17092
17092,¼Ö·Õ°í½º ¾Æ¸Ó +2,0,5,1,0,27,0010-0000-0000-0000-0000-0000-0000-0000,1500,0,1,91,93967,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1552,1,1,0,0,0,50,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,35,33,35,35,37,2,0,0,0,0,138,138,0,0,0,0,0,0,17091,17093
17093,¼Ö·Õ°í½º ¾Æ¸Ó +3,0,5,1,0,27,0010-0000-0000-0000-0000-0000-0000-0000,1500,0,1,91,93967,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1553,1,1,0,0,0,50,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,35,33,35,35,37,3,0,0,0,0,142,142,0,0,0,0,0,0,17092,17094
17094,¼Ö·Õ°í½º ¾Æ¸Ó +4,0,5,1,0,27,0010-0000-0000-0000-0000-0000-0000-0000,1500,0,1,91,93967,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1554,1,1,0,0,0,50,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,35,33,35,35,37,4,0,0,0,0,148,148,0,0,0,0,0,0,17093,17095
17095,¼Ö·Õ°í½º ¾Æ¸Ó +5,0,5,1,0,27,0010-0000-0000-0000-0000-0000-0000-0000,1500,0,1,91,93967,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1555,1,1,0,0,0,50,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,35,33,35,35,37,5,0,0,0,0,156,156,0,0,0,0,0,0,17094,17096
17096,¼Ö·Õ°í½º ¾Æ¸Ó +6,0,5,1,0,27,0010-0000-0000-0000-0000-0000-0000-0000,1500,0,1,91,93967,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1556,1,1,0,0,0,50,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,35,33,35,35,37,6,0,0,0,0,166,166,0,0,0,0,0,0,17095,17097
17097,¼Ö·Õ°í½º ¾Æ¸Ó +7,0,5,1,0,27,0010-0000-0000-0000-0000-0000-0000-0000,1500,0,1,91,93967,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1557,1,1,0,0,0,50,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,35,33,35,35,37,7,0,0,0,0,176,176,0,0,0,0,0,0,17096,17098
17098,¼Ö·Õ°í½º ¾Æ¸Ó +8,0,5,1,0,27,0010-0000-0000-0000-0000-0000-0000-0000,1500,0,1,91,93967,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1558,1,1,0,0,0,50,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,35,33,35,35,37,8,0,0,0,0,186,186,0,0,0,0,0,0,17097,17099
17099,¼Ö·Õ°í½º ¾Æ¸Ó +9,0,5,1,0,27,0010-0000-0000-0000-0000-0000-0000-0000,1500,0,1,91,93967,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1559,1,1,0,0,0,50,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,35,33,35,35,37,9,0,0,0,0,196,196,0,0,0,0,0,0,17098,0
751,¾ÆÄÉÀÎ ÆÒÃ÷,0,5,2,0,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,2,18,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1560,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,5,5,0,0,0,0,0,5,5,0,0,0,0,0,0,0,17501
17501,¾ÆÄÉÀÎ ÆÒÃ÷ +1,0,5,2,0,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,2,18,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1561,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,5,5,1,0,0,0,0,7,7,0,0,0,0,0,0,751,17502
17502,¾ÆÄÉÀÎ ÆÒÃ÷ +2,0,5,2,0,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,2,18,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1562,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,5,5,2,0,0,0,0,10,10,0,0,0,0,0,0,17501,17503
17503,¾ÆÄÉÀÎ ÆÒÃ÷ +3,0,5,2,0,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,2,18,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1563,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,5,5,3,0,0,0,0,14,14,0,0,0,0,0,0,17502,17504
17504,¾ÆÄÉÀÎ ÆÒÃ÷ +4,0,5,2,0,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,2,18,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1564,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,5,5,4,0,0,0,0,19,19,0,0,0,0,0,0,17503,17505
17505,¾ÆÄÉÀÎ ÆÒÃ÷ +5,0,5,2,0,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,2,18,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1565,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,5,5,5,0,0,0,0,25,25,0,0,0,0,0,0,17504,17506
17506,¾ÆÄÉÀÎ ÆÒÃ÷ +6,0,5,2,0,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,2,18,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1566,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,5,5,6,0,0,0,0,32,32,0,0,0,0,0,0,17505,17507
17507,¾ÆÄÉÀÎ ÆÒÃ÷ +7,0,5,2,0,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,2,18,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1567,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,5,5,7,0,0,0,0,39,39,0,0,0,0,0,0,17506,17508
17508,¾ÆÄÉÀÎ ÆÒÃ÷ +8,0,5,2,0,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,2,18,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1568,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,5,5,8,0,0,0,0,46,46,0,0,0,0,0,0,17507,17509
17509,¾ÆÄÉÀÎ ÆÒÃ÷ +9,0,5,2,0,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,2,18,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1569,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,5,5,9,0,0,0,0,53,53,0,0,0,0,0,0,17508,0
752,´ÙÀÌ¾î ÆÒÃ÷,0,5,2,0,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,14,213,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1570,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,5,5,0,0,0,0,0,16,16,0,0,0,0,0,0,0,17511
17511,´ÙÀÌ¾î ÆÒÃ÷ +1,0,5,2,0,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,14,213,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1571,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,5,5,1,0,0,0,0,18,18,0,0,0,0,0,0,752,17512
17512,´ÙÀÌ¾î ÆÒÃ÷ +2,0,5,2,0,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,14,213,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1572,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,5,5,2,0,0,0,0,21,21,0,0,0,0,0,0,17511,17513
17513,´ÙÀÌ¾î ÆÒÃ÷ +3,0,5,2,0,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,14,213,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1573,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,5,5,3,0,0,0,0,25,25,0,0,0,0,0,0,17512,17514
17514,´ÙÀÌ¾î ÆÒÃ÷ +4,0,5,2,0,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,14,213,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1574,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,5,5,4,0,0,0,0,30,30,0,0,0,0,0,0,17513,17515
17515,´ÙÀÌ¾î ÆÒÃ÷ +5,0,5,2,0,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,14,213,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1575,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,5,5,5,0,0,0,0,36,36,0,0,0,0,0,0,17514,17516
17516,´ÙÀÌ¾î ÆÒÃ÷ +6,0,5,2,0,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,14,213,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1576,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,5,5,6,0,0,0,0,43,43,0,0,0,0,0,0,17515,17517
17517,´ÙÀÌ¾î ÆÒÃ÷ +7,0,5,2,0,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,14,213,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1577,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,5,5,7,0,0,0,0,50,50,0,0,0,0,0,0,17516,17518
17518,´ÙÀÌ¾î ÆÒÃ÷ +8,0,5,2,0,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,14,213,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1578,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,5,5,8,0,0,0,0,57,57,0,0,0,0,0,0,17517,17519
17519,´ÙÀÌ¾î ÆÒÃ÷ +9,0,5,2,0,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,14,213,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1579,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,5,5,9,0,0,0,0,64,64,0,0,0,0,0,0,17518,0
753,³ëºí¿ÀÄ¿ ÆÒÃ÷,0,5,2,0,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,27,904,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1580,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,4,5,6,0,0,0,0,0,27,27,0,0,0,0,0,0,0,17521
17521,³ëºí¿ÀÄ¿ ÆÒÃ÷ +1,0,5,2,0,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,27,904,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1581,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,4,5,6,1,0,0,0,0,29,29,0,0,0,0,0,0,753,17522
17522,³ëºí¿ÀÄ¿ ÆÒÃ÷ +2,0,5,2,0,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,27,904,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1582,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,4,5,6,2,0,0,0,0,32,32,0,0,0,0,0,0,17521,17523
17523,³ëºí¿ÀÄ¿ ÆÒÃ÷ +3,0,5,2,0,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,27,904,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1583,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,4,5,6,3,0,0,0,0,36,36,0,0,0,0,0,0,17522,17524
17524,³ëºí¿ÀÄ¿ ÆÒÃ÷ +4,0,5,2,0,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,27,904,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1584,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,3,0,0,0,0,0,0,0,0,0,0,2,3,3,4,5,6,4,0,0,0,0,41,41,0,0,0,0,0,0,17523,17525
17525,³ëºí¿ÀÄ¿ ÆÒÃ÷ +5,0,5,2,0,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,27,904,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1585,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,4,0,0,0,0,0,0,0,0,0,0,2,3,3,4,5,6,5,0,0,0,0,47,47,0,0,0,0,0,0,17524,17526
17526,³ëºí¿ÀÄ¿ ÆÒÃ÷ +6,0,5,2,0,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,27,904,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1586,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,5,0,0,0,0,0,0,0,0,0,0,2,3,3,4,5,6,6,0,0,0,0,54,54,0,0,0,0,0,0,17525,17527
17527,³ëºí¿ÀÄ¿ ÆÒÃ÷ +7,0,5,2,0,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,27,904,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1587,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,6,0,0,0,0,0,0,0,0,0,0,2,3,3,4,5,6,7,0,0,0,0,61,61,0,0,0,0,0,0,17526,17528
17528,³ëºí¿ÀÄ¿ ÆÒÃ÷ +8,0,5,2,0,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,27,904,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1588,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,7,0,0,0,0,0,0,0,0,0,0,2,3,3,4,5,6,8,0,0,0,0,68,68,0,0,0,0,0,0,17527,17529
17529,³ëºí¿ÀÄ¿ ÆÒÃ÷ +9,0,5,2,0,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,27,904,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1589,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,10,0,0,0,0,0,0,0,0,0,0,2,3,3,4,5,6,9,0,0,0,0,75,75,0,0,0,0,0,0,17528,0
754,ºñ¾ÓÄ« ÆÒÃ÷,0,5,2,0,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,40,3627,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1590,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,4,5,6,0,0,0,0,0,39,39,0,0,0,0,0,0,0,17531
17531,ºñ¾ÓÄ« ÆÒÃ÷ +1,0,5,2,0,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,40,3627,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1591,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,4,5,6,1,0,0,0,0,41,41,0,0,0,0,0,0,754,17532
17532,ºñ¾ÓÄ« ÆÒÃ÷ +2,0,5,2,0,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,40,3627,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1592,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,4,5,6,2,0,0,0,0,44,44,0,0,0,0,0,0,17531,17533
17533,ºñ¾ÓÄ« ÆÒÃ÷ +3,0,5,2,0,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,40,3627,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1593,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,4,5,6,3,0,0,0,0,48,48,0,0,0,0,0,0,17532,17534
17534,ºñ¾ÓÄ« ÆÒÃ÷ +4,0,5,2,0,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,40,3627,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1594,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,3,0,0,0,0,0,0,0,0,0,0,2,4,3,4,5,6,4,0,0,0,0,53,53,0,0,0,0,0,0,17533,17535
17535,ºñ¾ÓÄ« ÆÒÃ÷ +5,0,5,2,0,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,40,3627,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1595,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,4,0,0,0,0,0,0,0,0,0,0,2,4,3,4,5,6,5,0,0,0,0,59,59,0,0,0,0,0,0,17534,17536
17536,ºñ¾ÓÄ« ÆÒÃ÷ +6,0,5,2,0,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,40,3627,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1596,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,5,0,0,0,0,0,0,0,0,0,0,2,4,3,4,5,6,6,0,0,0,0,66,66,0,0,0,0,0,0,17535,17537
17537,ºñ¾ÓÄ« ÆÒÃ÷ +7,0,5,2,0,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,40,3627,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1597,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,6,0,0,0,0,0,0,0,0,0,0,2,4,3,4,5,6,7,0,0,0,0,73,73,0,0,0,0,0,0,17536,17538
17538,ºñ¾ÓÄ« ÆÒÃ÷ +8,0,5,2,0,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,40,3627,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1598,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,7,0,0,0,0,0,0,0,0,0,0,2,4,3,4,5,6,8,0,0,0,0,80,80,0,0,0,0,0,0,17537,17539
17539,ºñ¾ÓÄ« ÆÒÃ÷ +9,0,5,2,0,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,40,3627,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1599,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,10,0,0,0,0,0,0,0,0,0,0,2,4,3,4,5,6,9,0,0,0,0,87,87,0,0,0,0,0,0,17538,0
755,¾ÖÇÁ¸®Æ® ÆÒÃ÷,0,5,2,0,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,52,9476,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1600,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,5,5,7,0,0,0,0,0,51,51,0,0,0,0,0,0,0,17541
17541,¾ÖÇÁ¸®Æ® ÆÒÃ÷ +1,0,5,2,0,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,52,9476,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1601,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,5,5,7,1,0,0,0,0,53,53,0,0,0,0,0,0,755,17542
17542,¾ÖÇÁ¸®Æ® ÆÒÃ÷ +2,0,5,2,0,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,52,9476,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1602,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,5,5,7,2,0,0,0,0,56,56,0,0,0,0,0,0,17541,17543
17543,¾ÖÇÁ¸®Æ® ÆÒÃ÷ +3,0,5,2,0,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,52,9476,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1603,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,5,5,7,3,0,0,0,0,60,60,0,0,0,0,0,0,17542,17544
17544,¾ÖÇÁ¸®Æ® ÆÒÃ÷ +4,0,5,2,0,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,52,9476,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1604,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,3,0,0,0,0,0,0,0,0,0,0,2,4,3,5,5,7,4,0,0,0,0,65,65,0,0,0,0,0,0,17543,17545
17545,¾ÖÇÁ¸®Æ® ÆÒÃ÷ +5,0,5,2,0,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,52,9476,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1605,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,4,0,0,0,0,0,0,0,0,0,0,2,4,3,5,5,7,5,0,0,0,0,71,71,0,0,0,0,0,0,17544,17546
17546,¾ÖÇÁ¸®Æ® ÆÒÃ÷ +6,0,5,2,0,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,52,9476,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1606,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,5,0,0,0,0,0,0,0,0,0,0,2,4,3,5,5,7,6,0,0,0,0,78,78,0,0,0,0,0,0,17545,17547
17547,¾ÖÇÁ¸®Æ® ÆÒÃ÷ +7,0,5,2,0,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,52,9476,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1607,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,6,0,0,0,0,0,0,0,0,0,0,2,4,3,5,5,7,7,0,0,0,0,85,85,0,0,0,0,0,0,17546,17548
17548,¾ÖÇÁ¸®Æ® ÆÒÃ÷ +8,0,5,2,0,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,52,9476,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1608,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,7,0,0,0,0,0,0,0,0,0,0,2,4,3,5,5,7,8,0,0,0,0,92,92,0,0,0,0,0,0,17547,17549
17549,¾ÖÇÁ¸®Æ® ÆÒÃ÷ +9,0,5,2,0,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,52,9476,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1609,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,10,0,0,0,0,0,0,0,0,0,0,2,4,3,5,5,7,9,0,0,0,0,99,99,0,0,0,0,0,0,17548,0
756,ÇÇ´Ð½º ÆÒÃ÷,0,5,2,0,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,64,20555,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1610,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,5,5,7,0,0,0,0,0,65,65,0,0,0,0,0,0,0,17551
17551,ÇÇ´Ð½º ÆÒÃ÷ +1,0,5,2,0,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,64,20555,2,2,0,0,1,1,0,0,15,35,50,3,2,1,1611,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,5,5,7,1,0,0,0,0,67,67,0,0,0,0,0,0,756,17552
