39317.43958,Name,Rank,Type,Code,Attribute,Description,Quality,Job,Appraisal,Value,Weight,ReqLv,Price,Width,Height,StackNumber,AutoStack,StackDrop_Min,StackDrop_Max,Has_Durability,Can_Repair,Durability_Low,Durability_Normal,Durability_High,DropRate_LowQuality,DropRate_NormalQuality,DropRate_HighQuality,No Data,Wear : Range,Wear : Speed,Wear : CriticalRate,Wear : Drop LV,Wear : Drop Option Number,Wear : Drop Socket 1EA Rate,Wear : Drop Socket 2EA Rate,Wear : Drop Socket 3EA Rate,Wear : Drop Socket 4EA Rate,Wear : Small Monster Attack Addition,Wear : Middle Monster Attack Addition,Wear : Large Monster Attack Addition,Wear : Boss Monster Attack Addition,Wear : Undead Monster Attack Addition,Option Index 1,Option Value 1,Option Index 2,Option Value 2,Option Index 3,Option Value 3,Option Index 4,Option Value 4,Option Index 5,Option Value 5,Option Index 6,Option Value 6,MinOption1,MaxOption1,MinOption2,MaxOption2,MinOption3,MaxOption3,Level 0 Item LV,Level 0 Melee Min Attack,Level 0 Melee Max Attack,Level 0 Magic Min Attack,Level 0 Magic Max Attack,Level 0 Defance Min,Level 0 Defance Max,Level 0 Blocking Rate,Level 0 Critical Bonus,Level 0 Str Request,Level 0 Dex Request,Level 0 Spr Request,Level 0 Appraisal Addition,BeforeLevelIndex,NextLevelIndex,Period,IsLimit,PeriodBreak,Belong,NextShape
12544,Garuda Pants +4,0,5,2,0,1282,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,52,9476,2,2,0,0,1,1,0,0,15,35,50,3,2,1,694,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,3,0,0,0,0,0,0,0,0,0,0,2002,2004,2003,2005,2005,2007,4,0,0,0,0,62,62,0,0,0,0,0,0,12543,12545,0,0,1,0,0
12545,Garuda Pants +5,0,5,2,0,1282,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,52,9476,2,2,0,0,1,1,0,0,15,35,50,3,2,1,695,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,4,0,0,0,0,0,0,0,0,0,0,2002,2004,2003,2005,2005,2007,5,0,0,0,0,68,68,0,0,0,0,0,0,12544,12546,0,0,1,0,0
12546,Garuda Pants +6,0,5,2,0,1282,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,52,9476,2,2,0,0,1,1,0,0,15,35,50,3,2,1,696,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,5,0,0,0,0,0,0,0,0,0,0,2002,2004,2003,2005,2005,2007,6,0,0,0,0,76,76,0,0,0,0,0,0,12545,12547,0,0,1,0,0
12547,Garuda Pants +7,0,5,2,0,1282,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,52,9476,2,2,0,0,1,1,0,0,15,35,50,3,2,1,697,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,6,0,0,0,0,0,0,0,0,0,0,2002,2004,2003,2005,2005,2007,7,0,0,0,0,85,85,0,0,0,0,0,0,12546,12548,0,0,1,0,0
12548,Garuda Pants +8,0,5,2,0,1282,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,52,9476,2,2,0,0,1,1,0,0,15,35,50,3,2,1,698,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,7,0,0,0,0,0,0,0,0,0,0,2002,2004,2003,2005,2005,2007,8,0,0,0,0,96,96,0,0,0,0,0,0,12547,12549,0,0,1,0,0
12549,Garuda Pants +9,0,5,2,0,1282,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,52,9476,2,2,0,0,1,1,0,0,15,35,50,3,2,1,699,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,10,0,0,0,0,0,0,0,0,0,0,2002,2004,2003,2005,2005,2007,9,0,0,0,0,110,110,0,0,0,0,0,0,12548,0,0,0,1,0,0
256,Astral Pants,0,5,2,0,1282,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,64,20555,2,2,0,0,1,1,0,0,15,35,50,3,2,1,700,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,0,0,0,0,0,62,62,0,0,0,0,0,0,0,12551,0,0,1,0,0
12551,Astral Pants +1,0,5,2,0,1282,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,64,20555,2,2,0,0,1,1,0,0,15,35,50,3,2,1,701,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,1,0,0,0,0,64,64,0,0,0,0,0,0,256,12552,0,0,1,0,0
12552,Astral Pants +2,0,5,2,0,1282,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,64,20555,2,2,0,0,1,1,0,0,15,35,50,3,2,1,702,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,2,0,0,0,0,67,67,0,0,0,0,0,0,12551,12553,0,0,1,0,0
12553,Astral Pants +3,0,5,2,0,1282,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,64,20555,2,2,0,0,1,1,0,0,15,35,50,3,2,1,703,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,3,0,0,0,0,71,71,0,0,0,0,0,0,12552,12554,0,0,1,0,0
12554,Astral Pants +4,0,5,2,0,1282,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,64,20555,2,2,0,0,1,1,0,0,15,35,50,3,2,1,704,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,3,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,4,0,0,0,0,76,76,0,0,0,0,0,0,12553,12555,0,0,1,0,0
12555,Astral Pants +5,0,5,2,0,1282,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,64,20555,2,2,0,0,1,1,0,0,15,35,50,3,2,1,705,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,4,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,5,0,0,0,0,82,82,0,0,0,0,0,0,12554,12556,0,0,1,0,0
12556,Astral Pants +6,0,5,2,0,1282,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,64,20555,2,2,0,0,1,1,0,0,15,35,50,3,2,1,706,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,5,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,6,0,0,0,0,91,91,0,0,0,0,0,0,12555,12557,0,0,1,0,0
12557,Astral Pants +7,0,5,2,0,1282,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,64,20555,2,2,0,0,1,1,0,0,15,35,50,3,2,1,707,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,6,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,7,0,0,0,0,101,101,0,0,0,0,0,0,12556,12558,0,0,1,0,0
12558,Astral Pants +8,0,5,2,0,1282,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,64,20555,2,2,0,0,1,1,0,0,15,35,50,3,2,1,708,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,7,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,8,0,0,0,0,112,112,0,0,0,0,0,0,12557,12559,0,0,1,0,0
12559,Astral Pants +9,0,5,2,0,1282,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,64,20555,2,2,0,0,1,1,0,0,15,35,50,3,2,1,709,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,10,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,9,0,0,0,0,127,127,0,0,0,0,0,0,12558,0,0,0,1,0,0
257,Empress Pants,0,5,2,0,1282,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,76,39419,2,2,0,0,1,1,0,0,15,35,50,3,2,1,710,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,0,0,0,0,0,76,76,0,0,0,0,0,0,0,12581,0,0,1,0,0
12581,Empress Pants +1,0,5,2,0,1282,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,76,39419,2,2,0,0,1,1,0,0,15,35,50,3,2,1,711,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,1,0,0,0,0,78,78,0,0,0,0,0,0,257,12582,0,0,1,0,0
12582,Empress Pants +2,0,5,2,0,1282,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,76,39419,2,2,0,0,1,1,0,0,15,35,50,3,2,1,712,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,2,0,0,0,0,81,81,0,0,0,0,0,0,12581,12583,0,0,1,0,0
12583,Empress Pants +3,0,5,2,0,1282,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,76,39419,2,2,0,0,1,1,0,0,15,35,50,3,2,1,713,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,3,0,0,0,0,85,85,0,0,0,0,0,0,12582,12584,0,0,1,0,0
12584,Empress Pants +4,0,5,2,0,1282,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,76,39419,2,2,0,0,1,1,0,0,15,35,50,3,2,1,714,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,3,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,4,0,0,0,0,90,90,0,0,0,0,0,0,12583,12585,0,0,1,0,0
12585,Empress Pants +5,0,5,2,0,1282,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,76,39419,2,2,0,0,1,1,0,0,15,35,50,3,2,1,715,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,4,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,5,0,0,0,0,96,96,0,0,0,0,0,0,12584,12586,0,0,1,0,0
12586,Empress Pants +6,0,5,2,0,1282,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,76,39419,2,2,0,0,1,1,0,0,15,35,50,3,2,1,716,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,5,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,6,0,0,0,0,106,106,0,0,0,0,0,0,12585,12587,0,0,1,0,0
12587,Empress Pants +7,0,5,2,0,1282,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,76,39419,2,2,0,0,1,1,0,0,15,35,50,3,2,1,717,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,6,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,7,0,0,0,0,117,117,0,0,0,0,0,0,12586,12588,0,0,1,0,0
12588,Empress Pants +8,0,5,2,0,1282,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,76,39419,2,2,0,0,1,1,0,0,15,35,50,3,2,1,718,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,7,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,8,0,0,0,0,129,129,0,0,0,0,0,0,12587,12589,0,0,1,0,0
12589,Empress Pants +9,0,5,2,0,1282,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,76,39419,2,2,0,0,1,1,0,0,15,35,50,3,2,1,719,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,10,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,9,0,0,0,0,144,144,0,0,0,0,0,0,12588,0,0,0,1,0,0
258,Janis Pants,0,5,2,0,1282,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,88,49809,2,2,0,0,1,1,0,0,15,35,50,3,2,1,720,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,0,0,0,0,0,92,92,0,0,0,0,0,0,0,12591,0,0,1,0,0
12591,Janis Pants +1,0,5,2,0,1282,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,88,49809,2,2,0,0,1,1,0,0,15,35,50,3,2,1,721,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,1,0,0,0,0,94,94,0,0,0,0,0,0,258,12592,0,0,1,0,0
12592,Janis Pants +2,0,5,2,0,1282,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,88,49809,2,2,0,0,1,1,0,0,15,35,50,3,2,1,722,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,2,0,0,0,0,97,97,0,0,0,0,0,0,12591,12593,0,0,1,0,0
12593,Janis Pants +3,0,5,2,0,1282,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,88,49809,2,2,0,0,1,1,0,0,15,35,50,3,2,1,723,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,3,0,0,0,0,101,101,0,0,0,0,0,0,12592,12594,0,0,1,0,0
12594,Janis Pants +4,0,5,2,0,1282,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,88,49809,2,2,0,0,1,1,0,0,15,35,50,3,2,1,724,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,3,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,4,0,0,0,0,109,109,0,0,0,0,0,0,12593,12595,0,0,1,0,0
12595,Janis Pants +5,0,5,2,0,1282,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,88,49809,2,2,0,0,1,1,0,0,15,35,50,3,2,1,725,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,4,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,5,0,0,0,0,119,119,0,0,0,0,0,0,12594,12596,0,0,1,0,0
12596,Janis Pants +6,0,5,2,0,1282,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,88,49809,2,2,0,0,1,1,0,0,15,35,50,3,2,1,726,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,5,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,6,0,0,0,0,132,132,0,0,0,0,0,0,12595,12597,0,0,1,0,0
12597,Janis Pants +7,0,5,2,0,1282,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,88,49809,2,2,0,0,1,1,0,0,15,35,50,3,2,1,727,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,6,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,7,0,0,0,0,147,147,0,0,0,0,0,0,12596,12598,0,0,1,0,0
12598,Janis Pants +8,0,5,2,0,1282,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,88,49809,2,2,0,0,1,1,0,0,15,35,50,3,2,1,728,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,7,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,8,0,0,0,0,165,165,0,0,0,0,0,0,12597,12599,0,0,1,0,0
12599,Janis Pants +9,0,5,2,0,1282,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,88,49809,2,2,0,0,1,1,0,0,15,35,50,3,2,1,729,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,10,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,9,0,0,0,0,194,194,0,0,0,0,0,0,12598,0,0,0,1,0,0
259,Eunergy Pants,0,5,2,0,1282,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,100,54190,2,2,0,0,1,1,0,0,15,35,50,3,2,1,730,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,0,0,0,0,0,119,119,0,0,0,0,0,0,0,12611,0,0,1,0,0
12611,Eunergy Pants +1,0,5,2,0,1282,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,100,54190,2,2,0,0,1,1,0,0,15,35,50,3,2,1,731,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,1,0,0,0,0,121,121,0,0,0,0,0,0,259,12612,0,0,1,0,0
12612,Eunergy Pants +2,0,5,2,0,1282,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,100,54190,2,2,0,0,1,1,0,0,15,35,50,3,2,1,732,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,2,0,0,0,0,124,124,0,0,0,0,0,0,12611,12613,0,0,1,0,0
12613,Eunergy Pants +3,0,5,2,0,1282,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,100,54190,2,2,0,0,1,1,0,0,15,35,50,3,2,1,733,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,3,0,0,0,0,128,128,0,0,0,0,0,0,12612,12614,0,0,1,0,0
12614,Eunergy Pants +4,0,5,2,0,1282,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,100,54190,2,2,0,0,1,1,0,0,15,35,50,3,2,1,734,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,3,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,4,0,0,0,0,136,136,0,0,0,0,0,0,12613,12615,0,0,1,0,0
12615,Eunergy Pants +5,0,5,2,0,1282,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,100,54190,2,2,0,0,1,1,0,0,15,35,50,3,2,1,735,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,4,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,5,0,0,0,0,146,146,0,0,0,0,0,0,12614,12616,0,0,1,0,0
12616,Eunergy Pants +6,0,5,2,0,1282,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,100,54190,2,2,0,0,1,1,0,0,15,35,50,3,2,1,736,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,5,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,6,0,0,0,0,159,159,0,0,0,0,0,0,12615,12617,0,0,1,0,0
12617,Eunergy Pants +7,0,5,2,0,1282,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,100,54190,2,2,0,0,1,1,0,0,15,35,50,3,2,1,737,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,6,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,7,0,0,0,0,174,174,0,0,0,0,0,0,12616,12618,0,0,1,0,0
12618,Eunergy Pants +8,0,5,2,0,1282,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,100,54190,2,2,0,0,1,1,0,0,15,35,50,3,2,1,738,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,7,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,8,0,0,0,0,193,193,0,0,0,0,0,0,12617,12619,0,0,1,0,0
12619,Eunergy Pants +9,0,5,2,0,1282,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,100,54190,2,2,0,0,1,1,0,0,15,35,50,3,2,1,739,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,10,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,9,0,0,0,0,222,222,0,0,0,0,0,0,12618,0,0,0,1,0,0
260,Angelique Pants,0,5,2,0,1282,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,130,78468,2,2,0,0,1,1,0,0,15,35,50,3,2,1,740,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,101,102,102,651,651,0,0,0,0,0,157,157,0,0,0,0,0,0,0,12631,0,0,1,0,0
12631,Angelique Pants +1,0,5,2,0,1282,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,130,78468,2,2,0,0,1,1,0,0,15,35,50,3,2,1,741,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,101,102,102,651,651,1,0,0,0,0,159,159,0,0,0,0,0,0,260,12632,0,0,1,0,0
12632,Angelique Pants +2,0,5,2,0,1282,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,130,78468,2,2,0,0,1,1,0,0,15,35,50,3,2,1,742,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,101,102,102,651,651,2,0,0,0,0,162,162,0,0,0,0,0,0,12631,12633,0,0,1,0,0
12633,Angelique Pants +3,0,5,2,0,1282,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,130,78468,2,2,0,0,1,1,0,0,15,35,50,3,2,1,743,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,101,102,102,651,651,3,0,0,0,0,166,166,0,0,0,0,0,0,12632,12634,0,0,1,0,0
12634,Angelique Pants +4,0,5,2,0,1282,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,130,78468,2,2,0,0,1,1,0,0,15,35,50,3,2,1,744,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,3,0,0,0,0,0,0,0,0,0,0,101,101,102,102,651,651,4,0,0,0,0,175,175,0,0,0,0,0,0,12633,12635,0,0,1,0,0
12635,Angelique Pants +5,0,5,2,0,1282,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,130,78468,2,2,0,0,1,1,0,0,15,35,50,3,2,1,745,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,4,0,0,0,0,0,0,0,0,0,0,101,101,102,102,651,651,5,0,0,0,0,186,186,0,0,0,0,0,0,12634,12636,0,0,1,0,0
12636,Angelique Pants +6,0,5,2,0,1282,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,130,78468,2,2,0,0,1,1,0,0,15,35,50,3,2,1,746,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,5,0,0,0,0,0,0,0,0,0,0,101,101,102,102,651,651,6,0,0,0,0,200,200,0,0,0,0,0,0,12635,12637,0,0,1,0,0
12637,Angelique Pants +7,0,5,2,0,1282,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,130,78468,2,2,0,0,1,1,0,0,15,35,50,3,2,1,747,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,6,0,0,0,0,0,0,0,0,0,0,101,101,102,102,651,651,7,0,0,0,0,216,216,0,0,0,0,0,0,12636,12638,0,0,1,0,0
12638,Angelique Pants +8,0,5,2,0,1282,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,130,78468,2,2,0,0,1,1,0,0,15,35,50,3,2,1,748,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,7,0,0,0,0,0,0,0,0,0,0,101,101,102,102,651,651,8,0,0,0,0,236,236,0,0,0,0,0,0,12637,12639,0,0,1,0,0
12639,Angelique Pants +9,0,5,2,0,1282,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,130,78468,2,2,0,0,1,1,0,0,15,35,50,3,2,1,749,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,10,0,0,0,0,0,0,0,0,0,0,101,101,102,102,651,651,9,0,0,0,0,266,266,0,0,0,0,0,0,12638,0,0,0,1,0,0
300,Lette Pants,0,5,2,0,1282,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,114,62582,2,2,0,0,1,1,0,0,15,35,50,3,2,1,750,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,0,0,0,0,0,134,134,0,0,0,0,0,0,0,12621,0,0,1,0,0
12621,Lette Pants +1,0,5,2,0,1282,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,114,62582,2,2,0,0,1,1,0,0,15,35,50,3,2,1,751,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,1,0,0,0,0,136,136,0,0,0,0,0,0,300,12622,0,0,1,0,0
12622,Lette Pants +2,0,5,2,0,1282,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,114,62582,2,2,0,0,1,1,0,0,15,35,50,3,2,1,752,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,2,0,0,0,0,139,139,0,0,0,0,0,0,12621,12623,0,0,1,0,0
12623,Lette Pants +3,0,5,2,0,1282,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,114,62582,2,2,0,0,1,1,0,0,15,35,50,3,2,1,753,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,3,0,0,0,0,143,143,0,0,0,0,0,0,12622,12624,0,0,1,0,0
12624,Lette Pants +4,0,5,2,0,1282,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,114,62582,2,2,0,0,1,1,0,0,15,35,50,3,2,1,754,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,3,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,4,0,0,0,0,152,152,0,0,0,0,0,0,12623,12625,0,0,1,0,0
12625,Lette Pants +5,0,5,2,0,1282,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,114,62582,2,2,0,0,1,1,0,0,15,35,50,3,2,1,755,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,4,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,5,0,0,0,0,163,163,0,0,0,0,0,0,12624,12626,0,0,1,0,0
12626,Lette Pants +6,0,5,2,0,1282,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,114,62582,2,2,0,0,1,1,0,0,15,35,50,3,2,1,756,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,5,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,6,0,0,0,0,177,177,0,0,0,0,0,0,12625,12627,0,0,1,0,0
12627,Lette Pants +7,0,5,2,0,1282,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,114,62582,2,2,0,0,1,1,0,0,15,35,50,3,2,1,757,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,6,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,7,0,0,0,0,193,193,0,0,0,0,0,0,12626,12628,0,0,1,0,0
12628,Lette Pants +8,0,5,2,0,1282,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,114,62582,2,2,0,0,1,1,0,0,15,35,50,3,2,1,758,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,7,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,8,0,0,0,0,213,213,0,0,0,0,0,0,12627,12629,0,0,1,0,0
