DwInfoIndex,DwExploreRange,DwSight,DwPersuitRange,DwAvoidRange,DwExploreStandDelay,DwExploreMoveDelay,DwStandDelay,DwMoveDelay,DwFollowMyMasterRange,DwStopMasterNear,DwWarpMyMasterRange,DwCallTeamPossibelHP,DwCallTeamCount,DwBlockNFirstAttack,dwCallTeamCell,dwFollowTarget,dwSpecialAttackStartHP,dwSpecialMeleeAttackRate,dwSpecialRangeAttackRate,DwPowerAttacjStartHP,dwPowerMeleeAttackProbable,dwPowerRangeAttackProbable,DwUnderAttackAggro,DwMeleeAttackRangeInAggro,DwRangeAttackRangeInAggro,DwSightInAggro,DwDefeatAggro,DwBlockedAggro,DwSlideAggro,DwHealAggro,DwMasterUnderAttackAggro,DwMasterDefeatAggro,DwMasterBlockingAggro,DwMasterSlideAggro,DwCOmplusionUnderAttackAggro,dwMaxSummonsMonsterCount,dwReSummonsMonsterTick,dwMaxSummonsMonsterRange,dwSummonsStartPcCount,PatternType
2065,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,3,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2066,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,3,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2070,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,3,100,50,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2071,4,8,20,6,2000,2000,1200,1000,0,0,0,50,2,0,4,3,0,0,0,0,0,0,6,2,0,2,3,2,1,0,0,0,0,0,0,0,0,0,0,1
2072,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,4,100,25,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2073,4,10,20,6,2000,2000,1200,1000,0,0,0,50,2,0,4,3,0,0,0,0,0,0,6,1,0,2,3,2,1,0,0,0,0,0,0,0,0,0,0,1
2074,4,8,20,6,2000,2000,1200,1000,0,0,0,50,2,0,4,3,0,0,0,0,0,0,6,3,0,2,10,2,1,0,0,0,0,0,0,0,0,0,0,1
2101,0,0,0,0,2000,2000,1200,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,2
2102,0,0,0,0,2000,2000,1200,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,2
2103,0,0,0,0,2000,2000,1200,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,2
2104,0,0,0,0,2000,2000,1200,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,2
2105,0,0,0,0,2000,2000,1200,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,2
2106,0,0,0,0,2000,2000,1200,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,2
2107,0,0,0,0,2000,2000,1200,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,2
2151,0,0,0,0,2000,2000,1200,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,2
2152,0,0,0,0,2000,2000,1200,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,2
2201,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,3,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2202,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,3,100,50,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2203,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,3,100,50,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2204,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,3,100,50,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2251,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,3,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2252,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,3,100,30,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2253,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,3,100,30,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2254,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,3,0,0,0,100,0,30,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2255,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,3,100,30,0,100,30,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2256,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,3,0,0,0,100,0,30,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2257,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,3,100,10,0,100,50,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2258,0,0,0,0,3000,3000,3000,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,2
2259,0,0,0,0,3000,3000,3000,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,2
2260,0,0,0,0,3000,3000,3000,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,2
2261,0,0,0,0,3000,3000,3000,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,2
2262,0,0,0,0,3000,3000,3000,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,2
2263,0,0,0,0,3000,3000,3000,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,2
2264,5,16,18,6,2000,2000,1200,2000,0,0,0,50,2,0,0,3,80,15,0,100,30,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2280,5,15,18,6,2000,2000,1200,2000,0,0,0,50,2,0,0,5,100,15,0,100,30,0,18,10,0,2,20,10,5,0,0,0,0,0,0,3,60000,6,2,1
2281,5,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,0,3,100,10,0,100,35,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2282,5,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,0,3,0,0,0,100,0,30,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2283,5,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,0,3,0,0,0,100,40,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2284,5,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,0,3,0,0,0,100,40,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2285,5,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,0,3,100,0,10,100,0,30,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2286,5,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,0,3,100,20,0,100,40,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2287,5,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,0,5,0,0,0,100,30,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2291,0,0,0,0,2000,2000,1200,1000,0,0,0,0,2,0,4,2,0,0,0,0,0,0,6,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,2
2292,0,0,0,0,2000,2000,1200,1000,0,0,0,0,2,0,4,2,0,0,0,0,0,0,6,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,2
2293,0,0,0,0,2000,2000,1200,1000,0,0,0,0,2,0,4,2,0,0,0,0,0,0,6,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,2
2294,0,0,0,0,2000,2000,1200,1000,0,0,0,0,2,0,4,2,0,0,0,0,0,0,6,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,2
2295,0,0,0,0,2000,2000,1200,1000,0,0,0,0,2,0,4,2,0,0,0,0,0,0,6,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,2
2296,0,0,0,0,2000,2000,1200,1000,0,0,0,0,2,0,4,2,0,0,0,0,0,0,6,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,2
2297,0,0,0,0,2000,2000,1200,1000,0,0,0,0,2,0,4,2,0,0,0,0,0,0,6,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,2
2298,0,0,0,0,2000,2000,1200,1000,0,0,0,0,2,0,4,2,0,0,0,0,0,0,6,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,2
2299,0,0,0,0,2000,2000,1200,1000,0,0,0,0,2,0,4,2,0,0,0,0,0,0,6,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,2
2300,0,0,0,0,2000,2000,1200,1000,0,0,0,0,2,0,4,2,0,0,0,0,0,0,6,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,2
2301,0,0,0,0,2000,2000,1200,1000,0,0,0,0,2,0,4,2,0,0,0,0,0,0,6,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,2
2302,0,0,0,0,2000,2000,1200,1000,0,0,0,0,2,0,4,2,0,0,0,0,0,0,6,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,2
2303,6,8,20,6,2000,2000,1200,1000,0,0,0,50,2,0,4,3,0,0,0,0,0,0,10,4,0,2,12,5,1,0,0,0,0,0,0,0,0,0,0,1
2304,6,8,20,6,2000,2000,1200,1000,0,0,0,50,2,0,4,3,0,0,0,0,0,0,10,4,0,2,12,5,1,0,0,0,0,0,0,0,0,0,0,1
2305,6,8,20,6,2000,2000,1200,1000,0,0,0,50,2,0,4,3,0,0,0,0,0,0,10,4,0,2,12,5,1,0,0,0,0,0,0,0,0,0,0,1
2307,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,4,100,20,0,100,10,0,18,10,0,2,20,10,5,0,0,0,0,0,0,4,10000,4,1,1
2308,6,15,20,6,2000,2000,1200,1000,0,0,0,50,3,0,4,2,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2310,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,3,0,0,0,100,50,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2311,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,3,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2312,6,15,18,6,2000,2000,1200,1000,0,0,0,50,3,0,4,3,100,20,0,100,15,0,18,10,0,2,20,10,5,0,0,0,0,0,0,4,10000,5,1,1
2314,6,15,18,6,2000,2000,1200,1000,0,0,0,50,5,0,4,2,100,25,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,4,10000,6,1,1
2315,6,15,20,6,2000,2000,1200,1000,0,0,0,50,5,0,4,2,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2316,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,3,100,30,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2319,6,15,18,6,2000,2000,1200,1000,0,0,0,50,5,0,4,5,100,20,0,100,15,0,18,10,0,2,20,10,5,0,0,0,0,0,0,4,10000,5,1,1
2320,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,3,100,10,0,100,50,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2321,5,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,0,3,0,0,0,100,40,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2322,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,3,0,0,0,100,0,30,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2323,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,3,0,0,0,100,0,30,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2324,5,15,18,6,2000,2000,1200,2000,0,0,0,50,2,0,0,5,100,15,0,100,30,0,18,10,0,2,20,10,5,0,0,0,0,0,0,3,60000,6,2,1
2325,5,16,18,6,2000,2000,1200,2000,0,0,0,50,2,0,0,3,80,15,0,100,30,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2326,6,16,18,6,2000,2000,1200,2000,0,0,0,50,5,0,4,5,80,15,0,100,60,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2327,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,3,100,10,0,100,45,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2328,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,3,100,10,0,100,50,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2329,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,3,0,0,0,100,30,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2330,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,3,0,0,0,100,0,30,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2331,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,3,0,0,0,100,10,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2332,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,3,0,0,0,100,30,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2333,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,3,100,10,0,100,20,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2334,6,16,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,4,0,0,0,100,40,0,18,10,0,2,20,10,5,0,0,0,0,0,0,3,30000,25,1,1
2335,4,8,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,5,0,0,0,100,30,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2336,4,8,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,5,0,0,0,100,30,0,10,5,0,2,12,5,1,0,0,0,0,0,0,0,0,0,0,1
2337,4,8,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,5,0,0,0,0,0,0,10,0,2,2,12,5,2,0,0,0,0,0,0,0,0,0,0,1
2338,4,14,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,5,100,30,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2339,4,12,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,50,100,30,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2340,4,12,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,50,100,30,0,100,30,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2341,4,12,18,6,2000,2000,1200,1000,0,0,0,50,5,0,4,50,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2342,4,12,18,6,2000,2000,1200,1000,0,0,0,50,5,0,4,50,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2343,0,0,0,0,2000,2000,1200,1000,0,0,0,0,2,0,4,2,0,0,0,0,0,0,6,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,2
2344,0,0,0,0,2000,2000,1200,1000,0,0,0,0,2,0,4,2,0,0,0,0,0,0,6,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,2
2345,0,0,0,0,2000,2000,1200,1000,0,0,0,0,2,0,4,2,0,0,0,0,0,0,6,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,2
2346,0,0,0,0,2000,2000,1200,1000,0,0,0,0,2,0,4,2,0,0,0,0,0,0,6,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,2
2347,0,0,0,0,2000,2000,1200,1000,0,0,0,0,2,0,4,2,0,0,0,0,0,0,6,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,2
2348,6,60,60,6,2000,2000,1200,1000,0,0,0,50,2,0,4,100,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2349,6,60,60,6,2000,2000,1200,1000,0,0,0,50,2,0,4,100,0,0,0,100,20,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2350,6,60,60,6,2000,2000,1200,1000,0,0,0,50,2,0,4,100,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2351,6,60,60,6,2000,2000,1200,1000,0,0,0,50,2,0,4,100,0,0,0,100,25,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2352,6,60,60,6,2000,2000,1200,1000,0,0,0,50,2,0,4,100,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2354,6,60,60,6,2000,2000,1200,1000,0,0,0,50,2,0,4,100,0,0,0,100,30,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2355,6,60,60,6,2000,2000,1200,1000,0,0,0,50,2,0,4,100,100,25,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2357,6,60,60,6,2000,2000,1200,1000,0,0,0,50,2,0,4,100,0,0,0,100,35,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2358,6,60,60,6,2000,2000,1200,1000,0,0,0,50,2,0,4,100,100,30,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2359,6,60,60,6,2000,2000,1200,1000,0,0,0,50,2,0,4,100,0,0,0,100,40,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2360,6,60,60,6,2000,2000,1200,1000,0,0,0,50,2,0,4,100,100,35,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2361,6,60,60,6,2000,2000,1200,1000,0,0,0,50,2,0,4,100,100,25,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2362,6,60,60,6,2000,2000,1200,1000,0,0,0,50,2,0,4,100,100,40,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2363,6,60,60,6,2000,2000,1200,1000,0,0,0,50,2,0,4,100,100,30,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2364,6,60,60,6,2000,2000,1200,1000,0,0,0,50,2,0,4,100,0,0,0,100,30,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2368,6,60,60,6,2000,2000,1200,1000,0,0,0,50,2,0,4,100,100,35,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2369,6,60,60,6,2000,2000,1200,1000,0,0,0,50,2,0,4,100,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2370,6,60,60,6,2000,2000,1200,1000,0,0,0,50,2,0,4,100,0,0,0,100,45,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2372,6,60,60,6,2000,2000,1200,1000,0,0,0,50,2,0,4,100,100,40,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2373,6,60,60,6,2000,2000,1200,1000,0,0,0,50,2,0,4,100,0,0,0,100,40,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2375,5,60,60,6,2000,2000,1200,1000,0,0,0,50,2,0,4,100,0,0,0,0,0,0,6,1,0,2,3,2,1,0,0,0,0,0,0,0,0,0,0,1
2376,6,60,60,6,2000,2000,1200,1000,0,0,0,50,2,0,4,100,0,0,0,0,0,0,10,0,2,2,12,5,2,0,0,0,0,0,0,0,0,0,0,1
2378,6,60,60,6,2000,2000,1200,1000,0,0,0,50,2,0,4,100,0,0,0,0,0,0,10,0,2,2,12,5,2,0,0,0,0,0,0,0,0,0,0,1
2380,5,60,60,6,2000,2000,1200,1000,0,0,0,50,3,0,4,100,0,0,0,0,0,0,7,0,1,2,4,3,2,20,0,0,0,0,0,0,0,0,0,1
2382,5,60,60,6,2000,2000,1200,1000,0,0,0,50,3,0,4,100,0,0,0,0,0,0,7,0,1,2,4,3,2,20,0,0,0,0,0,0,0,0,0,1
2388,6,60,60,6,2000,2000,1200,1000,0,0,0,50,2,0,4,100,0,0,0,100,0,30,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2390,6,60,60,6,2000,2000,1200,1000,0,0,0,50,2,0,4,100,0,0,0,100,0,40,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2391,6,60,60,6,2000,2000,1200,1000,0,0,0,50,2,0,4,100,0,0,0,100,0,10,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2400,6,60,60,6,2000,2000,1200,1000,0,0,0,50,2,0,4,100,0,0,0,100,0,15,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2401,5,60,60,6,2000,2000,1200,1000,0,0,0,50,2,0,4,100,0,0,0,0,0,0,6,0,1,2,4,3,2,0,0,0,0,0,0,0,0,0,0,1
2402,6,60,60,6,2000,2000,1200,1000,0,0,0,50,2,0,4,100,0,0,0,0,0,0,10,0,2,2,12,5,2,0,0,0,0,0,0,0,0,0,0,1
2404,6,60,60,6,2000,2000,1200,1000,0,0,0,50,2,0,4,100,0,0,0,0,0,0,10,0,2,2,12,5,2,0,0,0,0,0,0,0,0,0,0,1
2406,6,60,60,6,2000,2000,1200,1000,0,0,0,50,3,0,4,100,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2408,6,60,60,6,2000,2000,1200,1000,0,0,0,50,3,0,4,100,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2414,6,60,60,6,2000,2000,1200,1000,0,0,0,50,2,0,4,100,100,50,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2416,6,60,60,6,2000,2000,1200,1000,0,0,0,50,2,0,4,100,100,50,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2417,6,60,60,6,2000,2000,1200,1000,0,0,0,50,2,0,4,100,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2426,6,60,60,6,2000,2000,1200,1000,0,0,0,50,2,0,4,100,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2427,4,60,60,6,2000,2000,1200,1000,0,0,0,0,2,0,4,100,0,0,0,0,0,0,6,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,1
2428,4,60,60,6,2000,2000,1200,1000,0,0,0,0,2,0,4,100,0,0,0,0,0,0,6,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,1
2429,4,60,60,6,2000,2000,1200,1000,0,0,0,0,2,0,4,100,0,0,0,0,0,0,6,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,1
2430,6,60,60,6,2000,2000,1200,1000,0,0,0,50,2,0,4,100,0,0,0,0,0,0,10,1,3,2,12,5,1,0,0,0,0,0,0,0,0,0,0,1
2431,6,60,60,6,2000,2000,1200,1000,0,0,0,50,2,0,4,100,0,0,0,0,0,0,10,1,3,2,12,5,1,0,0,0,0,0,0,0,0,0,0,1
2432,6,60,60,6,2000,2000,1200,1000,0,0,0,50,2,0,4,100,0,0,0,0,0,0,10,1,3,2,12,5,1,0,0,0,0,0,0,0,0,0,0,1
2433,6,60,60,6,2000,2000,1200,1000,0,0,0,50,2,0,4,100,0,0,0,0,0,0,10,1,3,2,12,5,1,0,0,0,0,0,0,0,0,0,0,1
2437,0,0,0,0,2000,2000,1200,1000,0,0,0,0,2,0,4,2,0,0,0,0,0,0,6,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,2
2438,0,0,0,0,2000,2000,1200,1000,0,0,0,0,2,0,4,2,0,0,0,0,0,0,6,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,2
2439,0,0,0,0,2000,2000,1200,1000,0,0,0,0,2,0,4,2,0,0,0,0,0,0,6,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,2
2440,0,0,0,0,2000,2000,1200,1000,0,0,0,0,2,0,4,2,0,0,0,0,0,0,6,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,2
2441,0,0,0,0,2000,2000,1200,1000,0,0,0,0,2,0,4,2,0,0,0,0,0,0,6,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,2
2442,0,0,0,0,2000,2000,1200,1000,0,0,0,0,2,0,4,2,0,0,0,0,0,0,6,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,2
2443,0,0,0,0,2000,2000,1200,1000,0,0,0,0,2,0,4,2,0,0,0,0,0,0,6,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,2
2444,0,0,0,0,2000,2000,1200,1000,0,0,0,0,2,0,4,2,0,0,0,0,0,0,6,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,2
2445,0,0,0,0,2000,2000,1200,1000,0,0,0,0,2,0,4,2,0,0,0,0,0,0,6,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,2
2446,0,0,0,0,2000,2000,1200,1000,0,0,0,0,2,0,4,2,0,0,0,0,0,0,6,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,2
2447,0,0,0,0,2000,2000,1200,1000,0,0,0,0,2,0,4,2,0,0,0,0,0,0,6,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,2
2448,0,0,0,0,2000,2000,1200,1000,0,0,0,0,2,0,4,2,0,0,0,0,0,0,6,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,2
2449,0,0,0,0,2000,2000,1200,1000,0,0,0,0,2,0,4,2,0,0,0,0,0,0,6,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,2
2450,0,0,0,0,2000,2000,1200,1000,0,0,0,0,2,0,4,2,0,0,0,0,0,0,6,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,2
2451,0,0,0,0,2000,2000,1200,1000,0,0,0,0,2,0,4,2,0,0,0,0,0,0,6,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,2
2500,5,15,18,6,2000,2000,1200,2000,0,0,0,50,2,0,0,5,100,30,0,100,35,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
